epoch,loss,loss/data,loss/ic,loss/res,loss/zeta,lr,step
17,0.33985280990600586,0.25993260741233826,0.02116486430168152,0.05875534564256668,0.017364894971251488,,1799
,,,,,,0.001,1800
18,0.32046476006507874,0.24216654896736145,0.02167089655995369,0.05662728101015091,0.017364615574479103,,1899
,,,,,,0.001,1900
19,0.3143838047981262,0.2321261167526245,0.018680719658732414,0.06357681006193161,0.017378447577357292,,1999
,,,,,,0.001,2000
20,0.33639276027679443,0.2579459547996521,0.02176021598279476,0.05668660253286362,0.01742013543844223,,2099
,,,,,,0.001,2100
21,0.3258700668811798,0.2550831437110901,0.01744760014116764,0.05333929508924484,0.01744053326547146,,2199
,,,,,,0.001,2200
22,0.3327510952949524,0.2466147243976593,0.020461617037653923,0.06567458808422089,0.017457179725170135,,2299
,,,,,,0.001,2300
23,0.33224430680274963,0.2497768998146057,0.017480915412306786,0.06498647481203079,0.017467806115746498,,2399
,,,,,,0.001,2400
24,0.3377733528614044,0.24797773361206055,0.020230082795023918,0.06956541538238525,0.017472144216299057,,2499
,,,,,,0.001,2500
25,0.33451005816459656,0.29411202669143677,0.01241387240588665,0.02798418328166008,0.017493396997451782,,2599
,,,,,,0.001,2600
26,0.3208560645580292,0.2643815577030182,0.012517363764345646,0.04395715892314911,0.017505334690213203,,2699
,,,,,,0.001,2700
27,0.3166622221469879,0.2637597620487213,0.012722214683890343,0.04018017277121544,0.017540443688631058,,2799
,,,,,,0.001,2800
28,0.3231576681137085,0.27526670694351196,0.011821288615465164,0.036069951951503754,0.017470689490437508,,2899
,,,,,,0.001,2900
29,0.30967503786087036,0.25285786390304565,0.009895731694996357,0.04692155495285988,0.01742079108953476,,2999
,,,,,,0.001,3000
30,0.31616801023483276,0.25258374214172363,0.015030652284622192,0.04855354502797127,0.017437826842069626,,3099
,,,,,,0.001,3100
31,0.30698293447494507,0.27100643515586853,0.004342628642916679,0.03163391351699829,0.01745467633008957,,3199
,,,,,,0.001,3200
32,0.31736841797828674,0.2615338861942291,0.01469024084508419,0.041144225746393204,0.017452422529459,,3299
,,,,,,0.001,3300
33,0.31435880064964294,0.27978286147117615,0.008225738070905209,0.026350202038884163,0.017460757866501808,,3399
,,,,,,0.001,3400
34,0.31394651532173157,0.27396640181541443,0.00914084818214178,0.030839208513498306,0.017490189522504807,,3499
,,,,,,0.001,3500
35,0.3321574330329895,0.28614720702171326,0.014848259277641773,0.03116200491786003,0.017498360946774483,,3599
,,,,,,0.001,3600
36,0.315826952457428,0.28572317957878113,0.00444436352699995,0.02565944753587246,0.017453916370868683,,3699
,,,,,,0.001,3700
37,0.3291783630847931,0.28488317131996155,0.015030273236334324,0.029264995828270912,0.017502130940556526,,3799
,,,,,,0.001,3800
38,0.30761539936065674,0.2810607850551605,0.0021046975161880255,0.02444990538060665,0.017504042014479637,,3899
,,,,,,0.001,3900
39,0.32918238639831543,0.27995914220809937,0.0192117877304554,0.030011409893631935,0.0175136961042881,,3999
,,,,,,0.001,4000
40,0.3114279806613922,0.2762092649936676,0.00719832768663764,0.028020385652780533,0.017531871795654297,,4099
,,,,,,0.001,4100
41,0.3159240186214447,0.2705070972442627,0.014137287624180317,0.03127953037619591,0.017550436779856682,,4199
,,,,,,0.001,4200
42,0.3258518874645233,0.2777574062347412,0.018888114020228386,0.029206374660134315,0.017552504315972328,,4299
,,,,,,0.001,4300
43,0.31691402196884155,0.2772156596183777,0.0127229830250144,0.02697535790503025,0.017573265358805656,,4399
,,,,,,0.001,4400
44,0.3248845934867859,0.28379812836647034,0.012090352363884449,0.02899613417685032,0.01748393289744854,,4499
,,,,,,0.001,4500
45,0.31678274273872375,0.2716534435749054,0.013400780037045479,0.0317285992205143,0.017174454405903816,,4599
,,,,,,0.001,4600
46,0.3205125629901886,0.27875182032585144,0.01345267053693533,0.028308022767305374,0.01689225062727928,,4699
,,,,,,0.001,4700
47,0.2994438111782074,0.26186662912368774,0.010538946837186813,0.02703815884888172,0.01684054732322693,,4799
,,,,,,0.001,4800
48,0.3136526942253113,0.28208020329475403,0.004982443060725927,0.02659001387655735,0.016735436394810677,,4899
,,,,,,0.001,4900
49,0.31989559531211853,0.28163763880729675,0.012259247712790966,0.02599870227277279,0.01665930636227131,,4999
,,,,,,0.001,5000
50,0.3200508654117584,0.271042138338089,0.020534060895442963,0.028474684804677963,0.0166934784501791,,5099
,,,,,,0.001,5100
51,0.3230076730251312,0.27027586102485657,0.02252928540110588,0.030202388763427734,0.0165792815387249,,5199
,,,,,,0.001,5200
52,0.3122641444206238,0.27442094683647156,0.00959094800055027,0.02825230360031128,0.016400065273046494,,5299
,,,,,,0.001,5300
53,0.3123917579650879,0.2783028781414032,0.009438862092792988,0.02464991621673107,0.016413919627666473,,5399
,,,,,,0.001,5400
54,0.30821356177330017,0.26268821954727173,0.014198064804077148,0.031327296048402786,0.016327185556292534,,5499
,,,,,,0.001,5500
55,0.29883038997650146,0.2703092396259308,0.0037383860908448696,0.024782683700323105,0.016292328014969826,,5599
,,,,,,0.001,5600
56,0.32008787989616394,0.2847594618797302,0.010100696235895157,0.025227759033441544,0.01625663787126541,,5699
,,,,,,0.001,5700
57,0.33678165078163147,0.29116448760032654,0.018279701471328735,0.02733750082552433,0.016287710517644882,,5799
,,,,,,0.001,5800
58,0.31588172912597656,0.2759400010108948,0.01364612765610218,0.026295768097043037,0.015921132639050484,,5899
,,,,,,0.001,5900
59,0.32011064887046814,0.2838234305381775,0.009620334021747112,0.02666693739593029,0.015831582248210907,,5999
,,,,,,0.001,6000
60,0.30591195821762085,0.2658237814903259,0.013641534373164177,0.02644665539264679,0.015796411782503128,,6099
,,,,,,0.001,6100
61,0.29827815294265747,0.262446790933609,0.007897535338997841,0.027933795005083084,0.01564590260386467,,6199
,,,,,,0.001,6200
62,0.3126005232334137,0.2706051170825958,0.013177798129618168,0.028817644342780113,0.015610642731189728,,6299
,,,,,,0.001,6300
63,0.3046289384365082,0.2771400213241577,0.0027219958137720823,0.024767059832811356,0.01556391455233097,,6399
,,,,,,0.001,6400
64,0.3395170569419861,0.29773005843162537,0.01402877364307642,0.027758197858929634,0.015607931651175022,,6499
,,,,,,0.001,6500
65,0.30655306577682495,0.2741408944129944,0.0057968636974692345,0.026615340262651443,0.015491093508899212,,6599
,,,,,,0.001,6600
66,0.29968276619911194,0.2705613672733307,0.0041624135337769985,0.024958906695246696,0.015411028638482094,,6699
,,,,,,0.001,6700
67,0.3197399973869324,0.27640894055366516,0.01538010686635971,0.027950916439294815,0.01528839860111475,,6799
,,,,,,0.001,6800
68,0.29741325974464417,0.26062747836112976,0.0070129442028701305,0.029772784560918808,0.015196612104773521,,6899
,,,,,,0.001,6900
69,0.307277649641037,0.2709256708621979,0.007544949185103178,0.028807107359170914,0.015083867125213146,,6999
,,,,,,0.001,7000
70,0.31634682416915894,0.27398040890693665,0.01472981832921505,0.02763659693300724,0.014554654248058796,,7099
,,,,,,0.001,7100
71,0.297260046005249,0.2658734917640686,0.005652336403727531,0.025734348222613335,0.014524385333061218,,7199
,,,,,,0.001,7200
72,0.3236105442047119,0.28558024764060974,0.011515922844409943,0.02651440165936947,0.014393158257007599,,7299
,,,,,,0.001,7300
73,0.30561038851737976,0.2792164087295532,0.0022216730285435915,0.02417238987982273,0.01396959088742733,,7399
,,,,,,0.001,7400
74,0.3242000341415405,0.27813538908958435,0.018792133778333664,0.027272403240203857,0.013644598424434662,,7499
,,,,,,0.001,7500
75,0.3122156858444214,0.2786722183227539,0.0071722534485161304,0.026371246203780174,0.013487586751580238,,7599
,,,,,,0.001,7600
76,0.305919349193573,0.2701381742954254,0.0067354608327150345,0.02904575876891613,0.013310554437339306,,7699
,,,,,,0.001,7700
77,0.30348914861679077,0.2761908769607544,0.0034420585725456476,0.023856360465288162,0.013398285023868084,,7799
,,,,,,0.001,7800
78,0.3201872706413269,0.2843943238258362,0.011630136519670486,0.024162866175174713,0.013207223266363144,,7899
,,,,,,0.001,7900
79,0.316119521856308,0.2790377736091614,0.009526493959128857,0.027555255219340324,0.013239243999123573,,7999
,,,,,,0.001,8000
80,0.3099006116390228,0.26929372549057007,0.013548038899898529,0.027058789506554604,0.012838287279009819,,8099
,,,,,,0.001,8100
81,0.30620715022087097,0.2710738182067871,0.008141640573740005,0.026991769671440125,0.012632732279598713,,8199
,,,,,,0.001,8200
82,0.31760793924331665,0.27592745423316956,0.013517731800675392,0.028162622824311256,0.01228276640176773,,8299
,,,,,,0.001,8300
83,0.302793949842453,0.27595779299736023,0.003446513321250677,0.023389600217342377,0.011988228186964989,,8399
,,,,,,0.001,8400
84,0.31524205207824707,0.2682926654815674,0.019283568486571312,0.027666000649333,0.011580700986087322,,8499
,,,,,,0.001,8500
85,0.3237367868423462,0.2796492576599121,0.01626455783843994,0.02782300114631653,0.010849619284272194,,8599
,,,,,,0.001,8600
86,0.30029168725013733,0.26857927441596985,0.005577687174081802,0.02613489143550396,0.010440781712532043,,8699
,,,,,,0.001,8700
87,0.30643096566200256,0.27126914262771606,0.008632808923721313,0.026529155671596527,0.010307017713785172,,8799
,,,,,,0.001,8800
88,0.3187780976295471,0.27038905024528503,0.020383331924676895,0.028005782514810562,0.010238485410809517,,8899
,,,,,,0.001,8900
89,0.31566011905670166,0.27850475907325745,0.010835369117558002,0.02632003463804722,0.009937097318470478,,8999
,,,,,,0.001,9000
90,0.30729418992996216,0.2614918649196625,0.016754699870944023,0.029047423973679543,0.00977674312889576,,9099
,,,,,,0.001,9100
91,0.2917288839817047,0.2648684084415436,0.0025195120833814144,0.024341054260730743,0.009530747309327126,,9199
,,,,,,0.001,9200
92,0.31187745928764343,0.275800496339798,0.009557659737765789,0.026519417762756348,0.00922723300755024,,9299
,,,,,,0.001,9300
93,0.2986811399459839,0.27173468470573425,0.003273232374340296,0.023673245683312416,0.008450302295386791,,9399
,,,,,,0.001,9400
94,0.30476710200309753,0.27588677406311035,0.0036216399166733027,0.025258710607886314,0.008320560678839684,,9499
,,,,,,0.001,9500
95,0.30049389600753784,0.2644389569759369,0.009362348355352879,0.026692599058151245,0.008227734826505184,,9599
,,,,,,0.001,9600
96,0.3074885606765747,0.2797141969203949,0.002853688318282366,0.024920713156461716,0.008128372021019459,,9699
,,,,,,0.001,9700
97,0.3012310862541199,0.27044591307640076,0.005297260824590921,0.025487881153821945,0.00712298508733511,,9799
,,,,,,0.001,9800
98,0.30350738763809204,0.2665971517562866,0.010800044052302837,0.02611013874411583,0.006896790117025375,,9899
,,,,,,0.001,9900
99,0.32277512550354004,0.2792259454727173,0.01607331819832325,0.02747575007379055,0.006406037136912346,,9999
,,,,,,0.001,10000
100,0.31429579854011536,0.2823392450809479,0.007862772792577744,0.02409401163458824,0.00484225619584322,,10099
,,,,,,0.001,10100
101,0.307468444108963,0.27852341532707214,0.004389877896755934,0.024555323645472527,0.00385852693580091,,10199
,,,,,,0.001,10200
102,0.30674320459365845,0.27374976873397827,0.007727998308837414,0.02526545338332653,0.0037753432989120483,,10299
,,,,,,0.001,10300
103,0.3127962052822113,0.28748393058776855,0.0034491638652980328,0.021863115951418877,0.003709387267008424,,10399
,,,,,,0.001,10400
104,0.31382206082344055,0.27617573738098145,0.011229940690100193,0.026416443288326263,0.0037733246572315693,,10499
,,,,,,0.001,10500
105,0.30446022748947144,0.2794246971607208,0.0015856954269111156,0.023449767380952835,0.003695845138281584,,10599
,,,,,,0.001,10600
106,0.30582767724990845,0.2797560393810272,0.00209469860419631,0.02397688291966915,0.003969926852732897,,10699
,,,,,,0.001,10700
107,0.2960174083709717,0.26994243264198303,0.002361471066251397,0.023713644593954086,0.0040016439743340015,,10799
,,,,,,0.001,10800
108,0.3063203990459442,0.2797425389289856,0.00188279093708843,0.024695076048374176,0.003724531503394246,,10899
,,,,,,0.001,10900
109,0.3003363013267517,0.2769327163696289,0.0011380101786926389,0.022265831008553505,0.0035995461512356997,,10999
,,,,,,0.001,11000
110,0.3103097975254059,0.27456364035606384,0.009055156260728836,0.02669105865061283,0.003693664213642478,,11099
,,,,,,0.001,11100
111,0.3225787580013275,0.2770998775959015,0.018419768661260605,0.027059048414230347,0.0037645408883690834,,11199
,,,,,,0.001,11200
112,0.3030308187007904,0.27591976523399353,0.0034331195056438446,0.023678116500377655,0.003759761806577444,,11299
,,,,,,0.001,11300
113,0.2995970547199249,0.2768068015575409,0.0015174399595707655,0.02127278968691826,0.0028783895540982485,,11399
,,,,,,0.001,11400
114,0.29751166701316833,0.27182647585868835,0.0030545471236109734,0.02263066917657852,0.002691779052838683,,11499
,,,,,,0.001,11500
115,0.29428842663764954,0.26593101024627686,0.003245156491175294,0.025112181901931763,0.0025718440301716328,,11599
,,,,,,0.001,11600
116,0.2952604293823242,0.2658326029777527,0.005371453706175089,0.024056490510702133,0.0025878029409796,,11699
,,,,,,0.001,11700
117,0.2936950922012329,0.26876673102378845,0.001625647535547614,0.023302653804421425,0.0025242960546165705,,11799
,,,,,,0.001,11800
118,0.30184799432754517,0.27506887912750244,0.0032421329524368048,0.02353699877858162,0.002675869269296527,,11899
,,,,,,0.001,11900
119,0.28724968433380127,0.25794392824172974,0.005591323599219322,0.02371448650956154,0.002440922660753131,,11999
,,,,,,0.001,12000
120,0.29510849714279175,0.27084511518478394,0.0014394265599548817,0.022823825478553772,0.0025670956820249557,,12099
,,,,,,0.001,12100
121,0.30272620916366577,0.26870498061180115,0.007965834811329842,0.0260553527623415,0.002863316796720028,,12199
,,,,,,0.001,12200
122,0.3123171031475067,0.2793193459510803,0.007901773788034916,0.025096001103520393,0.0028468568343669176,,12299
,,,,,,0.001,12300
123,0.30981239676475525,0.27087298035621643,0.013027074746787548,0.025912310928106308,0.0026165524031966925,,12399
,,,,,,0.001,12400
124,0.2932620644569397,0.26556408405303955,0.0024729850701987743,0.025224948301911354,0.0018555681454017758,,12499
,,,,,,0.001,12500
125,0.3013371527194977,0.2714155614376068,0.004819318652153015,0.025102287530899048,0.0014978599501773715,,12599
,,,,,,0.001,12600
126,0.299470454454422,0.27585411071777344,0.00209939107298851,0.02151676081120968,0.000705827260389924,,12699
,,,,,,0.001,12700
127,0.3003358840942383,0.2662699818611145,0.00966985709965229,0.024395925924181938,0.0004923518863506615,,12799
,,,,,,0.001,12800
128,0.3115524351596832,0.27802804112434387,0.009600703604519367,0.0239237230271101,0.0004595744248945266,,12899
,,,,,,0.001,12900
129,0.2977001368999481,0.2723905146121979,0.0021429562475532293,0.023166848346590996,0.0005107711767777801,,12999
,,,,,,0.001,13000
130,0.2980860471725464,0.26895633339881897,0.004719357006251812,0.024410275742411613,0.0006032774690538645,,13099
,,,,,,0.001,13100
131,0.3152988851070404,0.27925387024879456,0.010953174903988838,0.025092028081417084,0.0005550899659283459,,13199
,,,,,,0.001,13200
132,0.29710906744003296,0.271310031414032,0.0028237986844033003,0.02297520451247692,3.703473339555785e-05,,13299
,,,,,,0.001,13300
133,0.30126458406448364,0.2731926143169403,0.004341299179941416,0.023730602115392685,0.0001266246836166829,,13399
,,,,,,0.001,13400
134,0.2969047725200653,0.26766127347946167,0.004138714633882046,0.025104835629463196,0.00010886933887377381,,13499
,,,,,,0.001,13500
135,0.2985547184944153,0.2647643983364105,0.009525076486170292,0.0242651104927063,8.279512985609472e-05,,13599
,,,,,,0.001,13600
136,0.30027851462364197,0.2673787772655487,0.007403638679534197,0.02549600414931774,1.5062594684422947e-05,,13699
,,,,,,0.001,13700
137,0.30090752243995667,0.27021148800849915,0.005442471709102392,0.025253619998693466,8.286920638056472e-05,,13799
,,,,,,0.001,13800
138,0.3049342632293701,0.2612621486186981,0.01654503308236599,0.02712699957191944,5.4775340686319396e-05,,13899
,,,,,,0.001,13900
139,0.29477179050445557,0.2660839259624481,0.003784277243539691,0.024903414770960808,2.973980372189544e-05,,13999
,,,,,,0.001,14000
140,0.3126383423805237,0.2735404968261719,0.013447417877614498,0.02565019577741623,0.0003516850701998919,,14099
,,,,,,0.001,14100
141,0.3125520348548889,0.27446964383125305,0.012434669770300388,0.025647630915045738,0.0007952805608510971,,14199
,,,,,,0.001,14200
142,0.29700735211372375,0.2695564031600952,0.0034159692004323006,0.024035053327679634,0.0008166840416379273,,14299
,,,,,,0.001,14300
143,0.2948670983314514,0.26788175106048584,0.003435964696109295,0.02354944683611393,0.0036380314268171787,,14399
,,,,,,0.001,14400
144,0.2983594834804535,0.27072685956954956,0.0034913262352347374,0.024141455069184303,0.004772768821567297,,14499
,,,,,,0.001,14500
145,0.2864615321159363,0.25614163279533386,0.0061081149615347385,0.02421182207763195,0.004460914060473442,,14599
,,,,,,0.001,14600
146,0.2932721674442291,0.26424551010131836,0.005167125258594751,0.02385939657688141,0.00561725627630949,,14699
,,,,,,0.001,14700
147,0.2846147119998932,0.25697606801986694,0.004525267984718084,0.023113133385777473,0.0086738346144557,,14799
,,,,,,0.001,14800
148,0.306115061044693,0.27280381321907043,0.010604092851281166,0.022707195952534676,0.008862704038619995,,14899
,,,,,,0.001,14900
149,0.30302098393440247,0.27149611711502075,0.008629566989839077,0.02289530821144581,0.013513079844415188,,14999
,,,,,,0.001,15000
150,0.28803858160972595,0.2581157386302948,0.01209829468280077,0.017824329435825348,0.01408609189093113,,15099
,,,,,,0.001,15100
151,0.26345881819725037,0.23174211382865906,0.014626032672822475,0.01709057204425335,0.008899640291929245,,15199
,,,,,,0.001,15200
152,0.254056453704834,0.2357719987630844,0.0068493736907839775,0.011435138992965221,0.0064476365223526955,,15299
,,,,,,0.001,15300
153,0.2516046464443207,0.23418229818344116,0.008003301918506622,0.009418955072760582,0.0037401432637125254,,15399
,,,,,,0.001,15400
154,0.23463918268680573,0.2119060605764389,0.014504797756671906,0.008228435181081295,0.0015412494540214539,,15499
,,,,,,0.001,15500
155,0.24743366241455078,0.22805869579315186,0.011483876965939999,0.007891053333878517,0.000622525520157069,,15599
,,,,,,0.001,15600
156,0.2400272637605667,0.21871335804462433,0.008627407252788544,0.012686554342508316,0.0012806751765310764,,15699
,,,,,,0.001,15700
157,0.26631617546081543,0.24035526812076569,0.011824576184153557,0.014136445708572865,0.002257440472021699,,15799
,,,,,,0.001,15800
158,0.2340305894613266,0.20616987347602844,0.018056094646453857,0.009804561734199524,0.0012740065576508641,,15899
,,,,,,0.001,15900
159,0.22414006292819977,0.19725540280342102,0.018569232895970345,0.008315381594002247,0.0005206635687500238,,15999
,,,,,,0.001,16000
160,0.2237110137939453,0.19639365375041962,0.017445260658860207,0.009872040711343288,0.00018755815108306706,,16099
,,,,,,0.001,16100
161,0.2041306346654892,0.1806064397096634,0.01525176502764225,0.008272436447441578,2.460172981955111e-05,,16199
,,,,,,0.001,16200
162,0.19224384427070618,0.17139223217964172,0.013420387171208858,0.007431115955114365,0.00032368124811910093,,16299
,,,,,,0.001,16300
163,0.20858252048492432,0.18187199532985687,0.016813864931464195,0.009896673262119293,0.0003961805778089911,,16399
,,,,,,0.001,16400
164,0.20582497119903564,0.18194480240345,0.014880096539855003,0.009000140242278576,7.961374649312347e-05,,16499
,,,,,,0.001,16500
165,0.20101341605186462,0.17364007234573364,0.018127301707863808,0.00924598891288042,9.287702596338931e-06,,16599
,,,,,,0.001,16600
166,0.2095404714345932,0.1832951158285141,0.016888193786144257,0.009357188828289509,4.4471420551417395e-05,,16699
,,,,,,0.001,16700
167,0.19120772182941437,0.17162244021892548,0.013314490206539631,0.006270831450819969,9.170136036118492e-05,,16799
,,,,,,0.001,16800
168,0.19303923845291138,0.17009691894054413,0.015397375449538231,0.007545005064457655,6.223427772056311e-05,,16899
,,,,,,0.001,16900
169,0.19903162121772766,0.17174850404262543,0.018336452543735504,0.008946643210947514,2.911127694460447e-06,,16999
,,,,,,0.001,17000
170,0.1952154040336609,0.17261497676372528,0.015214425511658192,0.007385971024632454,3.586782986531034e-05,,17099
,,,,,,0.001,17100
171,0.19254739582538605,0.17070485651493073,0.013456136919558048,0.00838646199554205,8.393895404879004e-05,,17199
,,,,,,0.001,17200
172,0.19453582167625427,0.1668262481689453,0.018413029611110687,0.00929652526974678,0.0003725003043655306,,17299
,,,,,,0.001,17300
173,0.18216556310653687,0.15630501508712769,0.016321919858455658,0.009538604877889156,0.0004167791921645403,,17399
,,,,,,0.001,17400
174,0.18522080779075623,0.15648598968982697,0.01865702122449875,0.010077744722366333,0.0004288916243240237,,17499
,,,,,,0.001,17500
175,0.19778862595558167,0.17142388224601746,0.01825377345085144,0.008111001923680305,0.0004768063663505018,,17599
,,,,,,0.001,17600
176,0.18771569430828094,0.16334351897239685,0.017165284603834152,0.007206884678453207,0.000638884783256799,,17699
,,,,,,0.001,17700
177,0.19301846623420715,0.16509297490119934,0.01842309907078743,0.00950237549841404,0.0010730373905971646,,17799
,,,,,,0.001,17800
178,0.17984600365161896,0.1552952378988266,0.01583241857588291,0.008718358352780342,0.0022910383995622396,,17899
,,,,,,0.001,17900
179,0.17969246208667755,0.1514330953359604,0.017062993720173836,0.011196373030543327,0.0024321801029145718,,17999
,,,,,,0.001,18000
180,0.20829904079437256,0.17660510540008545,0.017973242327570915,0.01372077502310276,0.002905042842030525,,18099
,,,,,,0.001,18100
181,0.1971578299999237,0.17068099975585938,0.016373196616768837,0.010103617794811726,0.0030877268873155117,,18199
,,,,,,0.001,18200
182,0.18615825474262238,0.16219010949134827,0.016702383756637573,0.0072657400742173195,0.003599959658458829,,18299
,,,,,,0.001,18300
183,0.17870554327964783,0.1587591916322708,0.013561158441007137,0.006385148037225008,0.004058101214468479,,18399
,,,,,,0.001,18400
184,0.17435593903064728,0.1521150916814804,0.01538385171443224,0.006856899242848158,0.004960274323821068,,18499
,,,,,,0.001,18500
185,0.1738715022802353,0.15215946733951569,0.014871565625071526,0.006840372458100319,0.005340386647731066,,18599
,,,,,,0.001,18600
186,0.16400408744812012,0.13879458606243134,0.016512176021933556,0.008697325363755226,0.005284584127366543,,18699
,,,,,,0.001,18700
187,0.16967271268367767,0.14432574808597565,0.017530690878629684,0.007816328667104244,0.005767880938947201,,18799
,,,,,,0.001,18800
188,0.1652001291513443,0.14292891323566437,0.015626927837729454,0.0066443076357245445,0.0056381430476903915,,18899
,,,,,,0.001,18900
189,0.17491862177848816,0.15240995585918427,0.014571777544915676,0.007936845533549786,0.004888031631708145,,18999
,,,,,,0.001,19000
190,0.18286718428134918,0.1600976139307022,0.0135961277410388,0.009173440746963024,0.005534529220312834,,19099
,,,,,,0.001,19100
191,0.1787373274564743,0.15454481542110443,0.012861409224569798,0.011331068351864815,0.006097770296037197,,19199
,,,,,,0.001,19200
192,0.16302083432674408,0.1364225298166275,0.015906760469079018,0.010691546835005283,0.0054405867122113705,,19299
,,,,,,0.001,19300
193,0.16997261345386505,0.1460309773683548,0.0158405601978302,0.008100992999970913,0.004894689656794071,,19399
,,,,,,0.001,19400
194,0.16425077617168427,0.1420191079378128,0.015519781038165092,0.006711958441883326,0.004394810646772385,,19499
,,,,,,0.001,19500
195,0.17154145240783691,0.15280160307884216,0.012459511868655682,0.006280350498855114,0.0041607157327234745,,19599
,,,,,,0.001,19600
196,0.16506198048591614,0.1400056630373001,0.015246394090354443,0.009809901937842369,0.0027841164264827967,,19699
,,,,,,0.001,19700
197,0.17318573594093323,0.15119270980358124,0.013805236667394638,0.008187749423086643,0.0032492808531969786,,19799
,,,,,,0.001,19800
198,0.17187070846557617,0.15184780955314636,0.013648358173668385,0.006374601274728775,0.0035427238326519728,,19899
,,,,,,0.001,19900
199,0.1569896787405014,0.1377958208322525,0.012586042284965515,0.006607765797525644,0.004147342871874571,,19999
,,,,,,0.001,20000
200,0.16294167935848236,0.1391117423772812,0.015518215484917164,0.008311683312058449,0.0033997998107224703,,20099
,,,,,,0.001,20100
201,0.16311803460121155,0.14490604400634766,0.012509336695075035,0.005702654365450144,0.003133544698357582,,20199
,,,,,,0.001,20200
202,0.15997298061847687,0.14082960784435272,0.012675206176936626,0.006468146573752165,0.003196524688974023,,20299
,,,,,,0.001,20300
203,0.17233358323574066,0.152170792222023,0.01293131709098816,0.007231482770293951,0.003680685767903924,,20399
,,,,,,0.001,20400
204,0.17851857841014862,0.15706409513950348,0.011460298672318459,0.009994191117584705,0.004414260853081942,,20499
,,,,,,0.001,20500
205,0.16399364173412323,0.13809673488140106,0.009327927604317665,0.016569014638662338,0.004901070613414049,,20599
,,,,,,0.001,20600
206,0.20493601262569427,0.17343460023403168,0.01497501228004694,0.01652638614177704,0.0053465100936591625,,20699
,,,,,,0.001,20700
207,0.163741797208786,0.14191021025180817,0.013017931953072548,0.008813689462840557,0.0041684661991894245,,20799
,,,,,,0.001,20800
208,0.16445785760879517,0.14657360315322876,0.011237246915698051,0.0066470312885940075,0.004119931720197201,,20899
,,,,,,0.001,20900
209,0.17058171331882477,0.14875413477420807,0.013092941604554653,0.00873466394841671,0.0034240761306136847,,20999
,,,,,,0.001,21000
210,0.1677362620830536,0.14377881586551666,0.016453802585601807,0.007503713946789503,0.0031752220820635557,,21099
,,,,,,0.001,21100
211,0.15694747865200043,0.1381862908601761,0.012718205340206623,0.006042968947440386,0.0032943892292678356,,21199
,,,,,,0.001,21200
212,0.16513732075691223,0.14593710005283356,0.013144572265446186,0.006055639591068029,0.0029972216580063105,,21299
,,,,,,0.001,21300
213,0.1636590212583542,0.14499375224113464,0.012751240283250809,0.005913997534662485,0.0033340423833578825,,21399
,,,,,,0.001,21400
214,0.15544697642326355,0.13137879967689514,0.016951242461800575,0.007116927299648523,0.0029494580812752247,,21499
,,,,,,0.001,21500
215,0.14969854056835175,0.13027191162109375,0.01344708539545536,0.0059794955886900425,0.003149704309180379,,21599
,,,,,,0.001,21600
