t,u_observed,u_pred,mu_pred,mu_true
8.621554e-01,-1.723031e+00,-1.797370e+00,9.875215e-01,1.000000e+00
8.646617e-01,-1.777259e+00,-1.767438e+00,9.875215e-01,1.000000e+00
8.671679e-01,-1.680316e+00,-1.736260e+00,9.875215e-01,1.000000e+00
8.696742e-01,-1.679774e+00,-1.703892e+00,9.875215e-01,1.000000e+00
8.721805e-01,-1.731018e+00,-1.670370e+00,9.875215e-01,1.000000e+00
8.746867e-01,-1.596984e+00,-1.635704e+00,9.875215e-01,1.000000e+00
8.771930e-01,-1.525932e+00,-1.599884e+00,9.875215e-01,1.000000e+00
8.796992e-01,-1.555364e+00,-1.562877e+00,9.875215e-01,1.000000e+00
8.822055e-01,-1.526212e+00,-1.524630e+00,9.875215e-01,1.000000e+00
8.847117e-01,-1.535721e+00,-1.485082e+00,9.875215e-01,1.000000e+00
8.872181e-01,-1.462517e+00,-1.444161e+00,9.875215e-01,1.000000e+00
8.897244e-01,-1.351414e+00,-1.401800e+00,9.875215e-01,1.000000e+00
8.922306e-01,-1.316268e+00,-1.357931e+00,9.875215e-01,1.000000e+00
8.947369e-01,-1.365237e+00,-1.312480e+00,9.875215e-01,1.000000e+00
8.972431e-01,-1.431633e+00,-1.265373e+00,9.875215e-01,1.000000e+00
8.997494e-01,-1.212421e+00,-1.216518e+00,9.875215e-01,1.000000e+00
9.022557e-01,-1.149532e+00,-1.165804e+00,9.875215e-01,1.000000e+00
9.047619e-01,-1.145088e+00,-1.113097e+00,9.875215e-01,1.000000e+00
9.072682e-01,-1.003816e+00,-1.058234e+00,9.875215e-01,1.000000e+00
9.097744e-01,-1.006119e+00,-1.001036e+00,9.875215e-01,1.000000e+00
9.122807e-01,-9.565954e-01,-9.413030e-01,9.875215e-01,1.000000e+00
9.147870e-01,-9.120089e-01,-8.788347e-01,9.875215e-01,1.000000e+00
9.172933e-01,-8.320574e-01,-8.134158e-01,9.875215e-01,1.000000e+00
9.197995e-01,-7.135230e-01,-7.448240e-01,9.875215e-01,1.000000e+00
9.223058e-01,-6.274945e-01,-6.728193e-01,9.875215e-01,1.000000e+00
9.248120e-01,-6.437241e-01,-5.971434e-01,9.875215e-01,1.000000e+00
9.273183e-01,-5.248428e-01,-5.175150e-01,9.875215e-01,1.000000e+00
9.298245e-01,-4.710141e-01,-4.336378e-01,9.875215e-01,1.000000e+00
9.323308e-01,-4.312058e-01,-3.452156e-01,9.875215e-01,1.000000e+00
9.348370e-01,-2.054853e-01,-2.519669e-01,9.875215e-01,1.000000e+00
9.373434e-01,-2.026866e-01,-1.536388e-01,9.875215e-01,1.000000e+00
9.398497e-01,-9.019223e-02,-5.005550e-02,9.875215e-01,1.000000e+00
9.423559e-01,3.607219e-02,5.889004e-02,9.875215e-01,1.000000e+00
9.448622e-01,1.356729e-01,1.731802e-01,9.875215e-01,1.000000e+00
9.473684e-01,2.925072e-01,2.926328e-01,9.875215e-01,1.000000e+00
9.498747e-01,4.628197e-01,4.168434e-01,9.875215e-01,1.000000e+00
9.523810e-01,5.437756e-01,5.451502e-01,9.875215e-01,1.000000e+00
9.548872e-01,7.660530e-01,6.765764e-01,9.875215e-01,1.000000e+00
9.573935e-01,7.992083e-01,8.098240e-01,9.875215e-01,1.000000e+00
9.598997e-01,9.588004e-01,9.432728e-01,9.875215e-01,1.000000e+00
9.624060e-01,1.128365e+00,1.075056e+00,9.875215e-01,1.000000e+00
9.649123e-01,1.264616e+00,1.203113e+00,9.875215e-01,1.000000e+00
9.674186e-01,1.383627e+00,1.325363e+00,9.875215e-01,1.000000e+00
9.699248e-01,1.421800e+00,1.439853e+00,9.875215e-01,1.000000e+00
9.724311e-01,1.541826e+00,1.544891e+00,9.875215e-01,1.000000e+00
9.749373e-01,1.677206e+00,1.639210e+00,9.875215e-01,1.000000e+00
9.774436e-01,1.739421e+00,1.722021e+00,9.875215e-01,1.000000e+00
9.799498e-01,1.815814e+00,1.793039e+00,9.875215e-01,1.000000e+00
9.824561e-01,1.853051e+00,1.852427e+00,9.875215e-01,1.000000e+00
9.849623e-01,1.870723e+00,1.900717e+00,9.875215e-01,1.000000e+00
9.874687e-01,2.001002e+00,1.938694e+00,9.875215e-01,1.000000e+00
9.899750e-01,1.992657e+00,1.967292e+00,9.875215e-01,1.000000e+00
9.924812e-01,2.041533e+00,1.987509e+00,9.875215e-01,1.000000e+00
9.949875e-01,1.959691e+00,2.000337e+00,9.875215e-01,1.000000e+00
9.974937e-01,2.052196e+00,2.006723e+00,9.875215e-01,1.000000e+00
1.000000e+00,2.087023e+00,2.007541e+00,9.875215e-01,1.000000e+00
