epoch,loss,loss/beta,loss/data,loss/ic,loss/res,lr,step
178,0.02712179534137249,0.049696359783411026,0.011479895561933517,5.2370935009093955e-05,0.015589537099003792,,7875
,,,,,,0.0005,7876
179,0.02627129666507244,0.04968417435884476,0.010656246915459633,5.65437221666798e-05,0.01555850263684988,,7919
,,,,,,0.0005,7920
180,0.042043108493089676,0.04968666657805443,0.009791456162929535,4.1113838960882276e-05,0.03221053630113602,,7963
,,,,,,0.0005,7964
181,0.0518704317510128,0.04975883662700653,0.00984704028815031,4.004092625109479e-05,0.04198335483670235,,8007
,,,,,,0.0005,8008
182,0.05174024775624275,0.049760766327381134,0.010360326617956161,4.038161569042131e-05,0.04133953899145126,,8051
,,,,,,0.0005,8052
183,0.035639796406030655,0.049873534590005875,0.010146143846213818,4.454843292478472e-05,0.025449110195040703,,8095
,,,,,,0.0005,8096
184,0.05255836993455887,0.04985323175787926,0.009705275297164917,4.2654748540371656e-05,0.04281042888760567,,8139
,,,,,,0.0005,8140
185,0.04578757286071777,0.04985819011926651,0.010188724845647812,4.0307761082658544e-05,0.035558536648750305,,8183
,,,,,,0.0005,8184
186,0.04374166205525398,0.049878038465976715,0.010245031677186489,4.110515146749094e-05,0.03345552459359169,,8227
,,,,,,0.0005,8228
187,0.04392156004905701,0.04985356703400612,0.010542895644903183,3.913597174687311e-05,0.03333953022956848,,8271
,,,,,,0.0005,8272
188,0.043161921203136444,0.04989248886704445,0.010732048191130161,3.9992108213482425e-05,0.03238987922668457,,8315
,,,,,,0.0005,8316
189,0.04304363578557968,0.04991387203335762,0.010779711417853832,4.0197181078838184e-05,0.03222373500466347,,8359
,,,,,,0.0005,8360
190,0.042930904775857925,0.04987892881035805,0.011030444875359535,3.842862861347385e-05,0.031862035393714905,,8403
,,,,,,0.0005,8404
191,0.04212429001927376,0.049923770129680634,0.011164984665811062,3.9159534935606644e-05,0.030920153483748436,,8447
,,,,,,0.0005,8448
192,0.04208057001233101,0.049945469945669174,0.011126909404993057,3.934535925509408e-05,0.030914319679141045,,8491
,,,,,,0.0005,8492
193,0.04236526042222977,0.04989280179142952,0.011461116373538971,3.7689998862333596e-05,0.030866442248225212,,8535
