epoch,loss,loss/alpha,loss/bc_left,loss/bc_right,loss/data,loss/ic,loss/pde_residual,loss/smma,lr,step
,,,,,,,,,0.0009992015742794334,33750
27,0.0012812273344025016,1.440703044863767e-06,0.00013967687846161425,0.00015043452731333673,0.000706485821865499,0.00018837174866348505,9.625862003304064e-05,,,34999
,,,,,,,,,0.0009991413536632788,35000
28,0.0012657748302444816,1.5385786582555738e-06,0.00012600421905517578,0.00013191250036470592,0.0007081407238729298,0.0001967797870747745,0.00010293792729498819,,,36249
,,,,,,,,,0.0009990789457621913,36250
29,0.0012412687065079808,1.5008828313511913e-06,0.00013361590390559286,0.00013902845967095345,0.0006871934747323394,0.00017874105833470821,0.00010268978076055646,,,37499
,,,,,,,,,0.0009990143508499221,37500
30,0.0012108255177736282,1.4608090168621857e-06,0.00012252762098796666,0.0001293478417210281,0.0006938609876669943,0.00017236400162801147,9.27244545891881e-05,,,38749
,,,,,,,,,0.000998947569209816,38750
31,0.0012788958847522736,1.5374446320493007e-06,0.00012754531053360552,0.00012751137546729296,0.0007155344937928021,0.0002029440220212564,0.0001053611485986039,,,39999
,,,,,,,,,0.0009988786011348103,40000
32,0.0011664734920486808,1.3745498108619358e-06,0.00011716484004864469,0.00012161133054178208,0.0006700779194943607,0.00016659480752423406,9.102519834414124e-05,,,41249
,,,,,,,,,0.0009988074469274323,41250
33,0.001184592954814434,1.2875945003543166e-06,0.00011577528493944556,0.00011947906023124233,0.0006804140284657478,0.00017545337323099375,9.347064042231068e-05,,,42499
,,,,,,,,,0.0009987341068997996,42500
34,0.0012007387122139335,1.3366933444558526e-06,0.0001238467521034181,0.00013150446466170251,0.0006877502310089767,0.0001667743781581521,9.086239879252389e-05,,,43749
,,,,,,,,,0.0009986585813736171,43750
35,0.001173828262835741,1.4548855915563763e-06,0.00011239255400141701,0.00011452907347120345,0.0006790312472730875,0.00017404193931724876,9.38329249038361e-05,,,44999
,,,,,,,,,0.000998580870680177,45000
36,0.0011358638294041157,1.3058082686256967e-06,0.0001047763362294063,0.00010710563947213814,0.0006703358958475292,0.00015872957010287791,9.491616219747812e-05,,,46249
,,,,,,,,,0.0009985009751603564,46250
37,0.0011227180948480964,1.2683253771683667e-06,9.981666516978294e-05,0.00010271384962834418,0.0006734956987202168,0.00015503863687627017,9.165400842903182e-05,,,47499
,,,,,,,,,0.0009984188951646157,47500
38,0.0011190121294930577,1.302403461522772e-06,9.630245040170848e-05,0.00010232596105197445,0.0006689748843200505,0.00015647556574549526,9.493332618148997e-05,,,48749
,,,,,,,,,0.0009983346310529983,48750
39,0.0011060446267947555,1.2721695838990854e-06,9.747978765517473e-05,0.0001001586570055224,0.0006689827423542738,0.00015035898832138628,8.906369475880638e-05,,,49999
,,,,,,,,,0.0009982481831951279,50000
40,0.0010837598238140345,1.24507323562284e-06,9.569283429300413e-05,0.00010088284034281969,0.000657168566249311,0.00014618640125263482,8.382979285670444e-05,,,51249
,,,,,,,,,0.0009981595519702067,51250
41,0.0011049476452171803,1.193957359646447e-06,9.487876377534121e-05,9.885980398394167e-05,0.0006692087044939399,0.00015559702296741307,8.640328451292589e-05,,,52499
,,,,,,,,,0.000998068737767015,52500
42,0.0011357993353158236,1.3787216630589683e-06,0.00010291093349223956,0.00010836940055014566,0.0006713704788126051,0.0001615768123883754,9.157203749055043e-05,,,53749
,,,,,,,,,0.000997975740983908,53750
43,0.0010941904038190842,1.2114865057810675e-06,0.00010042413487099111,0.00010635033686412498,0.0006597418687306345,0.00014171918155625463,8.595582039561123e-05,,,54999
,,,,,,,,,0.0009978805620288157,55000
44,0.0010901037603616714,1.2735034715660731e-06,9.305113781010732e-05,9.781458356883377e-05,0.0006628824630752206,0.0001483108353568241,8.804597746348009e-05,,,56249
,,,,,,,,,0.0009977832013192388,56250
45,0.0010588355362415314,1.1908039141417248e-06,8.933673234423622e-05,9.413601219421253e-05,0.0006580701447091997,0.0001333777472609654,8.391412848141044e-05,,,57499
,,,,,,,,,0.0009976836592822493,57500
46,0.0010775725822895765,1.2345991535767098e-06,9.293085167882964e-05,9.89672407740727e-05,0.0006599164335057139,0.00013956036127638072,8.619807340437546e-05,,,58749
,,,,,,,,,0.0009975819363544874,58750
47,0.0010464806109666824,1.2200630408187862e-06,9.071176464203745e-05,9.608608525013551e-05,0.0006489319493994117,0.0001293540990445763,8.139529381878674e-05,,,59999
,,,,,,,,,0.0009974780329821597,60000
48,0.0011856792261824012,1.2960024378116941e-06,0.00010255575034534559,0.00010696009121602401,0.0007030396373011172,0.00017416573246009648,9.895717812469229e-05,,,61249
,,,,,,,,,0.000997371949621037,61250
49,0.0010660592233762145,1.303146746067796e-06,9.346504521090537e-05,0.00010069743439089507,0.0006510397652164102,0.00013639485405292362,8.446325227851048e-05,,,62499
,,,,,,,,,0.0009972636867364528,62500
50,0.001116939471103251,1.181626657853485e-06,9.22725084819831e-05,9.921323362505063e-05,0.0006725621642544866,0.00015829862968530506,9.459279681323096e-05,,,63749
,,,,,,,,,0.0009971532448033013,63750
51,0.0010628431336954236,1.1497254490677733e-06,9.278573998017237e-05,0.00010001321061281487,0.0006534558488056064,0.00013233737263362855,8.424977568211034e-05,,,64999
,,,,,,,,,0.0009970406243060346,65000
52,0.001062942435964942,1.1649104862954118e-06,9.029560897033662e-05,9.759137174114585e-05,0.0006564808427356184,0.00013416929868981242,8.440454985247925e-05,0.003918492700904608,,66249
,,,,,,,,,0.0009969258257386615,66250
53,0.0010482418583706021,1.1885836102010217e-06,8.647812501294538e-05,9.247039270121604e-05,0.0006523837801069021,0.0001310365623794496,8.587240881752223e-05,0.003861087840050459,,67499
,,,,,,,,,0.0009968088496047445,67500
54,0.0010599454399198294,1.164070340564649e-06,8.869904559105635e-05,9.708146535558626e-05,0.0006592828431166708,0.0001294287503696978,8.545160380890593e-05,0.0038050650618970394,,68749
,,,,,,,,,0.0009966896964173982,68750
55,0.0010318614076822996,1.2112739113945281e-06,8.362945663975552e-05,8.94226468517445e-05,0.0006459498545154929,0.00012722738028969616,8.563207666156814e-05,0.0037496008444577456,,69999
,,,,,,,,,0.000996568366699287,70000
56,0.0010245185112580657,1.111103301809635e-06,8.075874211499467e-05,8.744865044718608e-05,0.0006465617916546762,0.00012447164044715464,8.527781756129116e-05,0.003695099148899317,,71249
,,,,,,,,,0.000996444860982622,71250
57,0.0010429235408082604,1.159657017524296e-06,8.231636456912383e-05,9.003510785987601e-05,0.0006518113659694791,0.0001308130013057962,8.79480576259084e-05,0.003642055671662092,,72499
,,,,,,,,,0.0009963191798091603,72500
58,0.0010306178592145443,1.134888293563563e-06,8.210911619244143e-05,8.884283306542784e-05,0.0006502841715700924,0.00012385024456307292,8.553166117053479e-05,0.0035898268688470125,,73749
,,,,,,,,,0.0009961913237302002,73750
59,0.0010236791567876935,1.1027871096302988e-06,7.81715425546281e-05,8.507059828843921e-05,0.0006510750972665846,0.00012201130448374897,8.734978473512456e-05,0.00353850401006639,,74999
,,,,,,,,,0.0009960612933065818,75000
60,0.0010177918011322618,1.158667487288767e-06,7.8162869613152e-05,8.607526251580566e-05,0.0006500557065010071,0.00011793890007538721,8.555951353628188e-05,0.003488089656457305,,76249
,,,,,,,,,0.0009959290891086818,76250
61,0.0010164796840399504,1.1484780770842917e-06,7.939278293633834e-05,8.824024553177878e-05,0.0006477234419435263,0.00011472254118416458,8.64006215124391e-05,0.0034386576153337955,,77499
,,,,,,,,,0.0009957947117164125,77500
62,0.0010050805285573006,1.1473366612335667e-06,7.606813596794382e-05,8.412945317104459e-05,0.0006445677718147635,0.00011438486399129033,8.593060192652047e-05,0.0033899859990924597,,78749
,,,,,,,,,0.0009956581617192187,78750
63,0.0010062652872875333,1.1478487067506649e-06,7.400697359116748e-05,8.232230175053701e-05,0.0006466801860369742,0.00011541767162270844,8.783845987636596e-05,0.0033423115964978933,,79999
,,,,,,,,,0.0009955194397160759,80000
64,0.0009924836922436953,1.0912369816651335e-06,7.304146856768057e-05,8.12033613328822e-05,0.0006436981493607163,0.00010934175224974751,8.519867697032169e-05,0.0032953149639070034,,81249
,,,,,,,,,0.0009953785463154862,81250
65,0.0010052890283986926,1.1560072152860812e-06,7.097029447322711e-05,7.709147757850587e-05,0.0006513847620226443,0.00011507880844874308,9.076274727704003e-05,0.003249514615163207,,82499
,,,,,,,,,0.0009952354821354775,82500
66,0.0009865574538707733,1.1340823675709544e-06,7.180967804742977e-05,7.907976396381855e-05,0.0006453200476244092,0.0001053927990142256,8.495574002154171e-05,0.0032042553648352623,,83749
,,,,,,,,,0.0009950902478035992,83750
67,0.0009905461920425296,1.1154228332088678e-06,7.369206286966801e-05,8.289913967018947e-05,0.0006425086176022887,0.00010531011503189802,8.613666432211176e-05,0.003159981220960617,,84999
,,,,,,,,,0.0009949428439569197,85000
68,0.000985199585556984,1.1597063576118671e-06,6.968618981773034e-05,7.581333193229511e-05,0.0006424807361327112,0.00010781554010463879,8.940374391386285e-05,0.0031164856627583504,,86249
,,,,,,,,,0.0009947932712420246,86250
69,0.0009826706955209374,1.129110046349524e-06,7.377091969829053e-05,7.976301276357844e-05,0.0006333263590931892,0.00010731865040725097,8.849151345202699e-05,0.003073809202760458,,87499
,,,,,,,,,0.0009946415303150131,87500
70,0.0010031887795776129,1.1124756156277726e-06,7.87719473009929e-05,8.380667713936418e-05,0.0006434181705117226,0.00010552608000580221,9.166490053758025e-05,0.0030323967803269625,,88749
,,,,,,,,,0.000994487621841495,88750
71,0.000984062673524022,1.1188167263753712e-06,7.18104129191488e-05,7.830832328181714e-05,0.0006405370659194887,0.00010468855907674879,8.871898171491921e-05,0.002991430228576064,,89999
,,,,,,,,,0.0009943315464965884,90000
72,0.0009886735351756215,1.10548603515781e-06,7.012660353211686e-05,7.735909457551315e-05,0.0006466756458394229,0.0001039685812429525,9.05440901988186e-05,0.002951374975964427,,91249
,,,,,,,,,0.000994173304964916,91250
73,0.0009709149599075317,1.0791261502163252e-06,6.90759188728407e-05,7.725890463916585e-05,0.0006392755312845111,9.925842459779233e-05,8.604628237662837e-05,0.0029117658268660307,,92499
,,,,,,,,,0.0009940128979406026,92500
74,0.0009775491198524833,1.1167880984430667e-06,7.08179286448285e-05,7.91894635767676e-05,0.0006339653045870364,0.00010234731598757207,9.122892515733838e-05,0.0028730814810842276,,93749
,,,,,,,,,0.0009938503261272718,93750
75,0.0009749367018230259,1.1016367125193938e-06,6.996110460022464e-05,7.590997847728431e-05,0.0006370627670548856,0.00010305893374606967,8.894425263861194e-05,0.0028351186774671078,,94999
,,,,,,,,,0.0009936855902380431,95000
76,0.0009813511278480291,1.102472992897674e-06,7.209816249087453e-05,7.835590076865628e-05,0.0006405507447198033,0.00010109838331118226,8.924870780901983e-05,0.002798043191432953,,96249
,,,,,,,,,0.0009935186909955287,96250
77,0.0009784039575606585,1.1309512046864256e-06,6.888926873216406e-05,7.658431422896683e-05,0.0006397225661203265,0.00010326653864467517,8.994134987005964e-05,0.002761650364845991,,97499
,,,,,,,,,0.0009933496291318303,97500
78,0.0009639987256377935,1.0870290907405433e-06,6.591772398678586e-05,7.31779946363531e-05,0.0006360040861181915,9.928039798978716e-05,8.961925777839497e-05,0.0027256973553448915,,98749
,,,,,,,,,0.0009931784053885363,98750
79,0.0009644418023526669,1.0803511258927756e-06,6.857414700789377e-05,7.611090404679999e-05,0.0006347410962916911,9.744848648551852e-05,8.75673649716191e-05,0.0026904724072664976,,99999
,,,,,,,,,0.0009930050205167176,100000
80,0.0009698672220110893,1.0891059218920418e-06,6.807725003454834e-05,7.521954830735922e-05,0.0006362868589349091,0.00010030421253759414,8.997947588795796e-05,0.0026560602709650993,,101249
,,,,,,,,,0.000992829475276925,101250
81,0.0009621267090551555,1.0745479812612757e-06,6.609632691834122e-05,7.352688407991081e-05,0.0006349197938106954,9.784611756913364e-05,8.973766671260819e-05,0.002622181549668312,,102499
,,,,,,,,,0.0009926517704391857,102500
82,0.0009697592468000948,1.1210752290935488e-06,6.862257578177378e-05,7.783027831465006e-05,0.0006332353805191815,9.734019113238901e-05,9.273152681998909e-05,0.0025891331024467945,,103749
,,,,,,,,,0.0009924719067830002,103750
83,0.0009730994352139533,1.1432815654188744e-06,6.83048929204233e-05,7.467316754627973e-05,0.0006389719201251864,0.00010081681102747098,9.033165406435728e-05,0.002556812483817339,,104999
,,,,,,,,,0.0009922898850973387,105000
84,0.0009496830170974135,1.069609311343811e-06,6.139805191196501e-05,6.888372445246205e-05,0.0006330407341010869,9.567832603352144e-05,9.06825516722165e-05,0.002524669747799635,,106249
,,,,,,,,,0.0009921057061806368,106250
85,0.000950111891143024,1.1393989325370057e-06,6.141950143501163e-05,6.818914698669687e-05,0.0006314080092124641,9.529401722829789e-05,9.380078699905425e-05,0.002493178704753518,,107499
,,,,,,,,,0.000991919370840794,107500
86,0.0009560127509757876,1.0837165973498486e-06,6.504772318294272e-05,7.178873784141615e-05,0.0006360625848174095,9.250400034943596e-05,9.06089844647795e-05,0.002462435280904174,,108749
,,,,,,,,,0.000991730879895168,108750
87,0.000951239955611527,1.0712617495300947e-06,6.203594239195809e-05,6.946015491848812e-05,0.000630469003226608,9.671968291513622e-05,9.255478653358296e-05,0.002432211535051465,,109999
,,,,,,,,,0.000991540234170572,110000
88,0.0009529436356388032,1.1165108162458637e-06,6.232308078324422e-05,6.972317351028323e-05,0.0006325396825559437,9.438586130272597e-05,9.39725068747066e-05,0.002402626210823655,,111249
,,,,,,,,,0.0009913474345032717,111250
89,0.0009386297315359116,1.0275667818859802e-06,5.9439174947328866e-05,6.694001785945147e-05,0.000628589594271034,9.206624235957861e-05,9.159460023511201e-05,0.0023733461275696754,,112499
,,,,,,,,,0.0009911524817389809,112500
90,0.0009431819198653102,1.076357420970453e-06,6.225551624083892e-05,6.917270366102457e-05,0.0006286473944783211,9.015166142489761e-05,9.295476775150746e-05,0.0023447428829967976,,113749
,,,,,,,,,0.0009909553767328575,113750
91,0.0009296785574406385,1.0808803381223697e-06,5.6720131397014484e-05,6.274059705901891e-05,0.0006287784199230373,8.966665336629376e-05,9.177355241263285e-05,0.0023164416197687387,,114999
,,,,,,,,,0.0009907561203495007,115000
92,0.0009235080797225237,1.0933879366348265e-06,5.729468466597609e-05,6.317356746876612e-05,0.0006215282483026385,8.822052768664435e-05,9.329109161626548e-05,0.002288582967594266,,116249
,,,,,,,,,0.0009905547134629463,116250
93,0.0009246053523384035,1.0843722293429892e-06,5.814364703837782e-05,6.399247649824247e-05,0.0006209294078871608,8.805836841929704e-05,9.348092862637714e-05,0.0022613033652305603,,117499
,,,,,,,,,0.0009903511569566636,117500
94,0.0009311427129432559,1.0862880799322738e-06,5.688849705620669e-05,6.37896082480438e-05,0.0006267294520512223,9.165469964500517e-05,9.208144183503464e-05,0.002234700135886669,,118749
,,,,,,,,,0.000990145451723551,118750
95,0.0009325992432422936,1.0942425205939799e-06,5.756105019827373e-05,6.398435652954504e-05,0.0006274782936088741,8.895179780665785e-05,9.462447633268312e-05,0.0022086582612246275,,119999
,,,,,,,,,0.0009899375986659321,120000
96,0.0009266796987503767,1.1171489404659951e-06,5.7636050769360736e-05,6.330275209620595e-05,0.000627238187007606,8.519450784660876e-05,9.330883767688647e-05,0.002183018485084176,,121249
,,,,,,,,,0.0009897275986955525,121250
97,0.0009283817489631474,1.0295641459379112e-06,5.686263466486707e-05,6.199147901497781e-05,0.0006245961994864047,9.019422577694058e-05,9.473698446527123e-05,0.0021579258609563112,,122499
,,,,,,,,,0.0009895154527335744,122500
98,0.0009271442540921271,1.09534425973834e-06,5.68565956200473e-05,6.205172394402325e-05,0.0006261061644181609,8.717208402231336e-05,9.495780250290409e-05,0.002133310306817293,,123749
,,,,,,,,,0.0009893011617105741,123750
99,0.0009084331686608493,1.0607108151816647e-06,5.269546090858057e-05,5.698173481505364e-05,0.0006190082058310509,8.685830107424408e-05,9.28883528104052e-05,0.002108812564983964,,124999
,,,,,,,,,0.0009890847265665366,125000
100,0.0009260101360268891,1.031965894071618e-06,5.421664172899909e-05,5.862208126927726e-05,0.0006255006301216781,9.24718042369932e-05,9.519928426016122e-05,0.002085156738758087,,126249
,,,,,,,,,0.0009888661482508525,126250
101,0.0009159819455817342,1.1053946309402818e-06,5.441351459012367e-05,5.9221940318821e-05,0.0006221344810910523,8.588381751906127e-05,9.432838123757392e-05,0.0020617730915546417,,127499
,,,,,,,,,0.0009886454277223133,127500
102,0.0009297279175370932,1.1042088772228453e-06,5.616957423626445e-05,6.174576992634684e-05,0.0006268323631957173,8.657962462166324e-05,9.839943231781945e-05,0.002039132174104452,,128749
,,,,,,,,,0.000988422565949107,128750
103,0.00093068991554901,1.0613407539494801e-06,5.595797847490758e-05,6.332768680294976e-05,0.0006291252793744206,8.619551954325289e-05,9.608316759113222e-05,0.0020169634371995926,,129999
,,,,,,,,,0.0009881975639088147,130000
104,0.0009109219536185265,1.088910607904836e-06,5.173629688215442e-05,5.581909863394685e-05,0.0006237076013348997,8.501720731146634e-05,9.464105096412823e-05,0.0019948426634073257,,131249
,,,,,,,,,0.000987970422588405,131250
105,0.000916103832423687,1.0458960559844854e-06,5.3106577979633585e-05,5.671360486303456e-05,0.0006233305321075022,8.675751450937241e-05,9.61951955105178e-05,0.0019732678774744272,,132499
,,,,,,,,,0.000987741142984231,132500
106,0.0009189479751512408,1.0756886013041367e-06,5.306883394951001e-05,5.917109956499189e-05,0.0006267355638556182,8.509486360708252e-05,9.487775241723284e-05,0.0019521813374012709,,133749
,,,,,,,,,0.0009875097261020256,133750
107,0.0009056573617272079,1.0659409781510476e-06,5.034476998844184e-05,5.478118691826239e-05,0.0006211186992004514,8.400146180065349e-05,9.541110193822533e-05,0.0019312509102746844,,134999
,,,,,,,,,0.000987276172956896,135000
108,0.0009129528189077973,1.0320993624191033e-06,5.26638759765774e-05,5.719015098293312e-05,0.0006195919122546911,8.761521894484758e-05,9.589092223905027e-05,0.0019108849810436368,,136249
,,,,,,,,,0.0009870404845733207,136250
109,0.0009084162884391844,1.0671011523299967e-06,5.304751539370045e-05,5.804742613690905e-05,0.0006183855002745986,8.169435750460252e-05,9.724121628096327e-05,0.0018908355850726366,,137499
,,,,,,,,,0.0009868026619851444,137500
110,0.0009127641678787768,1.0961907719320152e-06,5.1966995670227334e-05,5.458113082568161e-05,0.0006224585813470185,8.598996646469459e-05,9.776744263945147e-05,0.001871274085715413,,138749
,,,,,,,,,0.000986562706235573,138750
111,0.00091203348711133,1.0804143357745488e-06,5.1220507884863764e-05,5.5254375183722004e-05,0.00062403833726421,8.423307008342817e-05,9.728712757350877e-05,0.0018520893063396215,,139999
,,,,,,,,,0.00098632061837717,140000
112,0.0009075389825738966,1.059702753991587e-06,5.015619899495505e-05,5.397322092903778e-05,0.0006214104942046106,8.557702676625922e-05,9.642143413657323e-05,0.0018331983592361212,,141249
,,,,,,,,,0.0009860763994718512,141250
113,0.0009084431803785264,1.0935671070910757e-06,4.954879841534421e-05,5.3112380555830896e-05,0.000622653984464705,8.467344014206901e-05,9.84545040410012e-05,0.0018147032242268324,,142499
,,,,,,,,,0.0009858300505908803,142500
114,0.0008978613186627626,1.045451540448994e-06,4.8685316869523376e-05,5.2314419008325785e-05,0.0006198611226864159,8.090648771030828e-05,9.609246626496315e-05,0.0017963664140552282,,143749
,,,,,,,,,0.0009855815728148638,143750
115,0.0009111863910220563,1.1197655567229958e-06,5.092430001241155e-05,5.4359377827495337e-05,0.0006207951228134334,8.511227497365326e-05,9.999478788813576e-05,0.0017786627868190408,,144999
,,,,,,,,,0.0009853309672337468,145000
116,0.0008994304807856679,1.0543739108470618e-06,4.8046094889286906e-05,5.073582360637374e-05,0.0006196087342686951,8.005304698599502e-05,0.00010098602797370404,0.0017610781360417604,,146249
,,,,,,,,,0.0009850782349468082,146250
117,0.0009176009334623814,1.0025619303632993e-06,5.348082777345553e-05,5.658154623233713e-05,0.0006231465958990157,8.37779080029577e-05,0.00010061461944133043,0.001744208624586463,,147499
,,,,,,,,,0.0009848233770626553,147500
118,0.0009123256895691156,1.0954024673992535e-06,5.087429963168688e-05,5.450685785035603e-05,0.0006233042222447693,8.323611109517515e-05,0.00010040384222520515,0.001727570896036923,,148749
,,,,,,,,,0.0009845663946992196,148750
119,0.0009160857880488038,1.0646028840710642e-06,4.963218088960275e-05,5.3150397434365004e-05,0.0006257165223360062,8.523370343027636e-05,0.00010235327499685809,0.0017113412031903863,,149999
,,,,,,,,,0.0009843072889837514,150000
120,0.0009165897499769926,1.0894009392359294e-06,5.042177508585155e-05,5.336437243386172e-05,0.0006248443387448788,8.465448627248406e-05,0.00010330446093576029,0.001695446204394102,,151249
,,,,,,,,,0.0009840460610528153,151250
121,0.0009086787467822433,1.0910024457189138e-06,4.943125168210827e-05,5.2163450163789093e-05,0.0006222462398000062,8.103726577246562e-05,0.0001038006303133443,0.0016797108110040426,,152499
,,,,,,,,,0.0009837827120522844,152500
122,0.0009065229678526521,1.1020716783605167e-06,4.808788435184397e-05,5.163945024833083e-05,0.0006224912358447909,8.368019189219922e-05,0.00010062380897579715,0.0016642471309751272,,153749
,,,,,,,,,0.0009835172431373366,153750
123,0.0009077996946871281,1.0913935284406762e-06,4.8592828534310684e-05,5.1073475333396345e-05,0.0006224596290849149,8.293286373373121e-05,0.00010274098895024508,0.0016491181449964643,,154999
,,,,,,,,,0.0009832496554724483,155000
124,0.0009079057490453124,1.1152337719977368e-06,4.881223867414519e-05,5.112884537084028e-05,0.0006205628160387278,8.425019041169435e-05,0.00010315153485862538,0.0016342939343303442,,156249
,,,,,,,,,0.0009829799502313898,156250
125,0.0009104275959543884,1.114447172767541e-06,4.963628089171834e-05,5.276821320876479e-05,0.0006227479898370802,8.359442290384322e-05,0.0001016808018903248,0.0016198165249079466,,157499
,,,,,,,,,0.0009827081285972207,157500
126,0.0009080235613510013,1.1056090443162248e-06,4.988404180039652e-05,5.2574770961655304e-05,0.0006195888272486627,8.317971514770761e-05,0.00010279584239469841,0.0016055806772783399,,158749
,,,,,,,,,0.000982434191762283,158750
127,0.0009171703131869435,1.1040395975214778e-06,5.073038846603595e-05,5.3776635468238965e-05,0.0006247048731893301,8.522904681740329e-05,0.00010272901272401214,0.001591812469996512,,159999
,,,,,,,,,0.0009821581409281983,160000
