epoch,loss,loss/alpha,loss/bc_left,loss/bc_right,loss/data,loss/ic,loss/pde_residual,lr,step
17,0.0023997186217457056,2.083837216559914e-06,0.0004420590994413942,0.0004978500655852258,0.0008532766369171441,0.00044111956958658993,0.00016541319200769067,,22499
,,,,,,,,0.001,22500
18,0.0020423289388418198,1.9621095361799235e-06,0.0003465271438471973,0.00036615505814552307,0.0007913592853583395,0.0003813786606770009,0.00015690935833845288,,23749
,,,,,,,,0.001,23750
19,0.0019583706744015217,1.7011408317557652e-06,0.00033780280500650406,0.00035382085479795933,0.0007615487556904554,0.0003684868279378861,0.0001367130462313071,,24999
,,,,,,,,0.001,25000
20,0.0020255555864423513,2.2568592612515204e-06,0.00034735826193355024,0.0003447021881584078,0.0007882992504164577,0.00039127832860685885,0.00015391639317385852,,26249
,,,,,,,,0.001,26250
21,0.001845737686380744,2.2363544758263743e-06,0.0003122038615401834,0.0003166783426422626,0.0007444124203175306,0.00033100746804848313,0.00014143410953693092,,27499
,,,,,,,,0.001,27500
22,0.0020865362603217363,1.8228217868454522e-06,0.000333354837493971,0.00033804328995756805,0.0008082292624749243,0.0004493855813052505,0.00015752343460917473,,28749
,,,,,,,,0.001,28750
23,0.0015860141720622778,1.7025151919369819e-06,0.00024095611297525465,0.0002469561295583844,0.0006924756453372538,0.00028177592321299016,0.00012384912406560034,,29999
,,,,,,,,0.001,30000
24,0.0016870469553396106,1.9974129372712923e-06,0.00025599668151699007,0.00025091308634728193,0.0007437734748236835,0.00029995691147632897,0.00013640573888551444,,31249
,,,,,,,,0.001,31250
25,0.0017796676838770509,2.349001761103864e-06,0.00028262604610063136,0.0002797922643367201,0.0007633253699168563,0.0003246347769163549,0.0001292893139179796,,32499
,,,,,,,,0.001,32500
26,0.0015279734507203102,1.9255717234045733e-06,0.00022004962374921888,0.00022448431991506368,0.0007174280472099781,0.00025633335462771356,0.00010967818525386974,,33749
,,,,,,,,0.001,33750
27,0.0015304541448131204,1.9167141545040067e-06,0.00022756060934625566,0.00023066172434482723,0.0007066094549372792,0.00024370460596401244,0.00012191670975880697,,34999
,,,,,,,,0.001,35000
28,0.0015651910798624158,1.6858966773725115e-06,0.00022812740644440055,0.00023821493959985673,0.0006992258713580668,0.0002747105900198221,0.00012491142842918634,,36249
,,,,,,,,0.001,36250
29,0.0015318556688725948,1.9263993635831866e-06,0.00021655589807778597,0.00021541443129535764,0.0007231830968521535,0.0002549167547840625,0.00012178588076494634,,37499
,,,,,,,,0.001,37500
30,0.0015568878734484315,1.7697078646961018e-06,0.00022224109852686524,0.0002217299770563841,0.0007115913322195411,0.00028408123762346804,0.00011724320938810706,,38749
,,,,,,,,0.001,38750
31,0.0014698138693347573,1.6152442867678474e-06,0.00021072187519166619,0.00021942787861917168,0.0006942834588699043,0.00023630440409760922,0.00010907625983236358,,39999
,,,,,,,,0.001,40000
32,0.0013502254150807858,1.8993172261616564e-06,0.00017016258789226413,0.00017547041352372617,0.0006758520030416548,0.00022247291053645313,0.00010626910079736263,,41249
,,,,,,,,0.001,41250
33,0.0012713023461401463,1.91447406905354e-06,0.00016041030175983906,0.00016600640083197504,0.0006500132149085402,0.00019805914780590683,9.681326628196985e-05,,42499
,,,,,,,,0.001,42500
34,0.0013039318146184087,1.475132421546732e-06,0.0001676256797509268,0.00017014936020132154,0.0006504557095468044,0.00021209409169387072,0.00010360719170421362,,43749
,,,,,,,,0.001,43750
35,0.001417250488884747,1.616413669580652e-06,0.00019351010269019753,0.00020051724277436733,0.0006756242946721613,0.0002360321523156017,0.00011156703112646937,,44999
,,,,,,,,0.001,45000
36,0.0012657844927161932,1.771416009432869e-06,0.00015661591896787286,0.00015853994409553707,0.0006419619312509894,0.00020762343774549663,0.0001010440246318467,,46249
,,,,,,,,0.001,46250
37,0.0014757589669898152,1.983530182769755e-06,0.00018485705368220806,0.00018341088434681296,0.0007124498370103538,0.0002817369531840086,0.00011330452980473638,,47499
,,,,,,,,0.001,47500
38,0.0013106386177241802,2.2182634893397335e-06,0.000164459299412556,0.0001712097873678431,0.0006608149269595742,0.00021839029795955867,9.576431330060586e-05,,48749
,,,,,,,,0.001,48750
39,0.0014373379526659846,1.7812066062106169e-06,0.00017510137695353478,0.00018197824829258025,0.0007006796658970416,0.00027114793192595243,0.00010843068594112992,,49999
,,,,,,,,0.001,50000
40,0.001260348130017519,1.5807855788807501e-06,0.000157749600475654,0.00016506199608556926,0.0006482212338596582,0.00019488410907797515,9.4430914032273e-05,,51249
,,,,,,,,0.001,51250
41,0.0013413697015494108,1.772719201653672e-06,0.0001826764491852373,0.00017967799794860184,0.0006591891287826002,0.00021624224609695375,0.00010358252620790154,,52499
,,,,,,,,0.001,52500
42,0.0012071796227246523,1.7431378864785074e-06,0.0001399912580382079,0.0001476044999435544,0.0006305600982159376,0.00018948847719002515,9.953603148460388e-05,,53749
,,,,,,,,0.001,53750
43,0.0012980084866285324,1.6106547491290257e-06,0.0001568801235407591,0.0001629430043976754,0.0006521435570903122,0.00022262775746639818,0.00010341344022890553,,54999
,,,,,,,,0.001,55000
44,0.0012373547069728374,1.6197236618609168e-06,0.00014525922597385943,0.00015270471340045333,0.0006459163269028068,0.00019491175771690905,9.856199903879315e-05,,56249
,,,,,,,,0.001,56250
45,0.0012501903111115098,1.6869133787622559e-06,0.00015692129090894014,0.00015495694242417812,0.0006527973455376923,0.00019175071793142706,9.376388334203511e-05,,57499
,,,,,,,,0.001,57500
46,0.001179152401164174,1.8106072730006417e-06,0.00014198179997038096,0.0001495419564889744,0.0006264914409257472,0.0001722596789477393,8.887779404176399e-05,,58749
,,,,,,,,0.001,58750
47,0.0011907186126336455,1.9211358903703513e-06,0.00013548773131333292,0.00014199814177118242,0.0006245588883757591,0.00018965188064612448,9.902211604639888e-05,,59999
,,,,,,,,0.001,60000
48,0.0012160454643890262,1.9482151856209384e-06,0.00013546062109526247,0.00013910073903389275,0.0006413788651116192,0.0002005629794439301,9.954238339560106e-05,,61249
,,,,,,,,0.001,61250
49,0.0011739725014194846,1.6058195342338877e-06,0.00014449554146267474,0.00014980931882746518,0.0006177442264743149,0.00017179363931063563,9.012998634716496e-05,,62499
,,,,,,,,0.001,62500
50,0.0011304200161248446,1.3947166053185356e-06,0.00012991575931664556,0.00013474613660946488,0.0006095364806242287,0.00016687824972905219,8.934336074162275e-05,,63749
,,,,,,,,0.001,63750
51,0.0011486377334222198,1.5632219856343e-06,0.00013503200898412615,0.00014013148029334843,0.0006179515039548278,0.000168595855939202,8.692665869602934e-05,,64999
,,,,,,,,0.001,65000
52,0.0011797541519626975,1.5728171547380043e-06,0.0001473697047913447,0.00014938443200662732,0.0006334789795801044,0.00016448463429696858,8.503527351422235e-05,,66249
,,,,,,,,0.001,66250
53,0.0012258189963176847,1.5248663203237811e-06,0.00014123883738648146,0.00014894016203470528,0.0006437255651690066,0.00020079934620298445,9.111630788538605e-05,,67499
,,,,,,,,0.001,67500
54,0.0010844358475878835,1.4404513422050513e-06,0.00011574805830605328,0.00011891502072103322,0.0006100398604758084,0.00015018020349089056,8.955236262409016e-05,,68749
,,,,,,,,0.001,68750
55,0.0011792149161919951,1.4314144891613978e-06,0.00013251666678115726,0.00013590167509391904,0.0006294276681728661,0.00018772983457893133,9.36384531087242e-05,,69999
,,,,,,,,0.001,70000
56,0.0010845649521797895,1.5224024991766782e-06,0.00012097194121452048,0.00012621079804375768,0.0005979908746667206,0.0001539153599878773,8.547629113309085e-05,,71249
,,,,,,,,0.001,71250
57,0.00111612887121737,1.3785739838567679e-06,0.00012186395906610414,0.00012524251360446215,0.0006146342493593693,0.00016243998834397644,9.194802987622097e-05,,72499
,,,,,,,,0.001,72500
58,0.0011595591204240918,1.5882944808254251e-06,0.00012565270299091935,0.00013137665519025177,0.0006306200521066785,0.00017749611288309097,9.441354632144794e-05,,73749
,,,,,,,,0.001,73750
59,0.001114503713324666,1.3841614645571099e-06,0.0001317616697633639,0.00012930214870721102,0.0006189835257828236,0.0001513009483460337,8.315540617331862e-05,,74999
,,,,,,,,0.001,75000
60,0.0010888999095186591,1.5377831914520357e-06,0.00012191693531349301,0.00012327295553404838,0.0006079959566704929,0.0001518878707429394,8.382637315662578e-05,,76249
,,,,,,,,0.001,76250
61,0.001047989702783525,1.3064267250229022e-06,0.00011021590034943074,0.0001128454678109847,0.0006093111005611718,0.0001373245322611183,7.829109381418675e-05,,77499
,,,,,,,,0.001,77500
62,0.0010584513656795025,1.5271673419192666e-06,0.00011102374992333353,0.00011173379607498646,0.0006100794998928905,0.0001409062824677676,8.47088303999044e-05,,78749
,,,,,,,,0.001,78750
63,0.0011267359368503094,1.2924868997288286e-06,0.00013097769988235086,0.0001366322539979592,0.0006116719450801611,0.0001608562160981819,8.65982729010284e-05,,79999
,,,,,,,,0.001,80000
64,0.001021539676003158,1.2948404446433415e-06,0.00010643622954376042,0.00010996135824825615,0.0005899326642975211,0.00013474165461957455,8.046741277212277e-05,,81249
,,,,,,,,0.001,81250
65,0.0010439554462209344,1.4413246844924288e-06,0.00010688658949220553,0.00011141814320581034,0.0005951995844952762,0.00014529011968988925,8.516216621501371e-05,,82499
,,,,,,,,0.001,82500
66,0.0010995033662766218,1.630219799153565e-06,0.00011137331603094935,0.00011378261115169153,0.0006262687384150922,0.00015209488628897816,9.598277392797172e-05,,83749
,,,,,,,,0.001,83750
67,0.001072163344360888,1.4683872677778709e-06,0.00011280810576863587,0.00011640734737738967,0.0005985533935017884,0.00016082011279650033,8.357459591934457e-05,,84999
,,,,,,,,0.001,85000
68,0.0010660334955900908,1.346896169707179e-06,0.0001203831925522536,0.00012407269969116896,0.0006049294024705887,0.00013387225044425577,8.277608139906079e-05,,86249
,,,,,,,,0.001,86250
69,0.0010268535697832704,1.3990426168675185e-06,0.00010644246503943577,0.00010996864148182794,0.0005983766168355942,0.00013121966912876815,8.08468321338296e-05,,87499
,,,,,,,,0.001,87500
70,0.0010416297009214759,1.4018238516655401e-06,0.00010507813567528501,0.00010874126019189134,0.0006012105732224882,0.00014020617527421564,8.639418228995055e-05,,88749
,,,,,,,,0.001,88750
71,0.0009980761678889394,1.3660328477271833e-06,0.00010124282562173903,0.0001057896952261217,0.0005925038130953908,0.00011724459182005376,8.129596244543791e-05,,89999
,,,,,,,,0.001,90000
72,0.0010670690098777413,1.4119455045147333e-06,0.0001057719491655007,0.00010802153701661155,0.0006113277049735188,0.00015233291196636856,8.961362618720159e-05,,91249
,,,,,,,,0.001,91250
73,0.0009765320573933423,1.4435934190260014e-06,9.263618267141283e-05,9.721740934764966e-05,0.0005828528082929552,0.00012150416296208277,8.232155232690275e-05,,92499
,,,,,,,,0.001,92500
74,0.0010207861196249723,1.3008775567868724e-06,0.00010332194506190717,0.00010378927981946617,0.0005998258711770177,0.00013022458006162196,8.36243198136799e-05,,93749
,,,,,,,,0.001,93750
75,0.0009801958221942186,1.2845675882999785e-06,9.621312347007915e-05,9.883971506496891e-05,0.0005840494413860142,0.00011909325985470787,8.199975127354264e-05,,94999
,,,,,,,,0.001,95000
76,0.0009819900151342154,1.336541686214332e-06,9.064522600965574e-05,9.451086225453764e-05,0.0005943087162449956,0.00011827542766695842,8.424979750998318e-05,,96249
,,,,,,,,0.001,96250
77,0.0010036546736955643,1.2787901368938037e-06,0.00010099574137711897,0.00010274005035171285,0.0005931761697866023,0.00012203434744151309,8.470849570585415e-05,,97499
,,,,,,,,0.001,97500
78,0.0009962201584130526,1.3538139000957017e-06,9.328901796834543e-05,9.629896521801129e-05,0.0005894051864743233,0.0001333335821982473,8.38926644064486e-05,,98749
,,,,,,,,0.001,98750
79,0.0009958146838471293,1.3051700307187275e-06,9.818057878874242e-05,0.00010303015733370557,0.0005901102558709681,0.00011817824997706339,8.631606760900468e-05,,99999
,,,,,,,,0.001,100000
80,0.001019092509523034,1.2834077551815426e-06,9.861603757599369e-05,9.91986453300342e-05,0.0005918344832025468,0.00013226551527623087,9.717754437588155e-05,,101249
,,,,,,,,0.001,101250
81,0.0009785057045519352,1.249208139597613e-06,9.562286140862852e-05,0.00010009246761910617,0.0005829259753227234,0.00011606434418354183,8.379848441109061e-05,,102499
,,,,,,,,0.001,102500
82,0.000972843961790204,1.2561057474158588e-06,9.390762716066092e-05,9.648024570196867e-05,0.0005836709169670939,0.00011981032002950087,7.897497562225908e-05,,103749
,,,,,,,,0.001,103750
83,0.0009736681822687387,1.2250020517967641e-06,8.982289728010073e-05,9.322886762674898e-05,0.0005856460775248706,0.0001231208589160815,8.184878970496356e-05,,104999
,,,,,,,,0.001,105000
84,0.0009713080362416804,1.2946288734383415e-06,9.282292012358084e-05,9.660537034505978e-05,0.0005832466413266957,0.00011347510735504329,8.515741501469165e-05,,106249
,,,,,,,,0.001,106250
85,0.0009869481436908245,1.2733984249280184e-06,9.463003516430035e-05,9.787077578948811e-05,0.0005846407730132341,0.00012270495062693954,8.710166730452329e-05,,107499
,,,,,,,,0.001,107500
86,0.0009524490451440215,1.4111669770500157e-06,8.602069283369929e-05,8.819860522635281e-05,0.0005771768046543002,0.00011614280811045319,8.490961045026779e-05,,108749
,,,,,,,,0.001,108750
87,0.000961589626967907,1.3567736232289462e-06,9.177794709103182e-05,9.46001018746756e-05,0.0005815678741782904,0.00010947935516014695,8.416383934672922e-05,,109999
,,,,,,,,0.001,110000
88,0.0010187182342633605,1.1768545391532825e-06,0.00010203146666754037,0.00010235662193736061,0.0005985922762192786,0.0001320757728535682,8.366259862668812e-05,,111249
,,,,,,,,0.001,111250
89,0.0009829811751842499,1.2537628890640917e-06,9.147705713985488e-05,9.411540668224916e-05,0.0005864728591404855,0.00012382990098558366,8.708608947927132e-05,,112499
,,,,,,,,0.001,112500
90,0.0009625696111470461,1.2114905985072255e-06,9.055028203874826e-05,9.258269710699096e-05,0.0005790631985291839,0.0001124818081734702,8.789118874119595e-05,,113749
,,,,,,,,0.001,113750
91,0.0009750222088769078,1.201165332531673e-06,8.9549197582528e-05,9.097650035982952e-05,0.0005829815636388958,0.0001244939921889454,8.70207222760655e-05,,114999
,,,,,,,,0.001,115000
92,0.0009488760260865092,1.2498775276981178e-06,8.472178160445765e-05,8.7937900389079e-05,0.0005792782176285982,0.00011251463001826778,8.442323451163247e-05,,116249
,,,,,,,,0.001,116250
93,0.0009469069191254675,1.3263745586300502e-06,8.538702968508005e-05,8.8767810666468e-05,0.0005774855380877852,0.00011153591913171113,8.373049058718607e-05,,117499
,,,,,,,,0.001,117500
94,0.0009786790469661355,1.24431528547575e-06,8.984482701634988e-05,9.57199590629898e-05,0.0005851974710822105,0.00012094592966604978,8.696960867382586e-05,,118749
,,,,,,,,0.001,118750
95,0.000963382248301059,1.2191122777949204e-06,8.768383122514933e-05,9.082334145205095e-05,0.0005808067508041859,0.00011593555245781317,8.813267049845308e-05,,119999
,,,,,,,,0.001,120000
96,0.0009194837766699493,1.3210167253419058e-06,7.759091386105865e-05,8.141317084664479e-05,0.0005678550223819911,0.00010554806067375466,8.70776129886508e-05,,121249
,,,,,,,,0.001,121250
97,0.00095144979422912,1.2501109267759603e-06,8.993529627332464e-05,9.212723671225831e-05,0.0005792293814010918,0.00010496105824131519,8.51966833579354e-05,,122499
,,,,,,,,0.001,122500
98,0.0009346867445856333,1.1440042726462707e-06,8.343537774635479e-05,8.553394582122564e-05,0.0005738396430388093,0.00010595312051009387,8.592442463850603e-05,,123749
,,,,,,,,0.001,123750
99,0.0009551820694468915,1.2535620044218376e-06,8.644297486171126e-05,8.877585059963167e-05,0.0005801598308607936,0.00010947459668386728,9.032921661855653e-05,,124999
,,,,,,,,0.001,125000
100,0.0009412136860191822,1.259844793821685e-06,7.921192445792258e-05,8.091160998446867e-05,0.00057667848886922,0.00011510345939313993,8.930770854931325e-05,,126249
,,,,,,,,0.001,126250
101,0.0009211907163262367,1.3371274008022738e-06,8.032578625716269e-05,8.425757550867274e-05,0.0005667239311151206,0.00010199760436080396,8.788560808170587e-05,,127499
,,,,,,,,0.001,127500
102,0.000961942772846669,1.2487525964388624e-06,8.587047341279685e-05,8.89665461727418e-05,0.0005819855723530054,0.00011323753278702497,9.188382682623342e-05,,128749
,,,,,,,,0.001,128750
103,0.0009190510609187186,1.2666954489759519e-06,7.591256871819496e-05,7.834745338186622e-05,0.0005690623074769974,0.00010694568481994793,8.878265362000093e-05,,129999
,,,,,,,,0.001,130000
104,0.0009566285880282521,1.1561893416001112e-06,9.03148393263109e-05,9.386917372466996e-05,0.0005795409670099616,0.00010726005712058395,8.564388554077595e-05,,131249
,,,,,,,,0.001,131250
105,0.0009168480755761266,1.1814453273473191e-06,8.053897181525826e-05,8.35515747894533e-05,0.0005673489649780095,0.00010004137584473938,8.536718814866617e-05,,132499
,,,,,,,,0.001,132500
106,0.0009368030587211251,1.1387573977117427e-06,8.554780652048066e-05,8.452666224911809e-05,0.0005746806273236871,0.00010469100379850715,8.735646406421438e-05,,133749
,,,,,,,,0.001,133750
107,0.0009069465450011194,1.1899054470632109e-06,7.677380926907063e-05,7.963152893353254e-05,0.0005672768456861377,9.711150050861761e-05,8.615213300799951e-05,,134999
,,,,,,,,0.001,135000
108,0.0009611710556782782,1.205565581585688e-06,9.093372500501573e-05,9.319544187746942e-05,0.0005773394368588924,0.00010653981007635593,9.316173964180052e-05,,136249
,,,,,,,,0.001,136250
109,0.0009216243051923811,1.2227161505506956e-06,7.91406782809645e-05,8.236902067437768e-05,0.0005711793201044202,0.00010247328464174643,8.646255446365103e-05,,137499
,,,,,,,,0.001,137500
110,0.0009188750409521163,1.2518794392235577e-06,7.680087583139539e-05,7.795009878464043e-05,0.0005647854995913804,0.00010584399569779634,9.349504398414865e-05,,138749
,,,,,,,,0.001,138750
111,0.0009329541935585439,1.247994418918097e-06,8.249437087215483e-05,8.53372912388295e-05,0.0005724139045923948,9.978804882848635e-05,9.292105096392334e-05,,139999
,,,,,,,,0.001,140000
112,0.0009045653278008103,1.2450835811250727e-06,7.371222454821691e-05,7.465090311598033e-05,0.0005668080993928015,0.00010017029126174748,8.922408596845344e-05,,141249
,,,,,,,,0.001,141250
113,0.0009341283002868295,1.1903129006896052e-06,8.271996193798259e-05,8.577229891670868e-05,0.0005690050311386585,0.00010136916534975171,9.526045323582366e-05,,142499
,,,,,,,,0.001,142500
114,0.0009045848855748773,1.2234323776283418e-06,7.317856216104701e-05,7.672014908166602e-05,0.0005648345104418695,0.00010243003634968773,8.742148202145472e-05,,143749
,,,,,,,,0.001,143750
115,0.0008866052376106381,1.2610358908204944e-06,6.918844883330166e-05,7.076450856402516e-05,0.0005599911091849208,9.473958925809711e-05,9.19214216992259e-05,,144999
,,,,,,,,0.001,145000
116,0.000925911997910589,1.1970603281952208e-06,7.495075988117605e-05,7.669944170629606e-05,0.0005738673498854041,0.0001047525875037536,9.564216452417895e-05,,146249
,,,,,,,,0.001,146250
117,0.0009282993269152939,1.2423394082361483e-06,7.823861233191565e-05,7.929435378173366e-05,0.0005728245596401393,0.00010592862236080691,9.201232751365751e-05,,147499
,,,,,,,,0.001,147500
118,0.000983620178885758,1.2752987004205352e-06,9.701614180812612e-05,9.809176117414609e-05,0.000577601371333003,0.0001108370051952079,0.00010007352830143645,,148749
,,,,,,,,0.001,148750
119,0.0009219147614203393,1.2261123174539534e-06,7.4174371547997e-05,7.67611782066524e-05,0.0005678845918737352,0.00010513015149626881,9.79648029897362e-05,,149999
,,,,,,,,0.001,150000
120,0.0009330501779913902,1.258247607438534e-06,8.153797534760088e-05,8.324054215336218e-05,0.0005707468371838331,0.00010035926243290305,9.71660774666816e-05,,151249
,,,,,,,,0.001,151250
121,0.000921481812838465,1.2197804153402103e-06,7.424094656016678e-05,7.575279596494511e-05,0.0005684044444933534,0.00010775995178846642,9.532336116535589e-05,,152499
,,,,,,,,0.001,152500
122,0.0009138168534263968,1.2185961395516642e-06,7.412137347273529e-05,7.762691529933363e-05,0.000568019284401089,0.00010006743832491338,9.398223483003676e-05,,153749
,,,,,,,,0.001,153750
123,0.0009301618556492031,1.2502116533141816e-06,7.460028427885845e-05,7.693926454521716e-05,0.0005733356811106205,0.00010707029287004843,9.821535786613822e-05,,154999
,,,,,,,,0.001,155000
124,0.0009012626833282411,1.2469492958189221e-06,7.297396950889379e-05,7.608564919792116e-05,0.0005641738534905016,9.556489385431632e-05,9.246292029274628e-05,,156249
,,,,,,,,0.001,156250
125,0.0009016472613438964,1.1929765832974226e-06,6.736467912560329e-05,6.889920769026503e-05,0.0005638531874865294,0.00010296969412593171,9.856021642917767e-05,,157499
,,,,,,,,0.001,157500
126,0.0008904306450858712,1.2676108553932863e-06,6.679610669380054e-05,6.8030392867513e-05,0.0005625463672913611,9.392296487931162e-05,9.913491521729156e-05,,158749
,,,,,,,,0.001,158750
127,0.000887054658960551,1.1861502571264282e-06,6.629136623814702e-05,6.829630729043856e-05,0.0005620550364255905,9.574585419613868e-05,9.46650470723398e-05,,159999
,,,,,,,,0.001,160000
128,0.0009085713536478579,1.2308099712754483e-06,7.360317249549553e-05,7.495414320146665e-05,0.0005615346599370241,0.00010157079668715596,9.690882870927453e-05,,161249
,,,,,,,,0.001,161250
129,0.0009141646442003548,1.2263527651157347e-06,7.183534762589261e-05,7.400486356345937e-05,0.0005692962440662086,0.00010352419485570863,9.550413233228028e-05,,162499
,,,,,,,,0.001,162500
130,0.000917681900318712,1.220632043441583e-06,7.431996345985681e-05,7.677187386434525e-05,0.0005699726170860231,0.00010174460476264358,9.487320494372398e-05,,163749
,,,,,,,,0.001,163750
131,0.000897864461876452,1.2370711601761286e-06,6.880532600916922e-05,6.985481741139665e-05,0.0005636538262479007,9.740427776705474e-05,9.814591612666845e-05,,164999
,,,,,,,,0.001,165000
132,0.0009012547670863569,1.1857030131068313e-06,6.994696013862267e-05,7.244330481626093e-05,0.000567717885132879,9.644316014600918e-05,9.470425720792264e-05,,166249
,,,,,,,,0.001,166250
133,0.0008903461275622249,1.276092234547832e-06,6.84114929754287e-05,7.038919284241274e-05,0.0005620903102681041,9.485713962931186e-05,9.459764260100201e-05,,167499
,,,,,,,,0.001,167500
134,0.0008845010888762772,1.1767566547860042e-06,6.557918823091313e-05,6.695090269204229e-05,0.0005638551665470004,9.344954742118716e-05,9.466615301789716e-05,,168749
,,,,,,,,0.001,168750
135,0.0008945695590227842,1.175775423689629e-06,6.812116771470755e-05,7.054121670080349e-05,0.0005648232763633132,9.625479287933558e-05,9.482879977440462e-05,,169999
,,,,,,,,0.001,170000
136,0.0008813486783765256,1.1978580687355134e-06,6.670095899607986e-05,6.774649227736518e-05,0.0005595121183432639,9.397303801961243e-05,9.34171475819312e-05,,171249
,,,,,,,,0.001,171250
137,0.0008831836748868227,1.1977431313425768e-06,6.642955122515559e-05,6.914064579177648e-05,0.0005613501998595893,9.236675396095961e-05,9.389642218593508e-05,,172499
,,,,,,,,0.001,172500
138,0.0009247122798115015,1.261873649127665e-06,7.532136078225449e-05,7.779181760270149e-05,0.0005724311922676861,0.00010194104834226891,9.722593676997349e-05,,173749
,,,,,,,,0.001,173750
139,0.000885122106410563,1.2158819799878984e-06,6.603699875995517e-05,6.810006743762642e-05,0.0005639247829094529,9.450575453229249e-05,9.255354234483093e-05,,174999
,,,,,,,,0.001,175000
140,0.0008734808070585132,1.184461666525749e-06,6.410194328054786e-05,6.602112262044102e-05,0.0005610506632365286,9.168843826046214e-05,9.061771561391652e-05,,176249
,,,,,,,,0.001,176250
141,0.000886479567270726,1.1773722690122668e-06,6.616694008698687e-05,6.797506648581475e-05,0.0005624171462841332,9.28602967178449e-05,9.705992124509066e-05,,177499
,,,,,,,,0.001,177500
142,0.0008800671785138547,1.1620968507486396e-06,6.682678940705955e-05,6.943724292796105e-05,0.0005584617028944194,9.149803372565657e-05,9.38435405259952e-05,,178749
,,,,,,,,0.001,178750
143,0.0008954203804023564,1.1517255416038097e-06,6.651140574831516e-05,6.940234015928581e-05,0.000567011593375355,9.411643259227276e-05,9.837870311457664e-05,,179999
,,,,,,,,0.001,180000
144,0.000883866217918694,1.2427028650563443e-06,6.742961704730988e-05,6.925165507709607e-05,0.0005594614776782691,9.053789835888892e-05,9.718485671328381e-05,,181249
,,,,,,,,0.001,181250
145,0.0008832531748339534,1.0971209576382535e-06,6.75239716656506e-05,6.964413478272036e-05,0.0005591706722043455,9.341493569081649e-05,9.349892206955701e-05,,182499
,,,,,,,,0.001,182500
146,0.0008792878943495452,1.1288631185379927e-06,6.360647239489481e-05,6.598621257580817e-05,0.0005639178561978042,9.180093911709264e-05,9.397649409947917e-05,,183749
,,,,,,,,0.001,183750
