epoch,loss,loss/data,loss/ic,loss/mu,loss/res,lr,step
,,,,,,0.001,0
0,23.63763999938965,8.018621444702148,9.14786148071289,0.9656768441200256,6.471159934997559,,199
,,,,,,0.001,200
1,19.368932723999023,9.527737617492676,4.084348678588867,0.9015511870384216,5.756845474243164,,399
,,,,,,0.001,400
2,17.00090217590332,8.861680030822754,2.858081817626953,0.7858557105064392,5.281145095825195,,599
,,,,,,0.001,600
3,18.128442764282227,10.09550666809082,3.0309576988220215,0.6498928666114807,5.0019731521606445,,799
,,,,,,0.001,800
4,16.372201919555664,10.621126174926758,1.6241421699523926,0.5144102573394775,4.126932621002197,,999
,,,,,,0.001,1000
5,17.38080406188965,10.371667861938477,2.5287065505981445,0.38877469301223755,4.48043155670166,,1199
,,,,,,0.001,1200
6,18.01296043395996,10.786160469055176,2.999676465988159,0.2850289046764374,4.2271318435668945,,1399
,,,,,,0.001,1400
7,16.03055191040039,9.854328155517578,1.7556513547897339,0.211168110370636,4.420568466186523,,1599
,,,,,,0.001,1600
8,17.18482208251953,10.375357627868652,3.144684076309204,0.12940141558647156,3.6647844314575195,,1799
,,,,,,0.001,1800
9,17.828245162963867,11.298103332519531,2.781471014022827,0.0824957862496376,3.74867582321167,,1999
,,,,,,0.001,2000
10,15.938767433166504,10.282109260559082,2.160618543624878,0.044203467667102814,3.4960429668426514,,2199
,,,,,,0.001,2200
11,17.149797439575195,10.726298332214355,3.0489237308502197,0.023073269054293633,3.3745782375335693,,2399
,,,,,,0.001,2400
12,15.106781005859375,10.130805969238281,1.5213313102722168,0.010452245362102985,3.454641819000244,,2599
,,,,,,0.001,2600
13,18.84218978881836,11.310442924499512,3.0600602626800537,0.0031506535597145557,4.4716901779174805,,2799
,,,,,,0.001,2800
14,16.562105178833008,10.336129188537598,2.6538753509521484,0.013215483166277409,3.572110652923584,,2999
,,,,,,0.001,3000
15,14.67835807800293,9.760961532592773,1.9123964309692383,0.038174714893102646,3.0049970149993896,,3199
,,,,,,0.001,3200
16,17.680500030517578,10.404762268066406,3.5669820308685303,0.06916597485542297,3.7087628841400146,,3399
,,,,,,0.001,3400
17,15.597762107849121,10.635027885437012,1.674883246421814,0.10627476871013641,3.287851095199585,,3599
,,,,,,0.001,3600
18,15.972817420959473,9.834267616271973,2.649200439453125,0.16204676032066345,3.489346504211426,,3799
,,,,,,0.001,3800
19,14.616132736206055,9.45627498626709,1.7110286951065063,0.25061941146850586,3.4488282203674316,,3999
,,,,,,0.001,4000
20,16.240732192993164,9.875663757324219,3.22489595413208,0.3566475212574005,3.1401784420013428,,4199
,,,,,,0.001,4200
21,14.952911376953125,9.696510314941406,1.9939390420913696,0.46902862191200256,3.262457847595215,,4399
,,,,,,0.001,4400
22,13.740983963012695,9.218596458435059,1.834053874015808,0.6022667288780212,2.6883347034454346,,4599
,,,,,,0.001,4600
23,13.44908618927002,8.698287963867188,1.9197230339050293,0.7092565894126892,2.831068992614746,,4799
,,,,,,0.001,4800
24,16.350311279296875,8.769458770751953,4.416621685028076,0.8424338102340698,3.1642305850982666,,4999
,,,,,,0.001,5000
25,13.180654525756836,8.148741722106934,2.4686172008514404,0.9846987128257751,2.56329607963562,,5199
,,,,,,0.001,5200
26,13.053868293762207,8.634180068969727,1.993499755859375,1.1008305549621582,2.42618465423584,,5399
,,,,,,0.001,5400
27,18.221694946289062,8.409616470336914,6.3220930099487305,1.2522436380386353,3.4899866580963135,,5599
,,,,,,0.001,5600
28,13.30919075012207,9.281216621398926,1.6752161979675293,1.3788419961929321,2.352752923965454,,5799
,,,,,,0.001,5800
29,14.10903549194336,9.003305435180664,2.148075819015503,1.5260857343673706,2.957655191421509,,5999
,,,,,,0.001,6000
30,12.554804801940918,8.41313648223877,2.160475492477417,1.6471693515777588,1.9811962842941284,,6199
,,,,,,0.001,6200
31,10.225603103637695,6.787234306335449,0.9968238472938538,1.7734808921813965,2.441544771194458,,6399
,,,,,,0.001,6400
32,11.419502258300781,6.9784626960754395,1.4785484075546265,1.895600438117981,2.9624924659729004,,6599
,,,,,,0.001,6600
33,12.910687446594238,8.373588562011719,2.0575878620147705,2.0116336345672607,2.4795093536376953,,6799
,,,,,,0.001,6800
34,13.477412223815918,8.919703483581543,2.580989360809326,2.073303461074829,1.9767237901687622,,6999
,,,,,,0.001,7000
35,11.23235034942627,7.876368045806885,1.2622249126434326,2.0768792629241943,2.0937581062316895,,7199
,,,,,,0.001,7200
36,13.747740745544434,8.927326202392578,2.4636662006378174,2.138862371444702,2.356743574142456,,7399
,,,,,,0.001,7400
37,11.451735496520996,7.874096870422363,1.2905532121658325,2.2054214477539062,2.2870852947235107,,7599
,,,,,,0.001,7600
38,12.995460510253906,8.492539405822754,2.1860995292663574,2.3036911487579346,2.316819429397583,,7799
,,,,,,0.001,7800
39,12.527948379516602,8.126288414001465,2.124943256378174,2.4061381816864014,2.276714324951172,,7999
,,,,,,0.001,8000
40,10.96432876586914,6.748404026031494,1.7053908109664917,2.4543063640594482,2.5105340480804443,,8199
,,,,,,0.001,8200
41,11.289505004882812,7.4085001945495605,1.699625015258789,2.4428670406341553,2.181387186050415,,8399
,,,,,,0.001,8400
42,11.478368759155273,7.924301624298096,1.4325686693191528,2.404223918914795,2.1214969158172607,,8599
,,,,,,0.001,8600
43,12.206635475158691,8.536428451538086,1.2691998481750488,2.3968565464019775,2.4010093212127686,,8799
,,,,,,0.001,8800
44,11.87466049194336,8.084771156311035,1.5234463214874268,2.408982992172241,2.2664432525634766,,8999
,,,,,,0.001,9000
45,13.384210586547852,8.725337028503418,2.6037240028381348,2.4444198608398438,2.0551528930664062,,9199
,,,,,,0.001,9200
46,11.282392501831055,7.651672840118408,1.51600980758667,2.4525084495544434,2.1147055625915527,,9399
,,,,,,0.001,9400
47,11.199125289916992,7.1051530838012695,1.5942529439926147,2.5336387157440186,2.499720811843872,,9599
,,,,,,0.001,9600
48,10.33414363861084,7.530885219573975,1.1600983142852783,2.536233901977539,1.6431615352630615,,9799
,,,,,,0.001,9800
49,10.829371452331543,7.444209575653076,1.5374915599822998,2.5015456676483154,1.847666621208191,,9999
,,,,,,0.001,10000
50,12.304923057556152,8.418566703796387,2.3787808418273926,2.5405116081237793,1.5075812339782715,,10199
,,,,,,0.001,10200
51,11.325852394104004,7.376021862030029,1.5761553049087524,2.542180299758911,2.3736793994903564,,10399
,,,,,,0.001,10400
52,11.709747314453125,7.201607704162598,1.7796117067337036,2.5805203914642334,2.7285280227661133,,10599
,,,,,,0.001,10600
53,11.0737886428833,7.321075916290283,2.0883889198303223,2.5899851322174072,1.6643226146697998,,10799
,,,,,,0.001,10800
54,11.18618392944336,7.180553913116455,1.567359209060669,2.5311825275421143,2.4382686614990234,,10999
,,,,,,0.001,11000
55,10.181619644165039,7.308141231536865,1.1025768518447876,2.5494072437286377,1.7708994150161743,,11199
,,,,,,0.001,11200
56,10.0463228225708,6.8801116943359375,1.4504748582839966,2.5600597858428955,1.7157379388809204,,11399
,,,,,,0.001,11400
57,12.720586776733398,8.302617073059082,2.91015362739563,2.569124221801758,1.5078190565109253,,11599
,,,,,,0.001,11600
58,10.399861335754395,7.3810930252075195,1.3128597736358643,2.5805978775024414,1.7059097290039062,,11799
,,,,,,0.001,11800
59,10.596800804138184,7.096527576446533,1.4206537008285522,2.606253147125244,2.0796189308166504,,11999
,,,,,,0.001,12000
60,11.219942092895508,7.491636753082275,1.713866949081421,2.577949047088623,2.0144402980804443,,12199
,,,,,,0.001,12200
61,9.197195053100586,6.5298051834106445,0.9721892476081848,2.528383493423462,1.6952039003372192,,12399
,,,,,,0.001,12400
62,13.642930030822754,9.003508567810059,2.5051279067993164,2.6047139167785645,2.134289026260376,,12599
,,,,,,0.001,12600
63,10.010783195495605,6.3445258140563965,1.3358839750289917,2.612055778503418,2.3303756713867188,,12799
,,,,,,0.001,12800
64,10.808243751525879,5.886456489562988,1.3866482973098755,2.5652108192443848,3.535135507583618,,12999
,,,,,,0.001,13000
65,10.107131958007812,7.135054111480713,1.0256695747375488,2.5031237602233887,1.946407675743103,,13199
,,,,,,0.001,13200
66,11.918778419494629,8.368244171142578,1.7892166376113892,2.4573450088500977,1.7613154649734497,,13399
,,,,,,0.001,13400
67,10.237421035766602,8.04289722442627,0.796674370765686,2.4370105266571045,1.3978478908538818,,13599
,,,,,,0.001,13600
68,11.621854782104492,8.22325611114502,1.4033349752426147,2.42313289642334,1.9952640533447266,,13799
,,,,,,0.001,13800
69,9.70278549194336,7.043697834014893,1.013182520866394,2.4297854900360107,1.6459033489227295,,13999
,,,,,,0.001,14000
70,10.67235279083252,8.249809265136719,0.9017605185508728,2.3966073989868164,1.5207737684249878,,14199
,,,,,,0.001,14200
71,10.422500610351562,7.1652116775512695,1.4197001457214355,2.4085066318511963,1.837588906288147,,14399
,,,,,,0.001,14400
72,9.724648475646973,6.391793251037598,1.6384172439575195,2.3731296062469482,1.6944383382797241,,14599
,,,,,,0.001,14600
73,10.310127258300781,7.599803924560547,1.0657119750976562,2.3664047718048096,1.6446129083633423,,14799
,,,,,,0.001,14800
