epoch,loss,loss/bc_left,loss/bc_right,loss/c,loss/data,loss/ic,loss/ic_velocity,loss/pde_residual,loss/smma,lr,step
,,,,,,,,,,0.0009997195715648764,20000
16,0.012442883104085922,0.0009030535002239048,0.0009093329426832497,0.00017289679090026766,0.0011564077576622367,0.0010652492055669427,0.0003346544981468469,0.008074190467596054,,,21249
,,,,,,,,,,0.00099968342640579,21250
17,0.013124234043061733,0.0009448534692637622,0.000944962608627975,0.00020254516857676208,0.001242537167854607,0.00114415620919317,0.0004061517247464508,0.008441553451120853,,,22499
,,,,,,,,,,0.0009996450915839743,22500
18,0.012539898976683617,0.0008419438381679356,0.0008242125622928143,0.0002019697130890563,0.001132790232077241,0.001009810483083129,0.00035091082099825144,0.008380223996937275,,,23749
,,,,,,,,,,0.0009996045672675843,23750
19,0.011851124465465546,0.0009792470373213291,0.0009839111007750034,0.0001592521002748981,0.0012527970829978585,0.0011845605913549662,0.0003084825293626636,0.007142125628888607,,,24999
,,,,,,,,,,0.0009995618536343797,25000
20,0.010292395949363708,0.0007805585046298802,0.0007672481588087976,8.569312922190875e-05,0.001081839669495821,0.0009392036590725183,0.0002533800434321165,0.0064701661467552185,,,26249
,,,,,,,,,,0.0009995169508717234,26250
21,0.011180641129612923,0.000779671419877559,0.0007596822688356042,0.00013377491268329322,0.0010509687708690763,0.0008864743285812438,0.0003581391938496381,0.0073457155376672745,,,27499
,,,,,,,,,,0.0009994698591765806,27500
22,0.00982362125068903,0.0007436382002197206,0.0007190047181211412,0.00013034220319241285,0.0010425748769193888,0.0008471517357975245,0.0002670220856089145,0.00620423024520278,0.03903840109705925,,28749
,,,,,,,,,,0.0009994205787555188,28750
23,0.01035273540765047,0.0007348540821112692,0.0007185519207268953,0.00012198809417895973,0.0010803054319694638,0.0008733989670872688,0.00025896262377500534,0.006686668377369642,0.03760411590337753,,29999
,,,,,,,,,,0.000999369109824706,30000
24,0.010020200163125992,0.0008161498117260635,0.0007960611255839467,0.0001425879745511338,0.0011427620192989707,0.0009021213627420366,0.0002845866547431797,0.00607852078974247,0.03622492030262947,,31249
,,,,,,,,,,0.0009993154526099098,31250
25,0.009921845048666,0.0007449999102391303,0.0007222489221021533,9.588232933310792e-05,0.0010686477180570364,0.0008391579613089561,0.0002602907770778984,0.00628650514408946,0.03490976616740227,,32499
,,,,,,,,,,0.0009992596073464975,32500
26,0.010229034349322319,0.0007386881625279784,0.0007143011898733675,9.900172153720632e-05,0.0009784589055925608,0.0007998704095371068,0.00026168563636019826,0.0067360177636146545,0.03367573022842407,,33749
,,,,,,,,,,0.0009992015742794334,33750
27,0.009675934910774231,0.0007178886444307864,0.00068781798472628,8.525785960955545e-05,0.0010291918879374862,0.0007597764488309622,0.0002551521174609661,0.006226120982319117,0.03247573971748352,,34999
,,,,,,,,,,0.0009991413536632788,35000
28,0.008333452977240086,0.0007517156773246825,0.0007188769523054361,0.00010048587137134746,0.00102479278575629,0.0007859945180825889,0.00021926566842012107,0.00483281072229147,0.03126862645149231,,36249
,,,,,,,,,,0.0009990789457621913,36250
29,0.010521500371396542,0.0007361855241470039,0.0007156757637858391,7.58822716306895e-05,0.0010483331279829144,0.0008163294987753034,0.000256521423580125,0.00694845337420702,0.03023126907646656,,37499
,,,,,,,,,,0.0009990143508499221,37500
30,0.010029255412518978,0.0008227109210565686,0.0007965047843754292,8.866706775734201e-05,0.0010648253373801708,0.0008637133869342506,0.0002549657365307212,0.006226532626897097,0.029221169650554657,,38749
,,,,,,,,,,0.000998947569209816,38750
31,0.00886214803904295,0.0007636677473783493,0.0007421335903927684,8.479836833430454e-05,0.0010313885286450386,0.0007879837648943067,0.00021255676983855665,0.005324418190866709,0.028203217312693596,,39999
,,,,,,,,,,0.0009988786011348103,40000
32,0.008219894021749496,0.0007077232003211975,0.0006875030230730772,0.00010116265912074596,0.0009568023961037397,0.0006962789339013398,0.00019656737276818603,0.004975020885467529,0.027204051613807678,,41249
,,,,,,,,,,0.0009988074469274323,41250
33,0.010009026154875755,0.0008697742596268654,0.0008340708445757627,0.00010628002928569913,0.0011036521755158901,0.000876553647685796,0.0002343450323678553,0.006090634502470493,0.0263443011790514,,42499
,,,,,,,,,,0.0009987341068997996,42500
34,0.009408527985215187,0.000740226823836565,0.0007205252768471837,7.909027772257105e-05,0.000976943876594305,0.0007742116576991975,0.0002736804017331451,0.005922946613281965,0.02549751102924347,,43749
,,,,,,,,,,0.0009986585813736171,43750
35,0.007934624329209328,0.0006999153993092477,0.0006801821291446686,0.00010093826131196693,0.0009903712198138237,0.0007139795925468206,0.00021046421898063272,0.004639719147235155,0.024619366973638535,,44999
,,,,,,,,,,0.000998580870680177,45000
36,0.008590235374867916,0.0006424887687899172,0.0006308852462098002,9.247367415810004e-05,0.0009574393043294549,0.0006960892933420837,0.0002011170145124197,0.005462212022393942,0.023817909881472588,,46249
,,,,,,,,,,0.0009985009751603564,46250
37,0.007067367434501648,0.0005864030099473894,0.0005761902430094779,6.622209912166e-05,0.000887954724021256,0.0005921838455833495,0.00014701132022310048,0.004277626518160105,0.022980384528636932,,47499
,,,,,,,,,,0.0009984188951646157,47500
38,0.00770520931109786,0.0005854156916029751,0.0005731416749767959,5.1834576879628e-05,0.0009168830001726747,0.0006188637926243246,0.00019130342116113752,0.004819609224796295,0.02221662551164627,,48749
,,,,,,,,,,0.0009983346310529983,48750
39,0.008270329795777798,0.0006786086014471948,0.0006546780350618064,5.6266926549142227e-05,0.0009253047173842788,0.0006597540923394263,0.00020284629135858268,0.0051491400226950645,0.021519310772418976,,49999
,,,,,,,,,,0.0009982481831951279,50000
40,0.007061702664941549,0.0005831248126924038,0.0005635980633087456,4.300324872019701e-05,0.0009071556851267815,0.0006226779660210013,0.00015858790720812976,0.00422655651345849,0.020796429365873337,,51249
,,,,,,,,,,0.0009981595519702067,51250
41,0.007798951584845781,0.0006620663334615529,0.0006456349510699511,7.38304152037017e-05,0.0009608946857042611,0.0006965369684621692,0.00023368027177639306,0.004600136075168848,0.020146556198596954,,52499
,,,,,,,,,,0.000998068737767015,52500
42,0.007720009423792362,0.0006386510212905705,0.0006238070200197399,7.413175626425073e-05,0.0009435575339011848,0.0006416101823560894,0.0001639441034058109,0.004708444699645042,0.019525228068232536,,53749
,,,,,,,,,,0.000997975740983908,53750
43,0.00770379276946187,0.0006423812592402101,0.0006253831088542938,6.293516344157979e-05,0.0009440575377084315,0.0006707216962240636,0.00017323344945907593,0.004648020025342703,0.018934156745672226,,54999
,,,,,,,,,,0.0009978805620288157,55000
44,0.008198055438697338,0.0005834982730448246,0.0005723705398850143,6.23585146968253e-05,0.0009118496673181653,0.0006055138073861599,0.00016960650100372732,0.0053552137687802315,0.01839735172688961,,56249
,,,,,,,,,,0.0009977832013192388,56250
45,0.007898682728409767,0.0006365953595377505,0.0006180016789585352,6.83879989082925e-05,0.0009354660869576037,0.0006575428997166455,0.00019446095393504947,0.004856610670685768,0.017872417345643044,,57499
,,,,,,,,,,0.0009976836592822493,57500
46,0.007070852443575859,0.0005791601724922657,0.0005697447923012078,5.789896385977045e-05,0.0008948678150773048,0.0005868731532245874,0.00016359428991563618,0.004276616498827934,0.01733233965933323,,58749
,,,,,,,,,,0.0009975819363544874,58750
47,0.00852976180613041,0.0007050101412460208,0.0006860182038508356,8.007454744074494e-05,0.0009799546096473932,0.0007054547895677388,0.00016128360584843904,0.005292045418173075,0.016892211511731148,,59999
,,,,,,,,,,0.0009974780329821597,60000
48,0.007417261600494385,0.0005188459763303399,0.0005061406409367919,6.18553749518469e-05,0.0008532021311111748,0.0005444463458843529,0.00019146126578561962,0.004803159274160862,0.016418464481830597,,61249
,,,,,,,,,,0.000997371949621037,61250
49,0.0070763761177659035,0.0005653410917147994,0.0005587749765254557,5.955095184617676e-05,0.0008747437386773527,0.0005687567754648626,0.0001491479779360816,0.004359611310064793,0.015951359644532204,,62499
,,,,,,,,,,0.0009972636867364528,62500
50,0.006309413816779852,0.0005244739586487412,0.0005219327285885811,4.565624476526864e-05,0.0008223011973313987,0.0005265799118205905,0.0001517287892056629,0.003762397449463606,0.01546926237642765,,63749
,,,,,,,,,,0.0009971532448033013,63750
51,0.006768045946955681,0.0005041419062763453,0.0005094998050481081,4.748867286252789e-05,0.0008499866235069931,0.00053257099352777,0.00016234428039751947,0.004209504462778568,0.015034201554954052,,64999
,,,,,,,,,,0.0009970406243060346,65000
52,0.006341505795717239,0.0005375529872253537,0.0005273245042189956,5.873489863006398e-05,0.0008722631609998643,0.0005382957751862705,0.00015267996059264988,0.0037133891601115465,0.014599566347897053,,66249
,,,,,,,,,,0.0009969258257386615,66250
53,0.006670569535344839,0.0005328304832801223,0.0005363526288419962,4.526721386355348e-05,0.0008854676270857453,0.0005639771115966141,0.00016526096442248672,0.003986685536801815,0.014203116297721863,,67499
,,,,,,,,,,0.0009968088496047445,67500
54,0.006819393951445818,0.0006132454145699739,0.000608462723903358,3.2588675821898505e-05,0.0009478869615122676,0.0005902957636862993,0.0001495356555096805,0.003909956198185682,0.013833930715918541,,68749
,,,,,,,,,,0.0009966896964173982,68750
55,0.006677886936813593,0.0005468713934533298,0.0005538780242204666,3.9822374674258754e-05,0.0008911869954317808,0.0005909068859182298,0.00014892085164319724,0.003946118522435427,0.01347612775862217,,69999
,,,,,,,,,,0.000996568366699287,70000
56,0.006960232742130756,0.0005223563639447093,0.0005183608736842871,4.625886504072696e-05,0.0008719500619918108,0.0005545211606658995,0.000153612534631975,0.004339422564953566,0.013150333426892757,,71249
,,,,,,,,,,0.000996444860982622,71250
57,0.006545546930283308,0.0004947409615851939,0.0004855111474171281,4.962493767379783e-05,0.0008518450777046382,0.0005220570601522923,0.00015266647096723318,0.004038725979626179,0.012820093892514706,,72499
,,,,,,,,,,0.0009963191798091603,72500
58,0.0064673409797251225,0.0005308029940351844,0.0005301080527715385,5.4006552090868354e-05,0.0008650507079437375,0.0005596497794613242,0.00013742840383201838,0.0038443005178123713,0.012502456083893776,,73749
,,,,,,,,,,0.0009961913237302002,73750
59,0.007038815412670374,0.0005697245360352099,0.0005634359549731016,5.636830974253826e-05,0.0008614856051281095,0.0005949549376964569,0.00015013899246696383,0.004299076274037361,0.012229274027049541,,74999
,,,,,,,,,,0.0009960612933065818,75000
60,0.006707378197461367,0.0005112133221700788,0.0005166655755601823,6.243881944101304e-05,0.0008631674572825432,0.000541035202331841,0.00015836447710171342,0.004116928670555353,0.011953179724514484,,76249
,,,,,,,,,,0.0009959290891086818,76250
61,0.007747706025838852,0.0006804008735343814,0.0006795236840844154,5.67301940463949e-05,0.0009327044244855642,0.0007210752228274941,0.00015986882499419153,0.004574131686240435,0.011742905713617802,,77499
,,,,,,,,,,0.0009957947117164125,77500
62,0.006028368603438139,0.0005002265679650009,0.0005027097067795694,4.509197606239468e-05,0.0008669081726111472,0.0005207817303016782,0.00014382168592419475,0.003493921598419547,0.011457178741693497,,78749
,,,,,,,,,,0.0009956581617192187,78750
63,0.006557618733495474,0.0004772613465320319,0.00048370996955782175,4.1560138924978673e-05,0.0008571405196562409,0.000515742227435112,0.00014491606270894408,0.0040788487531244755,0.011212200857698917,,79999
,,,,,,,,,,0.0009955194397160759,80000
64,0.005746965762227774,0.00045296133612282574,0.00045308980043046176,4.876586899627e-05,0.0008090584888122976,0.0004727045597974211,0.00014627711789216846,0.0034128783736377954,0.01093893963843584,,81249
,,,,,,,,,,0.0009953785463154862,81250
65,0.005673204082995653,0.0004589979653246701,0.0004690142523031682,2.910057082772255e-05,0.0007981841336004436,0.00048274622531607747,0.00010730700159911066,0.0033569515217095613,0.010675652883946896,,82499
,,,,,,,,,,0.0009952354821354775,82500
66,0.006867694202810526,0.000562789908144623,0.0005722144851461053,3.898701834259555e-05,0.0008990815840661526,0.0006464277976192534,0.00018329708836972713,0.004003890324383974,0.010485254228115082,,83749
,,,,,,,,,,0.0009950902478035992,83750
67,0.007006526924669743,0.0005519935511983931,0.0005552603979595006,6.14765813224949e-05,0.0008813198073767126,0.0005797384073957801,0.00013480571215040982,0.004303411114960909,0.010311318561434746,,84999
,,,,,,,,,,0.0009949428439569197,85000
68,0.005228549707680941,0.0004568238800857216,0.0004578292719088495,3.594381996663287e-05,0.0007826907676644623,0.000469192280434072,0.0001224118168465793,0.002939600497484207,0.010057180188596249,,86249
,,,,,,,,,,0.0009947932712420246,86250
69,0.00659539271146059,0.0004998305230401456,0.0005114303203299642,3.8575162761844695e-05,0.000823779555503279,0.0005248587694950402,0.00015290264855138958,0.004082593601197004,0.009884090162813663,,87499
,,,,,,,,,,0.0009946415303150131,87500
70,0.0070474762469530106,0.0006166654056869447,0.0006209270795807242,5.014492853661068e-05,0.0009106462239287794,0.0006632175063714385,0.00013362405297812074,0.004102399107068777,0.009742259979248047,,88749
,,,,,,,,,,0.000994487621841495,88750
71,0.006982435006648302,0.0005303148063831031,0.0005312481080181897,7.107035344233736e-05,0.0008886014111340046,0.0005567768239416182,0.0001520740770502016,0.004323422443121672,0.009604268707334995,,89999
,,,,,,,,,,0.0009943315464965884,90000
72,0.006109762005507946,0.00047751725651323795,0.0004847488889936358,4.2827035940717906e-05,0.0008057702798396349,0.000521647569257766,0.00014675347483716905,0.0036733276210725307,0.009429543279111385,,91249
,,,,,,,,,,0.000994173304964916,91250
73,0.006244609132409096,0.0006461679586209357,0.000650625501293689,4.360507591627538e-05,0.0008722759084776044,0.000658070610370487,0.00014076067600399256,0.00327671249397099,0.009270296432077885,,92499
,,,,,,,,,,0.0009940128979406026,92500
74,0.006214409600943327,0.0004740416188724339,0.00048242940101772547,3.665397525765002e-05,0.0008378546917811036,0.0005144528695382178,0.00013678042159881443,0.003768852911889553,0.00911750178784132,,93749
,,,,,,,,,,0.0009938503261272718,93750
75,0.005353871267288923,0.00045416728244163096,0.00046113732969388366,4.017825631308369e-05,0.0008218342554755509,0.0004754787078127265,0.00010059065971290693,0.003040665527805686,0.008929320611059666,,94999
,,,,,,,,,,0.0009936855902380431,95000
76,0.006445442792028189,0.0004782106843777001,0.0004823765193577856,4.9720150855137035e-05,0.0008029813761822879,0.0005156170227564871,0.00016677369421813637,0.003999479115009308,0.008805126883089542,,96249
,,,,,,,,,,0.0009935186909955287,96250
77,0.006062892731279135,0.0005124966846778989,0.0005186364869587123,4.410107067087665e-05,0.0008801358053460717,0.0005609893705695868,0.0001120526430895552,0.0034785778261721134,0.008668014779686928,,97499
,,,,,,,,,,0.0009933496291318303,97500
78,0.006186110898852348,0.0005234162672422826,0.000531382393091917,2.9879814974265173e-05,0.0008320381166413426,0.000555832521058619,0.00015014479868113995,0.003593296045437455,0.008543919771909714,,98749
,,,,,,,,,,0.0009931784053885363,98750
79,0.005149635951966047,0.0004348817456047982,0.0004462309880182147,3.614869274315424e-05,0.0007899555494077504,0.0004762295284308493,0.0001164735876955092,0.0028858608566224575,0.00837420579046011,,99999
,,,,,,,,,,0.0009930050205167176,100000
80,0.006049961317330599,0.00047389918472617865,0.00048584528849460185,3.269056833232753e-05,0.0008179301512427628,0.0005107075558044016,0.00013427353405859321,0.0036273093428462744,0.008257993496954441,,101249
,,,,,,,,,,0.000992829475276925,101250
81,0.006201080046594143,0.0005380487418733537,0.000548756739590317,5.387616693042219e-05,0.0008858222863636911,0.0005728605901822448,0.0001401308545609936,0.0035154656507074833,0.008155147545039654,,102499
,,,,,,,,,,0.0009926517704391857,102500
82,0.005782876629382372,0.00042116345139220357,0.000427291146479547,4.149848609813489e-05,0.0007686761091463268,0.0004611467302311212,0.00013329692592378706,0.003571306588128209,0.008036534301936626,,103749
,,,,,,,,,,0.0009924719067830002,103750
83,0.00577265489846468,0.00044256768887862563,0.000445178069639951,4.095369149581529e-05,0.0007894458249211311,0.0004973922041244805,0.00011544745211722329,0.0034826237242668867,0.007923340424895287,,104999
,,,,,,,,,,0.0009922898850973387,105000
84,0.006378925405442715,0.0005446610739454627,0.0005501790437847376,4.1437124309595674e-05,0.0008754204609431326,0.0005799794453196228,0.00013054668670520186,0.0036981338635087013,0.007846119813621044,,106249
,,,,,,,,,,0.0009921057061806368,106250
85,0.006147242151200771,0.0004284157184883952,0.00043282026308588684,3.790332630160265e-05,0.000796051521319896,0.0004871952114626765,0.0001472316071158275,0.003855530871078372,0.007761175744235516,,107499
,,,,,,,,,,0.000991919370840794,107500
86,0.006337858270853758,0.0005528580513782799,0.0005604388425126672,3.763106724363752e-05,0.0009034822578541934,0.0005536372773349285,0.00013932246656622738,0.0036281212233006954,0.007690009661018848,,108749
,,,,,,,,,,0.000991730879895168,108750
87,0.0055609652772545815,0.00047035145689733326,0.0004777457215823233,3.7688936572521925e-05,0.0008229176746681333,0.0004935463075526059,0.00012112532567698509,0.0031752807553857565,0.00758355762809515,,109999
,,,,,,,,,,0.000991540234170572,110000
88,0.006553951185196638,0.0005971532082185149,0.0006045654299668968,3.606268001021817e-05,0.0008636213024146855,0.0006436242838390172,0.000144048040965572,0.0037009308580309153,0.0075320773757994175,,111249
,,,,,,,,,,0.0009913474345032717,111250
89,0.005316165741533041,0.0004145225102547556,0.0004216827801428735,3.175690653733909e-05,0.0007342689787037671,0.0004517502384260297,0.0001538839569548145,0.0031400625593960285,0.0074212816543877125,,112499
,,,,,,,,,,0.0009911524817389809,112500
90,0.006155187729746103,0.0005405800766311586,0.0005499117542058229,2.62753546849126e-05,0.0008978988626040518,0.0005776211037300527,0.00012172343849670142,0.003467452945187688,0.0073579768650233746,,113749
,,,,,,,,,,0.0009909553767328575,113750
91,0.005895721260458231,0.0004500739451032132,0.00045726896496489644,2.3729142412776127e-05,0.0008240781025961041,0.00047858725883997977,0.00013643823331221938,0.003549274057149887,0.007284864317625761,,114999
,,,,,,,,,,0.0009907561203495007,115000
92,0.005828993394970894,0.0004798041773028672,0.00047969346633180976,4.1863793740049005e-05,0.0008314877632074058,0.0005182335153222084,0.0001415318693034351,0.003378243651241064,0.007212070748209953,,116249
,,,,,,,,,,0.0009905547134629463,116250
93,0.006678909994661808,0.0006636539474129677,0.0006676727789454162,5.573512316914275e-05,0.0009485335322096944,0.0006955776480026543,0.00011649943917291239,0.0035869700368493795,0.00718541257083416,,117499
,,,,,,,,,,0.0009903511569566636,117500
94,0.005423584021627903,0.0004756050184369087,0.00048443241394124925,3.5094581107841805e-05,0.000829454162158072,0.0005090738413855433,0.0001263289450434968,0.0029986954759806395,0.007097321096807718,,118749
,,,,,,,,,,0.000990145451723551,118750
95,0.006125739309936762,0.00046207441482692957,0.00047079534851945937,3.836859104922041e-05,0.0008255455177277327,0.0005113636143505573,0.0001350888196611777,0.0037208744324743748,0.007048741914331913,,119999
,,,,,,,,,,0.0009899375986659321,120000
96,0.005231195595115423,0.0004153514455538243,0.00041774779674597085,3.5808930988423526e-05,0.0007859316538088024,0.0004334262339398265,0.00012627193063963205,0.0030524611938744783,0.0069578648544847965,,121249
,,,,,,,,,,0.0009897275986955525,121250
97,0.005589790176600218,0.00043850881047546864,0.00044011359568685293,4.05671562475618e-05,0.0008548638434149325,0.0004480990464799106,0.00012533753761090338,0.0032828648108989,0.006889461074024439,,122499
,,,,,,,,,,0.0009895154527335744,122500
98,0.005420763045549393,0.0005172186647541821,0.0005228240042924881,3.954038766096346e-05,0.000818244821857661,0.0005567137850448489,0.00010831590770976618,0.002897445112466812,0.006816026289016008,,123749
,,,,,,,,,,0.0009893011617105741,123750
99,0.005297972820699215,0.00043780484702438116,0.0004473766894079745,3.0108640203252435e-05,0.000844180176500231,0.0004881952190771699,0.00012106147914892063,0.0029593498911708593,0.006740123499184847,,124999
,,,,,,,,,,0.0009890847265665366,125000
100,0.005107315257191658,0.0004100673249922693,0.00041983366827480495,3.0071898436290212e-05,0.0007845319923944771,0.00042641072650440037,0.00013110005238559097,0.0029353732243180275,0.006658482830971479,,126249
,,,,,,,,,,0.0009888661482508525,126250
101,0.005623833276331425,0.00041938963113352656,0.00042716541793197393,2.9960119718452916e-05,0.0008020622190088034,0.0004738256975542754,0.00013466163363773376,0.0033667327370494604,0.006606750655919313,,127499
,,,,,,,,,,0.0009886454277223133,127500
102,0.005934798624366522,0.0005882486002519727,0.0005940143018960953,4.5238710299599916e-05,0.0008887231815606356,0.0006281555397436023,0.0001035614259308204,0.003132097190245986,0.006573152728378773,,128749
,,,,,,,,,,0.000988422565949107,128750
103,0.0055131688714027405,0.00045176324783824384,0.0004601155233103782,3.9750597352394834e-05,0.0008387324051000178,0.00047952772001735866,0.00012466683983802795,0.0031583639793097973,0.00652015395462513,,129999
,,,,,,,,,,0.0009881975639088147,130000
104,0.005773406475782394,0.0004708710184786469,0.0004766206257045269,3.4040196624118835e-05,0.0008400620426982641,0.0005187629139982164,0.0001417357416357845,0.003325355937704444,0.0064828163012862206,,131249
,,,,,,,,,,0.000987970422588405,131250
105,0.006037407089024782,0.0005546248285099864,0.0005730980192311108,3.0186096410034224e-05,0.0008590215584263206,0.0005922048585489392,0.0001378762535750866,0.003320584772154689,0.006460546050220728,,132499
,,,,,,,,,,0.000987741142984231,132500
106,0.005446036346256733,0.0005105648306198418,0.000520952045917511,3.2429699786007404e-05,0.0008266370859928429,0.0005322056822478771,0.00011598644050536677,0.0029396889731287956,0.006409820634871721,,133749
,,,,,,,,,,0.0009875097261020256,133750
107,0.0048353238962590694,0.0003975851577706635,0.0004042109940201044,1.6704296285752207e-05,0.0007935658213682473,0.0004331910749897361,0.00013605382991954684,0.0026707169599831104,0.0063310954719781876,,134999
,,,,,,,,,,0.000987276172956896,135000
108,0.00575060211122036,0.00045256258454173803,0.00046303553972393274,3.016303526237607e-05,0.0008404163527302444,0.00047489709686487913,0.00013092125300318003,0.003388766199350357,0.006302070803940296,,136249
,,,,,,,,,,0.0009870404845733207,136250
109,0.005333005450665951,0.0004528248682618141,0.0004606504808180034,2.2740106942364946e-05,0.0008196733542717993,0.0004966019187122583,0.00013006522203795612,0.0029731905087828636,0.006253617815673351,,137499
,,,,,,,,,,0.0009868026619851444,137500
110,0.005212876480072737,0.0003792674106080085,0.00038483564276248217,3.4666070860112086e-05,0.0007636158843524754,0.0004183173587080091,0.00011414027540013194,0.0031527034007012844,0.006201580632477999,,138749
,,,,,,,,,,0.000986562706235573,138750
111,0.005200274754315615,0.0004363302723504603,0.00044645508751273155,3.518167432048358e-05,0.0007940746145322919,0.00047149768215604126,0.0001216555610881187,0.002930260030552745,0.0061515155248343945,,139999
,,,,,,,,,,0.00098632061837717,140000
112,0.006342634558677673,0.0006111143156886101,0.0006280889501795173,2.73099540208932e-05,0.0008917146478779614,0.0006991036352701485,0.00013052595022600144,0.0033820851240307093,0.006161071360111237,,141249
,,,,,,,,,,0.0009860763994718512,141250
113,0.005430868826806545,0.0005713598220609128,0.000583132728934288,2.5113480660365894e-05,0.0008532910142093897,0.0006177941104397178,0.00011199104483239353,0.002693296642974019,0.006124561186879873,,142499
,,,,,,,,,,0.0009858300505908803,142500
114,0.004969225265085697,0.0004153655027039349,0.00041908546700142324,2.9237371563795023e-05,0.0008153192466124892,0.00044552868348546326,0.00011127934703836218,0.0027626496739685535,0.006066794507205486,,143749
,,,,,,,,,,0.0009855815728148638,143750
115,0.0050024790689349174,0.00042591994861140847,0.0004375120042823255,2.4007678803172894e-05,0.000832370191346854,0.0004658194084186107,0.00012404832523316145,0.0027168081142008305,0.006013578735291958,,144999
,,,,,,,,,,0.0009853309672337468,145000
116,0.005439344327896833,0.0004568886652123183,0.00046679319348186255,1.9777833585976623e-05,0.0008127978071570396,0.0005130272475071251,0.0001157406295533292,0.0030741035006940365,0.005984866991639137,,146249
,,,,,,,,,,0.0009850782349468082,146250
117,0.006385031621903181,0.0007057657348923385,0.0007129114237613976,3.0252929718699306e-05,0.0009747104486450553,0.0007501024520024657,0.00012920536391902715,0.0031123394146561623,0.006004875060170889,,147499
,,,,,,,,,,0.0009848233770626553,147500
118,0.005650055129081011,0.0004122925747651607,0.00041962205432355404,2.7682290237862617e-05,0.0007773747784085572,0.000475397304398939,0.0001273785310331732,0.003437990555539727,0.005987134296447039,,148749
,,,,,,,,,,0.0009845663946992196,148750
119,0.006301313638687134,0.0006734877824783325,0.0006823308067396283,5.2754061471205205e-05,0.0009171206620521843,0.000711299479007721,0.00012853041698690504,0.0031885416246950626,0.006002842914313078,,149999
,,,,,,,,,,0.0009843072889837514,150000
