x,t,u_pred,u_true,error
-9.183673e-01,5.102041e-01,3.493086e-01,6.826808e-01,3.333722e-01
-9.183673e-01,5.306122e-01,3.500488e-01,6.765196e-01,3.264708e-01
-9.183673e-01,5.510204e-01,3.505553e-01,6.706997e-01,3.201444e-01
-9.183673e-01,5.714286e-01,3.508594e-01,6.651960e-01,3.143366e-01
-9.183673e-01,5.918368e-01,3.510223e-01,6.599861e-01,3.089638e-01
-9.183673e-01,6.122449e-01,3.511306e-01,6.550493e-01,3.039187e-01
-9.183673e-01,6.326531e-01,3.512825e-01,6.503668e-01,2.990842e-01
-9.183673e-01,6.530612e-01,3.515702e-01,6.459216e-01,2.943515e-01
-9.183673e-01,6.734694e-01,3.520590e-01,6.416984e-01,2.896393e-01
-9.183673e-01,6.938776e-01,3.527731e-01,6.376829e-01,2.849098e-01
-9.183673e-01,7.142857e-01,3.536880e-01,6.338615e-01,2.801735e-01
-9.183673e-01,7.346939e-01,3.547315e-01,6.302223e-01,2.754908e-01
-9.183673e-01,7.551020e-01,3.557982e-01,6.267539e-01,2.709557e-01
-9.183673e-01,7.755102e-01,3.567751e-01,6.234463e-01,2.666713e-01
-9.183673e-01,7.959183e-01,3.575746e-01,6.202900e-01,2.627155e-01
-9.183673e-01,8.163266e-01,3.581712e-01,6.172763e-01,2.591051e-01
-9.183673e-01,8.367347e-01,3.586263e-01,6.143969e-01,2.557706e-01
-9.183673e-01,8.571429e-01,3.590732e-01,6.116444e-01,2.525712e-01
-9.183673e-01,8.775510e-01,3.596360e-01,6.090119e-01,2.493759e-01
-9.183673e-01,8.979592e-01,3.603834e-01,6.064929e-01,2.461095e-01
-9.183673e-01,9.183673e-01,3.614086e-01,6.040812e-01,2.426726e-01
-9.183673e-01,9.387755e-01,3.628702e-01,6.017713e-01,2.389011e-01
-9.183673e-01,9.591837e-01,3.649032e-01,5.995579e-01,2.346547e-01
-9.183673e-01,9.795918e-01,3.675902e-01,5.974360e-01,2.298457e-01
-9.183673e-01,1.000000e+00,3.709848e-01,5.954010e-01,2.244163e-01
-8.775510e-01,0.000000e+00,9.927195e-01,9.999918e-01,7.272303e-03
-8.775510e-01,2.040816e-02,4.289931e-01,9.999918e-01,5.709987e-01
-8.775510e-01,4.081633e-02,4.310535e-01,9.999687e-01,5.689152e-01
-8.775510e-01,6.122449e-02,4.328938e-01,9.996121e-01,5.667183e-01
-8.775510e-01,8.163265e-02,4.352369e-01,9.981942e-01,5.629573e-01
-8.775510e-01,1.020408e-01,4.379734e-01,9.951834e-01,5.572101e-01
-8.775510e-01,1.224490e-01,4.409743e-01,9.905248e-01,5.495505e-01
-8.775510e-01,1.428571e-01,4.442005e-01,9.844667e-01,5.402662e-01
