epoch,loss,loss/a,loss/data,loss/epsilon,loss/ic,loss/res,loss/smma,lr,step
,,,,,,,,0.001,0
0,1.4879411458969116,0.13469891250133514,0.33237019181251526,0.027224723249673843,0.5014975666999817,0.6540734171867371,,,149
,,,,,,,,0.001,150
1,0.7216289639472961,0.1039932370185852,0.259721964597702,0.004381390754133463,0.028160853311419487,0.4337462782859802,,,299
,,,,,,,,0.001,300
2,0.9738125801086426,0.08862370997667313,0.7359399199485779,0.0004288871423341334,0.026979641988873482,0.21089273691177368,,,449
,,,,,,,,0.001,450
3,1.0046089887619019,0.08547523617744446,0.6699195504188538,0.003571542678400874,0.028649941086769104,0.3060396611690521,,,599
,,,,,,,,0.001,600
4,1.9521265029907227,0.08500467985868454,1.6275945901870728,0.0054271286353468895,0.0486312173306942,0.275900274515152,,,749
,,,,,,,,0.001,750
5,1.8821353912353516,0.08494655042886734,1.5325696468353271,0.006084078457206488,0.032985664904117584,0.31658050417900085,,,899
,,,,,,,,0.001,900
6,4.254899501800537,0.08494150638580322,3.938601493835449,0.006261976435780525,0.04987737536430359,0.26641976833343506,,,1049
,,,,,,,,0.001,1050
7,6.471013069152832,0.0849408209323883,6.163637638092041,0.006315015256404877,0.023513609543442726,0.2838629484176636,,,1199
,,,,,,,,0.001,1200
8,6.70210075378418,0.08494066447019577,6.357754707336426,0.006319717969745398,0.017559083178639412,0.326785147190094,,,1349
,,,,,,,,0.001,1350
9,7.443953514099121,0.08494073152542114,7.042346000671387,0.006309678312391043,0.024586010724306107,0.37702134251594543,,,1499
,,,,,,,,0.001,1500
10,7.368240833282471,0.08494079858064651,6.985763072967529,0.006310472264885902,0.016397865489125252,0.3660798966884613,,,1649
,,,,,,,,0.001,1650
11,7.377580642700195,0.08494067937135696,6.987488746643066,0.006318746600300074,0.023086631670594215,0.36700552701950073,,,1799
,,,,,,,,0.001,1800
12,7.260904312133789,0.08494064956903458,6.874884605407715,0.006324810907244682,0.026793792843818665,0.3592240810394287,,,1949
,,,,,,,,0.001,1950
13,7.481608867645264,0.08494064956903458,7.119178295135498,0.00632783118635416,0.027298901230096817,0.3351310193538666,,,2099
,,,,,,,,0.001,2100
14,7.575852870941162,0.08494102954864502,7.1651411056518555,0.006322003901004791,0.023603977635502815,0.3871062099933624,,,2249
,,,,,,,,0.001,2250
15,7.556602954864502,0.08494118601083755,7.165433406829834,0.0063226548954844475,0.02273385599255562,0.368435800075531,,,2399
,,,,,,,,0.001,2400
16,7.4969682693481445,0.0849413201212883,7.108565330505371,0.006309946533292532,0.020427845418453217,0.36797553300857544,,,2549
,,,,,,,,0.001,2550
17,7.42950439453125,0.08494185656309128,7.051724433898926,0.0063142189756035805,0.018922338262200356,0.358857661485672,,,2699
,,,,,,,,0.001,2700
18,7.724102020263672,0.08494211733341217,7.330145835876465,0.006316593382507563,0.017004549503326416,0.376954048871994,,,2849
,,,,,,,,0.001,2850
19,7.618908882141113,0.08494263142347336,7.297465801239014,0.006318775936961174,0.02055511623620987,0.3008885979652405,,,2999
,,,,,,,,0.001,3000
20,7.713743686676025,0.08494291454553604,7.391050815582275,0.006304691545665264,0.025363657623529434,0.2973284423351288,,,3149
,,,,,,,,0.001,3150
21,7.5067291259765625,0.0849432498216629,7.145508289337158,0.006307211704552174,0.016477070748806,0.344742089509964,,,3299
,,,,,,,,0.001,3300
22,7.530428409576416,0.0849439948797226,7.0998992919921875,0.006309013348072767,0.024754105135798454,0.4057721793651581,,,3449
,,,,,,,,0.001,3450
23,7.795228958129883,0.08494464308023453,7.452723503112793,0.006299311760812998,0.023167407140135765,0.3193371295928955,,,3599
,,,,,,,,0.001,3600
24,7.795952320098877,0.08494549989700317,7.322845935821533,0.0062929741106927395,0.04354182630777359,0.4295611083507538,,,3749
,,,,,,,,0.001,3750
25,7.650579929351807,0.08494685590267181,7.248136043548584,0.006289211567491293,0.01759960874915123,0.3848453164100647,,,3899
,,,,,,,,0.001,3900
26,7.769174098968506,0.08494807034730911,7.38714599609375,0.006278634537011385,0.02930556610226631,0.35272136330604553,,,4049
,,,,,,,,0.001,4050
27,7.955286026000977,0.084949791431427,7.518006801605225,0.006261811591684818,0.03244366869330406,0.40483325719833374,,,4199
,,,,,,,,0.001,4200
28,7.905577659606934,0.08495034277439117,7.51984977722168,0.0062621282413601875,0.034221064299345016,0.351505845785141,,,4349
,,,,,,,,0.001,4350
29,7.870321750640869,0.08495080471038818,7.487199306488037,0.006290471646934748,0.034484900534152985,0.34863710403442383,,,4499
,,,,,,,,0.001,4500
30,7.878818511962891,0.08495087176561356,7.4736008644104,0.006252593360841274,0.02340710535645485,0.38180962204933167,,,4649
,,,,,,,,0.001,4650
31,7.877776622772217,0.08495185524225235,7.478946685791016,0.006286922376602888,0.01982884854078293,0.37900233268737793,,,4799
,,,,,,,,0.001,4800
32,7.791739463806152,0.08495394885540009,7.414669513702393,0.006290630903095007,0.02089376375079155,0.35617661476135254,,,4949
,,,,,,,,0.001,4950
33,7.720123767852783,0.08495756983757019,7.3410258293151855,0.00627918029204011,0.026178332045674324,0.3529203236103058,,,5099
,,,,,,,,0.001,5100
34,7.542935371398926,0.08496266603469849,7.189091682434082,0.006289725657552481,0.017895737662911415,0.33594998717308044,,,5249
,,,,,,,,0.001,5250
35,7.794583797454834,0.08496768772602081,7.379012584686279,0.006284497212618589,0.024997202679514885,0.3905767798423767,,,5399
,,,,,,,,0.001,5400
36,7.673726558685303,0.08497113734483719,7.36558198928833,0.006327116396278143,0.016544926911592484,0.2916008532047272,,,5549
,,,,,,,,0.001,5550
37,7.510779857635498,0.08497369289398193,7.240015506744385,0.006271005142480135,0.05058116838335991,0.22018545866012573,,,5699
,,,,,,,,0.001,5700
38,7.897777557373047,0.08497721701860428,7.662213325500488,0.006250971928238869,0.0352342389523983,0.20032885670661926,,,5849
,,,,,,,,0.001,5850
39,7.265615463256836,0.08498255908489227,6.957977294921875,0.006270064972341061,0.06125462055206299,0.24638134241104126,,,5999
,,,,,,,,0.001,6000
40,7.620695114135742,0.08498229831457138,7.350594520568848,0.006277841050177813,0.04289143159985542,0.22721195220947266,,,6149
,,,,,,,,0.001,6150
41,1.210539698600769,0.08498910814523697,1.0120357275009155,0.006341972388327122,0.059084098786115646,0.139419287443161,,,6299
,,,,,,,,0.001,6300
42,1.5048576593399048,0.08499998599290848,1.1897882223129272,0.006323812063783407,0.028239382430911064,0.28682979941368103,,,6449
,,,,,,,,0.001,6450
43,4.563494682312012,0.08501052856445312,4.290002346038818,0.006373797543346882,0.021332696080207825,0.25216034054756165,,,6599
,,,,,,,,0.001,6600
44,7.826151371002197,0.0850100889801979,7.55341100692749,0.006353400181978941,0.02120274305343628,0.2515360116958618,,,6749
,,,,,,,,0.001,6750
45,7.513535499572754,0.0850149393081665,7.299613952636719,0.00627804035320878,0.06125548481941223,0.1526668220758438,,,6899
,,,,,,,,0.001,6900
46,7.604820251464844,0.08502598106861115,7.317394256591797,0.006328018382191658,0.03230120241641998,0.25512224435806274,,,7049
,,,,,,,,0.001,7050
47,7.44771671295166,0.08502127230167389,7.202895641326904,0.006372534669935703,0.04980375990271568,0.19501551985740662,,,7199
,,,,,,,,0.001,7200
48,7.898515224456787,0.0850161537528038,7.607568264007568,0.006345501635223627,0.030888264998793602,0.2600584328174591,,,7349
,,,,,,,,0.001,7350
49,8.338796615600586,0.08502912521362305,7.920975685119629,0.006373044103384018,0.06385693699121475,0.3539661169052124,,,7499
,,,,,,,,0.001,7500
50,8.449031829833984,0.08504894375801086,8.00908374786377,0.006357193924486637,0.06370840966701508,0.37623897194862366,,,7649
,,,,,,,,0.001,7650
51,8.473820686340332,0.08507297188043594,8.02817440032959,0.006350974552333355,0.06969455629587173,0.3759508728981018,,,7799
,,,,,,,,0.001,7800
52,8.480185508728027,0.08509627729654312,8.031010627746582,0.006350764073431492,0.0823306292295456,0.36684465408325195,6.680911064147949,,7949
,,,,,,,,0.001,7950
53,7.224717140197754,0.08511624485254288,6.787352561950684,0.006348097696900368,0.08091600984334946,0.3564515709877014,6.691786766052246,,8099
,,,,,,,,0.001,8100
54,3.6495413780212402,0.08510773628950119,3.2042858600616455,0.006363090593367815,0.1871633678674698,0.25809213519096375,6.630941867828369,,8249
,,,,,,,,0.001,8250
55,4.89694881439209,0.0851217582821846,4.5722575187683105,0.0062726582400500774,0.11076101660728455,0.2139303982257843,6.596261978149414,,8399
,,,,,,,,0.001,8400
56,8.099312782287598,0.08511234074831009,7.642770290374756,0.006355130113661289,0.061916276812553406,0.3946259915828705,6.626323223114014,,8549
,,,,,,,,0.001,8550
57,8.3259916305542,0.08509604632854462,7.9004902839660645,0.006357746198773384,0.07987233251333237,0.3456290066242218,6.660316467285156,,8699
,,,,,,,,0.0005,8700
58,9.0546293258667,0.08509629219770432,8.709173202514648,0.00633667828515172,0.11109231412410736,0.23436059057712555,6.708202838897705,,8849
,,,,,,,,0.0005,8850
59,10.346412658691406,0.08509382605552673,9.857603073120117,0.006344492547214031,0.06844045966863632,0.42036932706832886,6.7809672355651855,,8999
,,,,,,,,0.0005,9000
60,6.870105743408203,0.08508667349815369,6.5195088386535645,0.006344008259475231,0.08732500672340393,0.2632690668106079,6.782749652862549,,9149
,,,,,,,,0.0005,9150
61,0.8122888207435608,0.08505375683307648,0.6075646281242371,0.006347033195197582,0.03775264322757721,0.1669715940952301,6.6633405685424805,,9299
,,,,,,,,0.0005,9300
62,8.988972663879395,0.08503641188144684,8.63345718383789,0.006362873129546642,0.10397415608167648,0.2515392303466797,6.709853172302246,,9449
,,,,,,,,0.0005,9450
63,7.696044445037842,0.08502852916717529,7.329936981201172,0.00632093008607626,0.1642947793006897,0.20181182026863098,6.72957706451416,,9599
,,,,,,,,0.0005,9600
64,1.2699366807937622,0.0850134789943695,0.9636246562004089,0.006327294744551182,0.09366185963153839,0.21265023946762085,6.620384216308594,,9749
,,,,,,,,0.0005,9750
65,1.4114993810653687,0.08500142395496368,1.2226394414901733,0.006353883072733879,0.03617984801530838,0.1526803970336914,6.516206741333008,,9899
,,,,,,,,0.0005,9900
66,1.8066778182983398,0.08498486876487732,1.3622379302978516,0.006341255735605955,0.1549166887998581,0.28952279686927795,6.422016143798828,,10049
,,,,,,,,0.0005,10050
67,2.7279088497161865,0.08493366092443466,2.4318103790283203,0.0063339173793792725,0.08554138988256454,0.2105574905872345,6.3481340408325195,,10199
,,,,,,,,0.0005,10200
68,7.463325500488281,0.08494340628385544,6.315539360046387,0.00629510497674346,0.8933338522911072,0.25445160269737244,6.3704376220703125,,10349
,,,,,,,,0.0005,10350
69,4.956945419311523,0.08499304205179214,4.227752208709717,0.006214240100234747,0.49668532609939575,0.23250822722911835,6.342167854309082,,10499
,,,,,,,,0.0005,10500
70,1.3200571537017822,0.08501308411359787,0.9168558120727539,0.006306272465735674,0.20069848001003265,0.20250271260738373,6.241725444793701,,10649
,,,,,,,,0.0005,10650
71,9.920662879943848,0.08499093353748322,9.44704818725586,0.0063275620341300964,0.10777406394481659,0.36584150791168213,6.315304279327393,,10799
,,,,,,,,0.0005,10800
72,2.015127182006836,0.08497651666402817,1.8069359064102173,0.006256156601011753,0.054080843925476074,0.15411116182804108,6.2293009757995605,,10949
,,,,,,,,0.0005,10950
73,9.19079303741455,0.08480975031852722,8.668438911437988,0.006330229341983795,0.13673469424247742,0.38561952114105225,6.2885308265686035,,11099
,,,,,,,,0.0005,11100
74,9.242081642150879,0.08478739112615585,8.738058090209961,0.006308774929493666,0.14111904799938202,0.36290398240089417,6.347601890563965,,11249
,,,,,,,,0.0005,11250
75,9.083187103271484,0.08480926603078842,8.629510879516602,0.006298069842159748,0.10787045210599899,0.3458068072795868,6.402313232421875,,11399
,,,,,,,,0.0005,11400
76,8.9600248336792,0.08481588959693909,8.620599746704102,0.00622551329433918,0.0783422514796257,0.26108577847480774,6.453467845916748,,11549
,,,,,,,,0.0005,11550
77,8.854610443115234,0.08474575728178024,8.514158248901367,0.006247370969504118,0.0715678334236145,0.2688864767551422,6.501490592956543,,11699
,,,,,,,,0.0005,11700
78,8.92435073852539,0.08463096618652344,8.621818542480469,0.006268596742302179,0.06581362336874008,0.23671801388263702,6.549947738647461,,11849
,,,,,,,,0.0005,11850
79,8.777493476867676,0.08453337848186493,8.459357261657715,0.00625676941126585,0.055808842182159424,0.2623286545276642,6.594498634338379,,11999
,,,,,,,,0.0005,12000
80,8.787374496459961,0.08457963913679123,8.477957725524902,0.006268213037401438,0.06317095458507538,0.2462470680475235,6.6383562088012695,,12149
,,,,,,,,0.0005,12150
