epoch,loss,loss/D_u,loss/D_v,loss/F,loss/bc_bottom_u,loss/bc_bottom_v,loss/bc_left_u,loss/bc_left_v,loss/bc_right_u,loss/bc_right_v,loss/bc_top_u,loss/bc_top_v,loss/data,loss/ic_u,loss/ic_v,loss/k,loss/pde_u,loss/pde_v,loss/smma,lr,step
36,0.19100984930992126,0.10335863381624222,0.018121987581253052,0.9159425497055054,1.0042299436463509e-05,1.4158717021928169e-05,1.6488429537275806e-05,1.3855569704901427e-05,1.6752963347244076e-05,1.8958926375489682e-05,2.290689189976547e-05,1.3303088053362444e-05,0.05990811064839363,0.10197489708662033,0.02650272473692894,0.7448926568031311,0.00047505582915619016,0.0020226004999130964,1.4762529134750366,,2330
,,,,,,,,,,,,,,,,,,,,0.000999625103101716,2331
37,0.1973372995853424,0.10661438852548599,0.021412799134850502,0.9569230675697327,4.371187969809398e-05,6.795035005779937e-06,5.351444269763306e-05,7.583106253150618e-06,6.388002657331526e-05,9.507478353043552e-06,6.178835610626265e-05,8.13580845715478e-06,0.057791244238615036,0.10888846218585968,0.02762545458972454,0.7938733100891113,0.001045892247930169,0.0017313080606982112,1.4123071432113647,,2393
,,,,,,,,,,,,,,,,,,,,0.0009996045672675841,2394
38,0.18869246542453766,0.10988176614046097,0.022094225510954857,1.006508231163025,5.1078302931273356e-05,8.841425369610079e-06,3.9416416257154197e-05,7.300749530259054e-06,5.9532605519052595e-05,6.35257765679853e-06,7.52159976400435e-05,7.626212664035847e-06,0.0575256384909153,0.10350673645734787,0.025592049583792686,0.8460907340049744,0.0012922241585329175,0.000520410540048033,1.3511263132095337,,2456
,,,,,,,,,,,,,,,,,,,,0.0009995834841040985,2457
39,0.20292750000953674,0.11458506435155869,0.022861026227474213,1.0554115772247314,4.030784475617111e-05,1.3714528904529288e-05,3.079852831433527e-05,1.2759847777488176e-05,1.3666675840795506e-05,1.4154061318549793e-05,1.359892758046044e-05,1.3074183698336128e-05,0.05950150638818741,0.11416234821081161,0.026745028793811798,0.8823946714401245,0.0013033747673034668,0.00106318318285048,1.2937164306640625,,2519
,,,,,,,,,,,,,,,,,,,,0.0009995618536343795,2520
40,0.18787749111652374,0.11858545243740082,0.02571221999824047,1.1057995557785034,7.960012590046972e-05,9.646565558796283e-06,7.462838402716443e-05,1.1329444532748312e-05,5.1419963710941374e-05,1.8315304259886034e-05,4.631293995771557e-05,1.0951847798423842e-05,0.05722406134009361,0.10506968200206757,0.022009244188666344,0.9100350141525269,0.0019708334002643824,0.0013014547294005752,1.2384244203567505,,2582
,,,,,,,,,,,,,,,,,,,,0.0009995396758821474,2583
