epoch,loss,loss/beta,loss/data,loss/ic,loss/res,lr,step
,,,,,,0.0005,4779
59,0.004858571570366621,0.08516784757375717,0.0036466442979872227,0.0005048580933362246,0.0007070704596117139,,4859
,,,,,,0.0005,4860
60,0.0046661910600960255,0.0819007009267807,0.0034601865336298943,0.00044011027785018086,0.0007658945978619158,,4940
,,,,,,0.0005,4941
61,0.004795941989868879,0.08007180690765381,0.00336685823276639,0.0003801204147748649,0.0010489651467651129,,5021
,,,,,,0.0005,5022
62,0.004563690163195133,0.07872489094734192,0.0033006451558321714,0.00038706441409885883,0.0008759814663790166,,5102
,,,,,,0.0005,5103
63,0.004289328120648861,0.0763808861374855,0.003100211266428232,0.0003894715046044439,0.0007996452040970325,,5183
,,,,,,0.0005,5184
64,0.004169497173279524,0.07341951131820679,0.002938640769571066,0.0004140683449804783,0.0008167876512743533,,5264
,,,,,,0.0005,5265
65,0.004097451455891132,0.0709424763917923,0.0027480549179017544,0.00037368928315117955,0.0009757055668160319,,5345
,,,,,,0.0005,5346
66,0.003832901129499078,0.06662040948867798,0.002526548458263278,0.0004470018029678613,0.0008593495585955679,,5426
,,,,,,0.0005,5427
67,0.00383415212854743,0.06530820578336716,0.0024209378752857447,0.00039574073161929846,0.0010174729395657778,,5507
,,,,,,0.0005,5508
68,0.003548238892108202,0.06318402290344238,0.0022836485877633095,0.0004154999915044755,0.0008490902837365866,,5588
,,,,,,0.0005,5589
69,0.0037060556933283806,0.061506543308496475,0.0021828734315931797,0.0004147802828811109,0.0011084028519690037,,5669
,,,,,,0.0005,5670
70,0.003906591795384884,0.05997245013713837,0.0020322820637375116,0.00042563004535622895,0.0014486791333183646,,5750
,,,,,,0.0005,5751
71,0.003283473663032055,0.05906059220433235,0.00203668512403965,0.00030520514701493084,0.0009415825479663908,,5831
,,,,,,0.0005,5832
72,0.0036571447271853685,0.05829980596899986,0.0019466608064249158,0.00042593321995809674,0.0012845502933487296,,5912
,,,,,,0.0005,5913
73,0.003930108156055212,0.05703048035502434,0.0018761097453534603,0.00032892366289161146,0.001725075300782919,,5993
,,,,,,0.0005,5994
74,0.0036570485681295395,0.05778525769710541,0.0019136830233037472,0.0002795373438857496,0.0014638283755630255,,6074
,,,,,,0.0005,6075
75,0.0032533626072108746,0.056085772812366486,0.0017739010509103537,0.0004011685086879879,0.0010782928438857198,,6155
,,,,,,0.0005,6156
76,0.003584108781069517,0.05670701712369919,0.0017324961954727769,0.0002711753186304122,0.001580437645316124,,6236
,,,,,,0.0005,6237
77,0.0032098765950649977,0.056293975561857224,0.0016387789510190487,0.0003595859161578119,0.0012115126010030508,,6317
,,,,,,0.0005,6318
78,0.0031641623936593533,0.05659428983926773,0.0016435108846053481,0.0002749776467680931,0.0012456747936084867,,6398
,,,,,,0.0005,6399
79,0.003363089170306921,0.05615207180380821,0.001553280744701624,0.00039886560989543796,0.0014109429903328419,,6479
,,,,,,0.0005,6480
80,0.003100751433521509,0.05720238387584686,0.0014854010660201311,0.0002531962818466127,0.0013621540274471045,,6560
,,,,,,0.0005,6561
81,0.0032920127268880606,0.0580940768122673,0.0014998165424913168,0.000266942719463259,0.001525252591818571,,6641
,,,,,,0.0005,6642
82,0.0033647336531430483,0.058394718915224075,0.0014533144421875477,0.00031037023290991783,0.0016010497929528356,,6722
,,,,,,0.0005,6723
83,0.0030001280829310417,0.060643479228019714,0.0012947219656780362,0.00043556911987252533,0.0012698379578068852,,6803
,,,,,,0.0005,6804
84,0.004073364194482565,0.062086258083581924,0.0013551139272749424,0.00025854649720713496,0.002459703478962183,,6884
,,,,,,0.0005,6885
85,0.0025715648662298918,0.061531733721494675,0.0013421805342659354,0.00026339938631281257,0.0009659857605583966,,6965
,,,,,,0.0005,6966
86,0.002750865649431944,0.06415535509586334,0.0012731977039948106,0.0003305983846075833,0.0011470695026218891,,7046
,,,,,,0.0005,7047
87,0.002329873852431774,0.0664304718375206,0.0012216087197884917,0.0002679964527487755,0.0008402687381021678,,7127
,,,,,,0.0005,7128
88,0.0024961638264358044,0.06843933463096619,0.0011740914778783917,0.00026123953284695745,0.0010608327575027943,,7208
,,,,,,0.0005,7209
89,0.0038654061499983072,0.06815013289451599,0.0012401493731886148,0.00021468065096996725,0.002410575747489929,,7289
,,,,,,0.0005,7290
90,0.003389587625861168,0.06720232218503952,0.0012309973826631904,0.00023319742467720062,0.001925392891280353,,7370
,,,,,,0.0005,7371
91,0.0025477265007793903,0.06744259595870972,0.0012325862189754844,0.00019782938761636615,0.0011173104867339134,,7451
,,,,,,0.0005,7452
92,0.0026541247498244047,0.06773602962493896,0.0012339613167569041,0.00020765248336829245,0.001212512026540935,,7532
,,,,,,0.0005,7533
93,0.002416756236925721,0.07271093130111694,0.0011079764226451516,0.0003230666625313461,0.0009857129771262407,,7613
,,,,,,0.0005,7614
94,0.0021728244610130787,0.07719162106513977,0.0010563730029389262,0.00022418636945076287,0.0008922656415961683,,7694
,,,,,,0.0005,7695
95,0.0035136898513883352,0.07877649366855621,0.0010771765373647213,0.00019844566122628748,0.0022380677983164787,,7775
,,,,,,0.0005,7776
96,0.0023036987986415625,0.08139410614967346,0.001012100838124752,0.00027721174410544336,0.0010143864201381803,,7856
,,,,,,0.0005,7857
97,0.002954594325274229,0.0863475501537323,0.0009718507062643766,0.0002821289235725999,0.001700615044683218,,7937
,,,,,,0.0005,7938
98,0.0021647822577506304,0.08846046030521393,0.0009876895928755403,0.00018127387738786638,0.0009958192240446806,,8018
,,,,,,0.0005,8019
99,0.0023708113003522158,0.09204450994729996,0.0009487909264862537,0.00021463731536641717,0.0012073832331225276,,8099
,,,,,,0.0005,8100
100,0.002785967430099845,0.09332498162984848,0.0009490630473010242,0.00018543154874350876,0.0016514722956344485,,8180
,,,,,,0.0005,8181
101,0.002257493557408452,0.09765563905239105,0.000909381196834147,0.0002487312303856015,0.001099381479434669,,8261
,,,,,,0.0005,8262
102,0.002289255615323782,0.1015012338757515,0.0008697444573044777,0.00023240815789904445,0.0011871038004755974,,8342
,,,,,,0.0005,8343
103,0.00219525839202106,0.10697782784700394,0.0008539470145478845,0.00019133965543005615,0.0011499717365950346,,8423
,,,,,,0.0005,8424
104,0.003242278005927801,0.10677153617143631,0.0009094667038880289,0.00015738415822852403,0.0021754270419478416,,8504
,,,,,,0.0005,8505
105,0.0025331859942525625,0.10369174182415009,0.0009056638809852302,0.00021107567590661347,0.001416446059010923,,8585
,,,,,,0.0005,8586
106,0.002330957679077983,0.10083027929067612,0.0009375221561640501,0.0001645965239731595,0.0012288393918424845,,8666
,,,,,,0.0005,8667
107,0.002927622990682721,0.10275702178478241,0.0009028053027577698,0.000274665595497936,0.0017501517431810498,,8747
,,,,,,0.0005,8748
108,0.001924451906234026,0.10652516037225723,0.0008568143239244819,0.0001675594539847225,0.0009000780992209911,,8828
,,,,,,0.0005,8829
109,0.0023200472351163626,0.10987145453691483,0.0008495774818584323,0.00017903390107676387,0.0012914352118968964,,8909
,,,,,,0.0005,8910
110,0.0024604247882962227,0.1111324355006218,0.0008601146400906146,0.0001720778673188761,0.0014282319461926818,,8990
,,,,,,0.0005,8991
111,0.003141653025522828,0.10976206511259079,0.0008785095415078104,0.00015620968770235777,0.002106933854520321,,9071
,,,,,,0.0005,9072
112,0.0020420595537871122,0.1095939427614212,0.0008677965961396694,0.00019582733511924744,0.0009784353896975517,,9152
,,,,,,0.0005,9153
113,0.002284460701048374,0.11424008011817932,0.0008424572297371924,0.00016358090215362608,0.0012784223072230816,,9233
,,,,,,0.0005,9234
114,0.0022434163838624954,0.11796894669532776,0.0008348386618308723,0.00016373199468944222,0.0012448456836864352,,9314
,,,,,,0.0005,9315
115,0.0021572241093963385,0.12463945895433426,0.0007648608298040926,0.0002172976965084672,0.0011750654084607959,,9395
,,,,,,0.0005,9396
116,0.0018291424494236708,0.12552134692668915,0.0007623801939189434,0.0001538849319331348,0.0009128776146098971,,9476
,,,,,,0.0005,9477
117,0.002165799029171467,0.12909090518951416,0.0007553081959486008,0.00016574627079535276,0.001244744285941124,,9557
,,,,,,0.0005,9558
118,0.0026337227318435907,0.12912358343601227,0.0007565408595837653,0.00016058230539783835,0.0017165992176160216,,9638
,,,,,,0.0005,9639
119,0.002992806723341346,0.12758685648441315,0.0007847255910746753,0.00014038286462891847,0.0020676981657743454,,9719
,,,,,,0.0005,9720
120,0.0020745734218508005,0.12637141346931458,0.0008206241182051599,0.0001336197747150436,0.0011203293688595295,,9800
,,,,,,0.0005,9801
121,0.0018115905113518238,0.13178032636642456,0.0007511081639677286,0.0001642380957491696,0.0008962444262579083,,9881
,,,,,,0.0005,9882
122,0.0020817010663449764,0.1376529186964035,0.0007419424946419895,0.00014462324907071888,0.0011951344786211848,,9962
,,,,,,0.0005,9963
123,0.002136216964572668,0.14049990475177765,0.0007040598429739475,0.0001731539232423529,0.0012590036494657397,,10043
,,,,,,0.0005,10044
124,0.0025521223433315754,0.14177186787128448,0.0007397986482828856,0.00012231127766426653,0.0016900127520784736,,10124
,,,,,,0.0005,10125
125,0.0020135168451815844,0.14025309681892395,0.0007502746302634478,0.00012561817129608244,0.0011376244947314262,,10205
,,,,,,0.0005,10206
126,0.0015710183652117848,0.14066775143146515,0.0007420614128932357,0.00013685871090274304,0.0006920978194102645,,10286
,,,,,,0.0005,10287
127,0.001539890537969768,0.14743570983409882,0.0006973670679144561,0.0001586090074852109,0.000683913822285831,,10367
,,,,,,0.0005,10368
128,0.0025507360696792603,0.15036453306674957,0.0006933711119927466,0.0001261079596588388,0.0017312568379566073,,10448
,,,,,,0.0005,10449
129,0.002116516698151827,0.14636191725730896,0.0007171971374191344,0.00014056988584343344,0.0012587496312335134,,10529
,,,,,,0.0005,10530
130,0.002405333099886775,0.14545327425003052,0.000728517712559551,0.00014950252079870552,0.0015273127937689424,,10610
,,,,,,0.0005,10611
131,0.0023828197736293077,0.14811167120933533,0.0007321976008825004,0.0001621112896827981,0.001488510170020163,,10691
,,,,,,0.0005,10692
132,0.002985713304951787,0.1475454568862915,0.0007596957730129361,0.00011273824202362448,0.002113278489559889,,10772
,,,,,,0.0005,10773
133,0.0023858591448515654,0.15069545805454254,0.0007131157908588648,0.00016427895752713084,0.0015084641054272652,,10853
,,,,,,0.0005,10854
134,0.0025797593407332897,0.15197649598121643,0.000718248076736927,0.00012300537491682917,0.0017385055543854833,,10934
,,,,,,0.0005,10935
135,0.0016399555606767535,0.15459851920604706,0.0006991168484091759,0.00014291051775217056,0.0007979281363077462,,11015
,,,,,,0.0005,11016
136,0.00208428967744112,0.16015203297138214,0.0006836908869445324,0.00013026857050135732,0.0012703301617875695,,11096
,,,,,,0.0005,11097
137,0.0023910938762128353,0.16052013635635376,0.0006849036435596645,0.0001412778947269544,0.0015649119159206748,,11177
,,,,,,0.0005,11178
138,0.0021684688981622458,0.15933679044246674,0.000707287690602243,0.00010965931869577616,0.0013515225145965815,,11258
,,,,,,0.0005,11259
139,0.0022332961671054363,0.16264347732067108,0.0006692687748000026,0.00015380853437818587,0.0014102194691076875,,11339
,,,,,,0.0005,11340
140,0.0025144615210592747,0.16507482528686523,0.0006828409968875349,0.00012358430831227452,0.001708036521449685,,11420
,,,,,,0.0005,11421
141,0.0021027117036283016,0.1620507836341858,0.0007076617912389338,0.00011061997793149203,0.001284429687075317,,11501
,,,,,,0.0005,11502
142,0.0017081908881664276,0.16537904739379883,0.0006756905349902809,0.00016265145677607507,0.0008698493475094438,,11582
,,,,,,0.0005,11583
143,0.0022453709971159697,0.17007341980934143,0.0006807540194131434,0.00013934573507867754,0.0014252709224820137,,11663
,,,,,,0.0005,11664
144,0.0023639139253646135,0.1683310866355896,0.0006784884026274085,0.00012072562094544992,0.0015647010877728462,,11744
,,,,,,0.0005,11745
145,0.0024669659323990345,0.16485832631587982,0.0006855830433778465,0.0001301401644013822,0.0016512429574504495,,11825
,,,,,,0.0005,11826
146,0.001887621940113604,0.16550390422344208,0.0006700142985209823,0.00013269073679111898,0.0010849168756976724,,11906
,,,,,,0.0005,11907
147,0.0026617685798555613,0.17369362711906433,0.000644722837023437,0.00013226557348389179,0.0018847804749384522,,11987
,,,,,,0.0005,11988
148,0.0016545174876227975,0.1740553230047226,0.0006676131160929799,0.00010984713298967108,0.0008770576678216457,,12068
,,,,,,0.0005,12069
149,0.001658067456446588,0.17863774299621582,0.0006333858473226428,0.00013585253327619284,0.0008888290612958372,,12149
,,,,,,0.0005,12150
150,0.0016894676955416799,0.1873210370540619,0.0006146475207060575,0.00012769341992679983,0.0009471264202147722,,12230
,,,,,,0.0005,12231
151,0.0021061208099126816,0.18881504237651825,0.0006086138309910893,0.00012719097139779478,0.0013703162549063563,,12311
,,,,,,0.0005,12312
