epoch,loss,loss/Rt,loss/data,loss/ic,loss/res,lr,step
,,,,,,0.0005,0
0,1.0203731060028076,1.4823434352874756,0.06258968263864517,0.11349765211343765,0.8442850708961487,,59
,,,,,,0.0005,60
1,0.003612909931689501,1.6962722539901733,0.003607627470046282,3.8532743928954005e-06,1.4296826975623844e-06,,119
,,,,,,0.0005,120
2,0.0036130675580352545,1.6946338415145874,0.003608100349083543,3.5356626995053375e-06,1.432512931387464e-06,,179
,,,,,,0.0005,180
3,0.00361264799721539,1.690691351890564,0.0036071976646780968,3.846033905574586e-06,1.6039062984418706e-06,,239
,,,,,,0.0005,240
4,0.003612121567130089,1.6852906942367554,0.003606044454500079,4.240575890435139e-06,1.8368208429819788e-06,,299
,,,,,,0.0005,300
5,0.003611489897593856,1.6780017614364624,0.003604619298130274,4.724536211142549e-06,2.145884991477942e-06,,359
,,,,,,0.0005,360
6,0.003610746469348669,1.6682509183883667,0.003602897049859166,5.3020539780845866e-06,2.5471758817730006e-06,,419
,,,,,,0.0005,420
7,0.0036098749842494726,1.6553220748901367,0.0036008486058562994,5.972104645479703e-06,3.05396110888978e-06,,479
,,,,,,0.0005,480
8,0.003608845407143235,1.6383901834487915,0.003598445327952504,6.728817425027955e-06,3.671068725452642e-06,,539
,,,,,,0.0005,540
9,0.0036075995303690434,1.6165562868118286,0.0035956373903900385,7.56775352783734e-06,4.393817562231561e-06,,599
,,,,,,0.0005,600
10,0.003606035141274333,1.5888336896896362,0.0035923137329518795,8.506019185006153e-06,5.214940301812021e-06,,659
,,,,,,0.0005,660
11,0.0036039676051586866,1.553920030593872,0.0035882091615349054,9.615247108740732e-06,6.1431469475792255e-06,,719
,,,,,,0.0005,720
12,0.003601010888814926,1.5094280242919922,0.003582702949643135,1.1088799510616809e-05,7.218970040412387e-06,,779
,,,,,,0.0005,780
13,0.0035961007233709097,1.4494496583938599,0.0035741471219807863,1.3475659216055647e-05,8.478708878101315e-06,,839
,,,,,,0.0005,840
14,0.003584194928407669,1.3543264865875244,0.0035555146168917418,1.936105400091037e-05,9.318868251284584e-06,,899
,,,,,,0.0005,900
15,0.003511445363983512,1.2134885787963867,0.0033878146205097437,5.05406605952885e-05,7.30898100300692e-05,,959
,,,,,,0.0005,960
16,0.0035565048456192017,1.2288163900375366,0.003540877252817154,8.807591257209424e-06,6.820850558142411e-06,,1019
,,,,,,0.0005,1020
17,0.004512249492108822,1.2424319982528687,0.003189015667885542,0.00012348957534413785,0.001199744874611497,,1079
,,,,,,0.0005,1080
18,0.003576213726773858,1.3637549877166748,0.0035581320989876986,5.822570983582409e-06,1.2257558410055935e-05,,1139
,,,,,,0.0005,1140
19,0.003542434424161911,1.2971493005752563,0.0035077270586043596,1.685389543126803e-05,1.7854948964668438e-05,,1199
,,,,,,0.0005,1200
20,0.003361533163115382,1.192313551902771,0.0031488670501857996,0.000199406043975614,1.3259555998956785e-05,,1259
,,,,,,0.0005,1260
21,0.0033311364240944386,1.1677484512329102,0.0032069431617856026,0.00011862952669616789,5.563389549934072e-06,,1319
,,,,,,0.0005,1320
22,0.003146443050354719,1.1640316247940063,0.002962632803246379,0.00018063001334667206,3.1802132980374154e-06,,1379
,,,,,,0.0005,1380
23,0.003028428414836526,1.1618907451629639,0.002827427117154002,0.00019592235912568867,5.078228696220322e-06,,1439
,,,,,,0.0005,1440
24,0.002913684817031026,1.1592339277267456,0.0026990647893399,0.00019866858201567084,1.5951716704876162e-05,,1499
,,,,,,0.0005,1500
25,0.0028221439570188522,1.1565762758255005,0.0025974796153604984,0.00018419288971927017,4.047140828333795e-05,,1559
,,,,,,0.0005,1560
26,0.0027593972627073526,1.1551622152328491,0.00252566603012383,0.0001676963729551062,6.603485235245898e-05,,1619
,,,,,,0.0005,1620
27,0.002700165845453739,1.1547714471817017,0.0024752048775553703,0.00016420539759565145,6.075546480133198e-05,,1679
,,,,,,0.0005,1680
28,0.0026566663291305304,1.154160976409912,0.0024033214431256056,0.00015642917423974723,9.69157918007113e-05,,1739
,,,,,,0.0005,1740
29,0.0025574490427970886,1.1528546810150146,0.0023584216833114624,0.00013898735051043332,6.00396997469943e-05,,1799
,,,,,,0.0005,1800
30,0.002650697948411107,1.1511919498443604,0.0022472685668617487,0.0001227871107403189,0.00028064180514775217,,1859
,,,,,,0.0005,1860
31,0.0024855509400367737,1.1514308452606201,0.002328796312212944,0.00010138279321836308,5.537136530620046e-05,,1919
,,,,,,0.0005,1920
32,0.002390438225120306,1.1496825218200684,0.002206107834354043,0.00010817650763783604,7.615433423779905e-05,,1979
,,,,,,0.0005,1980
33,0.002382531063631177,1.149349570274353,0.002181659685447812,9.350497566629201e-05,0.00010736645344877616,,2039
,,,,,,0.0005,2040
34,0.0023453652393072844,1.149658203125,0.0022088284604251385,7.585300772916526e-05,6.068381844670512e-05,,2099
,,,,,,0.0005,2100
35,0.002261156914755702,1.1496936082839966,0.0020969011820852757,7.425728108501062e-05,8.99991428013891e-05,,2159
,,,,,,0.0005,2160
36,0.0022244860883802176,1.1508965492248535,0.002106025815010071,5.744080772274174e-05,6.101934195612557e-05,,2219
,,,,,,0.0005,2220
37,0.002145616803318262,1.1513704061508179,0.0020590778440237045,4.873154466622509e-05,3.780706174438819e-05,,2279
,,,,,,0.0005,2280
38,0.0021108246874064207,1.1533293724060059,0.00201829569414258,3.8415208109654486e-05,5.411397432908416e-05,,2339
,,,,,,0.0005,2340
39,0.0024619780015200377,1.1551908254623413,0.0019503592047840357,3.23903514072299e-05,0.0004792288818862289,,2399
,,,,,,0.0005,2400
