epoch,loss,loss/bc_bottom,loss/bc_left,loss/bc_right,loss/bc_top,loss/pde_residual,lr,step
,,,,,,,0.001,179100
398,0.0030497151892632246,0.00015421214629895985,0.00015770447498653084,0.00015695356705691665,0.0001531187881482765,0.002427726285532117,,179549
,,,,,,,0.001,179550
399,0.003097795881330967,0.00017317483434453607,0.00017714183195494115,0.00017774953448679298,0.00017308903625234962,0.002396640833467245,,179999
,,,,,,,0.001,180000
400,0.0034393146634101868,0.00018634842126630247,0.00018904131138697267,0.0001891069405246526,0.00018345417629461735,0.002691368106752634,,180449
,,,,,,,0.001,180450
401,0.002985181752592325,0.0001875791058409959,0.00019251415506005287,0.0001936431071953848,0.00018648621335159987,0.002224959898740053,,180899
,,,,,,,0.001,180900
402,0.0033712699078023434,0.00016662618145346642,0.00017157381807919592,0.00017142988508567214,0.00016517845506314188,0.002696460345759988,,181349
,,,,,,,0.001,181350
403,0.003777752397581935,0.0002456055080983788,0.00025804867618717253,0.0002623368927743286,0.00024784670677036047,0.0027639137115329504,,181799
,,,,,,,0.001,181800
404,0.002756386296823621,0.0001732982200337574,0.0001791348768165335,0.00017943324928637594,0.00017527012096252292,0.0020492500625550747,,182249
,,,,,,,0.001,182250
405,0.003461744636297226,0.00015496219566557556,0.00015734409680590034,0.00015740733942948282,0.00015513418475165963,0.0028368961066007614,,182699
,,,,,,,0.001,182700
406,0.003056418150663376,0.00018173280113842338,0.00019100549980066717,0.00019007333321496844,0.0001854628062574193,0.0023081458639353514,,183149
,,,,,,,0.001,183150
407,0.0034156942274421453,0.00021397753152996302,0.0002282207424286753,0.00022874488786328584,0.00022115951287560165,0.002523590810596943,,183599
,,,,,,,0.001,183600
408,0.0031510950066149235,0.0001633729407330975,0.0001693322410574183,0.00016967896954156458,0.00016708178736735135,0.0024816300719976425,,184049
,,,,,,,0.001,184050
409,0.004030030220746994,0.0002683386264834553,0.0002820474037434906,0.00028715882217511535,0.00027516973204910755,0.0029173181392252445,,184499
,,,,,,,0.001,184500
410,0.003093225648626685,0.0001238126860698685,0.00012783157580997795,0.00012750783935189247,0.0001248754997504875,0.0025891968980431557,,184949
,,,,,,,0.001,184950
411,0.003263195976614952,0.00025505415396764874,0.00026465943665243685,0.000266332266619429,0.0002595315163489431,0.002217617817223072,,185399
,,,,,,,0.001,185400
412,0.004399630706757307,0.0002762216900009662,0.0002913776261266321,0.00029766131774522364,0.00027726299595087767,0.0032571081537753344,,185849
,,,,,,,0.001,185850
413,0.0032756163273006678,0.0001808257366064936,0.00019018819148186594,0.00018859709962271154,0.00018474794342182577,0.002531257690861821,,186299
,,,,,,,0.001,186300
414,0.0035198675468564034,0.0002315055171493441,0.00023968856839928776,0.0002454339701216668,0.0002367507404414937,0.0025664896238595247,,186749
,,,,,,,0.001,186750
415,0.0032788885291665792,0.00020433853205759078,0.00021189915423747152,0.00021570877288468182,0.00020796756143681705,0.0024389736354351044,,187199
,,,,,,,0.001,187200
416,0.0030306028202176094,0.00013832299737259746,0.00014011211169417948,0.0001441988570149988,0.00013965240214020014,0.0024683165829628706,,187649
,,,,,,,0.001,187650
417,0.0030210288241505623,0.00019541257643140852,0.0002020518877543509,0.00020715304708573967,0.00019891707052011043,0.0022174944169819355,,188099
,,,,,,,0.001,188100
418,0.002939748577773571,0.00015011304640211165,0.00015168388199526817,0.00015529901429545134,0.0001515268668299541,0.002331126481294632,,188549
,,,,,,,0.001,188550
419,0.002643673913553357,0.0001761534804245457,0.00018066391930915415,0.00018511727103032172,0.00017739400209393352,0.0019243466667830944,,188999
,,,,,,,0.001,189000
420,0.0030886081513017416,0.00012941993190906942,0.00013413910346571356,0.0001374302664771676,0.00013119242794346064,0.0025564238894730806,,189449
,,,,,,,0.001,189450
421,0.0029082803521305323,0.00019178491493221372,0.00019953986338805407,0.00020139740081503987,0.00019662534759845585,0.0021189332474023104,,189899
,,,,,,,0.001,189900
422,0.002824722556397319,0.00018458148406352848,0.00018928821373265237,0.00019038640311919153,0.00018595972505863756,0.002074507297948003,,190349
,,,,,,,0.001,190350
423,0.0030415761284530163,0.00015104992780834436,0.0001542010868433863,0.0001560655073262751,0.0001517502241767943,0.002428509760648012,,190799
,,,,,,,0.001,190800
424,0.003259578486904502,0.00019220465037506074,0.00019528635311871767,0.0001982798130484298,0.00019483421056065708,0.002478972775861621,,191249
,,,,,,,0.001,191250
425,0.002855783561244607,0.00016166092245839536,0.00016763649182394147,0.00017146325262729079,0.00016518429038114846,0.0021898383274674416,,191699
,,,,,,,0.001,191700
426,0.002970319241285324,0.00015622477803844959,0.00015969901869539171,0.00016341378795914352,0.00015931983944028616,0.002331661991775036,,192149
,,,,,,,0.001,192150
427,0.002802741015329957,0.0002091835776809603,0.00021955362171866,0.00022187411377672106,0.0002120655553881079,0.001940063200891018,,192599
,,,,,,,0.001,192600
428,0.003430389566347003,0.00017686524370219558,0.00017326512897852808,0.00018086620548274368,0.0001749150105752051,0.002724479651078582,,193049
,,,,,,,0.001,193050
429,0.0031357062980532646,0.00018847253522835672,0.00019545727991499007,0.0002005409769481048,0.00019578922365326434,0.0023554491344839334,,193499
,,,,,,,0.001,193500
430,0.0031673419289290905,0.00014361724606715143,0.00014856351481284946,0.00014737609308212996,0.0001486481196479872,0.002579137682914734,,193949
,,,,,,,0.001,193950
431,0.003611133201047778,0.00023833256273064762,0.0002479841641616076,0.00025304974406026304,0.00024494234821759164,0.0026268253568559885,,194399
,,,,,,,0.001,194400
432,0.003405596362426877,0.00016449943359475583,0.00017290681716986,0.00017514859791845083,0.00017117084644269198,0.002721873577684164,,194849
,,,,,,,0.001,194850
433,0.002938434248790145,0.00017672611284069717,0.0001837939053075388,0.00018626413657329977,0.00018053509120363742,0.0022111162543296814,,195299
,,,,,,,0.001,195300
434,0.003915390465408564,0.0002017043298110366,0.0002142624871339649,0.0002170884981751442,0.00021333267795853317,0.0030690054409205914,,195749
,,,,,,,0.001,195750
435,0.0028425802011042833,0.00017959857359528542,0.000184399337740615,0.00019114046881441027,0.00018547741638030857,0.002101964084431529,,196199
,,,,,,,0.001,196200
436,0.0031172388698905706,0.0001474494201829657,0.0001488167472416535,0.00015493239334318787,0.00015069414803292602,0.0025153488386422396,,196649
,,,,,,,0.001,196650
437,0.003132493933662772,0.00017260386084672064,0.00018147611990571022,0.00018462962179910392,0.0001797191653167829,0.0024140668101608753,,197099
,,,,,,,0.001,197100
438,0.003062359057366848,0.00014918827218934894,0.0001557708455948159,0.00015721078671049327,0.00015298141806852072,0.002447207923978567,,197549
,,,,,,,0.001,197550
439,0.0033540360163897276,0.0002061880804831162,0.00021706886764150113,0.0002193417021771893,0.00021488928177859634,0.002496546832844615,,197999
,,,,,,,0.001,198000
440,0.002789113437756896,0.00011845857807202265,0.00012066289491485804,0.00012296585191506892,0.00012177914322819561,0.0023052473552525043,,198449
,,,,,,,0.001,198450
441,0.0029706237837672234,0.00018892201478593051,0.0001974516490008682,0.00020138446416240185,0.00019419044838286936,0.002188676968216896,,198899
,,,,,,,0.001,198900
442,0.003298759227618575,0.00019308998889755458,0.00020255848357919604,0.00020800807396881282,0.00020037029753439128,0.0024947335477918386,,199349
,,,,,,,0.001,199350
443,0.0040517644956707954,0.00022360974980983883,0.00022564090613741428,0.00023457415227312595,0.00022572881425730884,0.003142209257930517,,199799
,,,,,,,0.001,199800
444,0.0036160137970000505,0.0002598305873107165,0.00027199756004847586,0.00027714716270565987,0.00026795401936396956,0.002539084292948246,,200249
,,,,,,,0.001,200250
445,0.0035019605420529842,0.00021509980433620512,0.0002205911441706121,0.00022578182688448578,0.0002211915561929345,0.0026192942168563604,,200699
,,,,,,,0.001,200700
446,0.003432800527662039,0.000181522686034441,0.0001902279764181003,0.00019132350280415267,0.0001876622118288651,0.002682063728570938,,201149
,,,,,,,0.001,201150
447,0.003679401706904173,0.00020271957328077406,0.00020953336206730455,0.00021759819355793297,0.00020846813276875764,0.0028410814702510834,,201599
,,,,,,,0.001,201600
448,0.0026617608964443207,0.00016962585505098104,0.00017542940622661263,0.00018055927648674697,0.00017385811952408403,0.0019622878171503544,,202049
,,,,,,,0.001,202050
449,0.0036030432675033808,0.0002158780989702791,0.0002283014327986166,0.000226188130909577,0.00021388112509157509,0.002718794159591198,,202499
,,,,,,,0.001,202500
450,0.0034940035548061132,0.00017875144840218127,0.00018360072863288224,0.00018677585467230529,0.00018361752154305577,0.002761256415396929,,202949
,,,,,,,0.001,202950
451,0.003945384174585342,0.00023089558817446232,0.0002395795308984816,0.00024497066624462605,0.00024287424457725137,0.0029870630241930485,,203399
,,,,,,,0.001,203400
452,0.0028705496806651354,0.00017025509441737086,0.00017135585949290544,0.00017653731629252434,0.00017304127686657012,0.0021793595515191555,,203849
,,,,,,,0.001,203850
453,0.0029281764291226864,0.00018576864385977387,0.0001969011645996943,0.0001990120654227212,0.00019517466716933995,0.002151319058611989,,204299
,,,,,,,0.001,204300
454,0.004111818969249725,0.00024833064526319504,0.0002700642799027264,0.0002630724338814616,0.0002585367765277624,0.003071814076974988,,204749
,,,,,,,0.001,204750
455,0.0030578067526221275,0.00014744063082616776,0.0001548542350064963,0.00015347862790804356,0.0001525984553154558,0.0024494340177625418,,205199
,,,,,,,0.001,205200
456,0.00282622710801661,0.00015109694504644722,0.00015680183423683047,0.00016065590898506343,0.00015535745478700846,0.0022023143246769905,,205649
,,,,,,,0.001,205650
457,0.003367777680978179,0.00019068029359914362,0.0001986656425287947,0.0002038058009929955,0.0001996493519982323,0.002574974438175559,,206099
,,,,,,,0.001,206100
458,0.0027294252067804337,0.00016652033082209527,0.00017218798166140914,0.00017752764688339084,0.00017463849508203566,0.002038550330325961,,206549
,,,,,,,0.001,206550
459,0.0037035311106592417,0.0002619264996610582,0.00027244651573710144,0.0002796588814817369,0.00026983139105141163,0.002619667910039425,,206999
,,,,,,,0.001,207000
460,0.003901656251400709,0.00018063659081235528,0.00020181661238893867,0.00020161057182122022,0.00019771956431213766,0.0031198731157928705,,207449
,,,,,,,0.001,207450
461,0.0033806415740400553,0.0001479724160162732,0.00015641724166925997,0.000158753726282157,0.00015624913794454187,0.0027612498961389065,,207899
,,,,,,,0.001,207900
462,0.004139034543186426,0.0003141114138998091,0.0003290404856670648,0.0003411431680433452,0.0003217454068362713,0.0028329964261502028,,208349
,,,,,,,0.001,208350
463,0.0027750704903155565,0.0001384814822813496,0.00014315632870420814,0.0001454354205634445,0.00014359084889292717,0.0022044063080102205,,208799
,,,,,,,0.001,208800
464,0.003116135485470295,0.00014348085096571594,0.0001493193267378956,0.0001521043013781309,0.00014947375166229904,0.0025217595975846052,,209249
,,,,,,,0.001,209250
465,0.0038934822659939528,0.0002883418637793511,0.0003032611857634038,0.0003091361722908914,0.0002917205565609038,0.0027010231278836727,,209699
,,,,,,,0.001,209700
466,0.0030711828731000423,0.00021380752150435,0.00022009796521160752,0.0002283500652993098,0.00022088804689701647,0.0021880390122532845,,210149
,,,,,,,0.001,210150
467,0.0030189298558980227,0.00015388595056720078,0.00015924795297905803,0.00016247545136138797,0.00015756944776512682,0.0023857534397393465,,210599
,,,,,,,0.001,210600
468,0.004161024000495672,0.00019263202557340264,0.0001997885701712221,0.0002041277475655079,0.00019939371850341558,0.00336508103646338,,211049
,,,,,,,0.001,211050
469,0.002880107844248414,0.0001833856658777222,0.00019129285647068173,0.0001968056458281353,0.0001882750220829621,0.0021203479263931513,,211499
,,,,,,,0.001,211500
470,0.0028314515948295593,0.00018502796592656523,0.00019315970712341368,0.00019698438700288534,0.00019030766270589083,0.002065971028059721,,211949
,,,,,,,0.001,211950
471,0.0032656120602041483,0.0001716676342766732,0.00018044754688162357,0.00018636324966792017,0.00017695807036943734,0.0025501754134893417,,212399
,,,,,,,0.001,212400
472,0.002684378530830145,0.00017533086065668613,0.00018049370555672795,0.00018463503511156887,0.00017892169125843793,0.001964995637536049,,212849
,,,,,,,0.001,212850
473,0.003225359134376049,0.00014417667989619076,0.00015080779849085957,0.00015350252215284854,0.00014747663226444274,0.0026293951086699963,,213299
,,,,,,,0.001,213300
474,0.00280100479722023,0.0001853394933277741,0.00019287980103399605,0.00019826088100671768,0.0001905059616547078,0.002034019446000457,,213749
,,,,,,,0.001,213750
475,0.003403013339266181,0.00017623759049456567,0.0001868981635197997,0.0001915747270686552,0.00018391605408396572,0.00266438745893538,,214199
,,,,,,,0.001,214200
476,0.003740791231393814,0.0001669291959842667,0.00017638002464082092,0.000178631889866665,0.00017779174959287047,0.00304105831310153,,214649
,,,,,,,0.001,214650
477,0.0037387749180197716,0.00024849121109582484,0.0002569694770500064,0.00026446019182913005,0.00025559679488651454,0.0027132572140544653,,215099
,,,,,,,0.001,215100
478,0.00371527555398643,0.00021629927505273372,0.0002281748893437907,0.00023241819872055203,0.00022322600125335157,0.0028151599690318108,,215549
,,,,,,,0.001,215550
479,0.002891483483836055,0.0001478387275710702,0.00015389295003842562,0.00015846449241507798,0.00015205435920506716,0.00227923272177577,,215999
,,,,,,,0.001,216000
480,0.0028143071103841066,0.0001815427531255409,0.00018763035768643022,0.0001914880849653855,0.00018431922944728285,0.002069326350465417,,216449
,,,,,,,0.001,216450
481,0.0028111152350902557,0.0001971555029740557,0.00020583542936947197,0.00021117852884344757,0.00020070474420208484,0.0019962408114224672,,216899
,,,,,,,0.001,216900
482,0.0030667814426124096,0.00011593752424232662,0.00011763608927140012,0.00012062364839948714,0.00011811685544671491,0.002594464458525181,,217349
,,,,,,,0.001,217350
483,0.002754710614681244,0.0001494730677222833,0.00015396888193208724,0.0001565008715260774,0.00015165079094003886,0.0021431175991892815,,217799
,,,,,,,0.001,217800
484,0.0028228301089257,0.00017722205666359514,0.00018419638217892498,0.00018765541608445346,0.00018211331916972995,0.0020916436333209276,,218249
,,,,,,,0.001,218250
485,0.003083571558818221,0.00015099186566658318,0.00015366572188213468,0.0001555829803692177,0.0001532803289592266,0.0024700493086129427,,218699
,,,,,,,0.001,218700
486,0.003215258475393057,0.00023162692377809435,0.00024470448261126876,0.0002487666206434369,0.00023605398018844426,0.0022541077341884375,,219149
,,,,,,,0.001,219150
487,0.00403716741129756,0.0002759178460109979,0.00026960906689055264,0.0002821641101036221,0.0002734642184805125,0.0029360144399106503,,219599
,,,,,,,0.001,219600
488,0.0029201218858361244,0.00014436387573368847,0.00014817809278611094,0.0001514509494882077,0.00014658304280601442,0.002329546958208084,,220049
,,,,,,,0.001,220050
489,0.003419130574911833,0.00016870828403625637,0.0001744630717439577,0.00017868691065814346,0.00017379937344230711,0.0027234747540205717,,220499
,,,,,,,0.001,220500
490,0.002746530342847109,0.00016297205002047122,0.00017027513240464032,0.00017429428407922387,0.00016835574933793396,0.0020706341601908207,,220949
,,,,,,,0.001,220950
491,0.002839876338839531,0.00014645062037743628,0.000153612025314942,0.00015594692376907915,0.00015128475206438452,0.0022325823083519936,,221399
,,,,,,,0.001,221400
492,0.0030427612364292145,0.00017044262494891882,0.000176449422724545,0.00018107201321981847,0.0001760977174853906,0.0023386995308101177,,221849
,,,,,,,0.001,221850
493,0.002762489952147007,0.0001773180702002719,0.0001849738764576614,0.0001878251787275076,0.00018258171621710062,0.0020297919400036335,,222299
,,,,,,,0.001,222300
494,0.0038532353937625885,0.00019270008488092571,0.0001981007371796295,0.00019965297542512417,0.0002001011889660731,0.0030626794323325157,,222749
,,,,,,,0.001,222750
495,0.003470459021627903,0.00028849340742453933,0.00030150386737659574,0.0003098687157034874,0.0002974942035507411,0.0022731004282832146,,223199
,,,,,,,0.001,223200
496,0.002909925766289234,0.0001558311632834375,0.0001624790602363646,0.00016532409063074738,0.00016197431250475347,0.002264317125082016,,223649
,,,,,,,0.001,223650
497,0.002896926598623395,0.00012027399498037994,0.00012562048505060375,0.00012781476834788918,0.00012568003148771822,0.0023975379299372435,,224099
,,,,,,,0.001,224100
498,0.0027392874471843243,0.00019829190568998456,0.00020612991647794843,0.00021156150614842772,0.00020414676691871136,0.0019191582687199116,,224549
,,,,,,,0.001,224550
499,0.002815107349306345,0.00014095813094172627,0.0001451371645089239,0.00014808909327257425,0.00014643007307313383,0.002234493847936392,,224999
,,,,,,,0.001,225000
500,0.0032012213487178087,9.236214827978984e-05,9.591936395736411e-05,9.835896344156936e-05,9.521780884824693e-05,0.002819363959133625,,225449
,,,,,,,0.001,225450
501,0.004058263264596462,0.00028117047622799873,0.00029704213375225663,0.00030823188717477024,0.00029101388645358384,0.0028808072675019503,,225899
,,,,,,,0.001,225900
502,0.003627985017374158,0.00017324957298114896,0.00018288307182956487,0.00018661022477317601,0.00018016071408055723,0.0029050810262560844,,226349
,,,,,,,0.001,226350
503,0.003144656540825963,0.00019598702783696353,0.00020342438074294478,0.00020592431246768683,0.00019980761862825602,0.002339512575417757,,226799
,,,,,,,0.001,226800
504,0.0032582085113972425,0.00016535357281100005,0.00017658232536632568,0.0001775199343683198,0.00017183755699079484,0.002566915936768055,,227249
,,,,,,,0.001,227250
505,0.0031958704348653555,0.00017613678937777877,0.00018069912039209157,0.00018903637828771025,0.00017680505698081106,0.0024731913581490517,,227699
,,,,,,,0.001,227700
506,0.003014841815456748,0.00019575798069126904,0.00020062334078829736,0.00020581642456818372,0.0001997487706830725,0.002212895778939128,,228149
,,,,,,,0.001,228150
507,0.002594528952613473,0.0001770284288795665,0.00018104794435203075,0.00018610732513479888,0.00018047112098429352,0.001869873609393835,,228599
,,,,,,,0.001,228600
508,0.0031719228718429804,0.0002197676949435845,0.0002301284985151142,0.00023262439935933799,0.0002262453781440854,0.0022631569299846888,,229049
,,,,,,,0.001,229050
509,0.0038471082225441933,0.00023489735031034797,0.00024777938961051404,0.0002540403511375189,0.0002423135592835024,0.002868077950552106,,229499
,,,,,,,0.001,229500
510,0.0026870002038776875,0.00011603449092945084,0.0001196063676616177,0.00012132746633142233,0.00012028312630718574,0.002209748374298215,,229949
,,,,,,,0.001,229950
511,0.0027422017883509398,0.00019307511684019119,0.00020185051835142076,0.0002043361746473238,0.00020048361329827458,0.0019424566999077797,,230399
,,,,,,,0.001,230400
512,0.0029892807360738516,0.00014161579019855708,0.00014613071107305586,0.0001495311880717054,0.0001449528499506414,0.002407050458714366,,230849
,,,,,,,0.001,230850
513,0.0032641286961734295,0.00016537403280381113,0.00017320711049251258,0.00017632618255447596,0.00017063751874957234,0.0025785837788134813,,231299
,,,,,,,0.001,231300
514,0.0034931423142552376,0.00015816882660146803,0.00016720234998501837,0.00016913434956222773,0.00016468792455270886,0.0028339491691440344,,231749
,,,,,,,0.001,231750
515,0.003345409408211708,0.0003042895987164229,0.0003182693035341799,0.00032761276816017926,0.00031303573632612824,0.0020822035148739815,,232199
,,,,,,,0.001,232200
516,0.0029452512972056866,0.00013651646440848708,0.00014395486505236477,0.00014539630501531065,0.00014186902262736112,0.0023775172885507345,,232649
,,,,,,,0.001,232650
517,0.0032818755134940147,0.00023029443400446326,0.00024103396572172642,0.0002458242524880916,0.00023716871510259807,0.0023275536950677633,,233099
,,,,,,,0.001,233100
518,0.0030973535031080246,8.636101119918749e-05,8.750988490646705e-05,8.877413347363472e-05,8.890016033546999e-05,0.0027458094991743565,,233549
,,,,,,,0.001,233550
519,0.004194928333163261,0.0002761980867944658,0.00029348276439122856,0.0002969815395772457,0.0002805733820423484,0.003047691658139229,,233999
,,,,,,,0.001,234000
520,0.00302511197514832,0.0001500439248047769,0.00015513644029852003,0.00015777695807628334,0.0001552254252601415,0.002406929386779666,,234449
,,,,,,,0.001,234450
521,0.0041939751245081425,0.0002465177094563842,0.0002544803137425333,0.0002507441968191415,0.00024065509205684066,0.0032015787437558174,,234899
,,,,,,,0.001,234900
522,0.0031223513651639223,0.00019729531777556986,0.00020808067347388715,0.0002115457464242354,0.0002045641012955457,0.002300865016877651,,235349
,,,,,,,0.001,235350
523,0.0031405047047883272,0.00018620862101670355,0.00019483128562569618,0.00019765039905905724,0.00019302083819638938,0.0023687928915023804,,235799
,,,,,,,0.001,235800
524,0.0038570149336010218,0.00026993348728865385,0.0002808053104672581,0.0002894475474022329,0.00027718846104107797,0.002739640651270747,,236249
,,,,,,,0.001,236250
525,0.0028556606266647577,0.00018235154857393354,0.00018964242190122604,0.00019551166042219847,0.00018608894606586546,0.0021020653657615185,,236699
,,,,,,,0.001,236700
526,0.004111552145332098,0.0002535404928494245,0.00026172271464020014,0.00026882902602665126,0.0002560378343332559,0.0030714243184775114,,237149
,,,,,,,0.001,237150
527,0.0031309269834309816,0.0001610287872608751,0.00016723659064155072,0.00017167351325042546,0.00016987243725452572,0.002461117459461093,,237599
,,,,,,,0.001,237600
528,0.0030352750327438116,0.0001805780630093068,0.00018817392992787063,0.0001920004142448306,0.00018524267943575978,0.0022892821580171585,,238049
,,,,,,,0.001,238050
529,0.002749720588326454,0.000148354796692729,0.00015571601397823542,0.00015915627591311932,0.00015421937860082835,0.002132275840267539,,238499
,,,,,,,0.001,238500
530,0.003060817252844572,0.00017292211123276502,0.0001780213206075132,0.0001792114635463804,0.00017766960081644356,0.0023529932368546724,,238949
,,,,,,,0.001,238950
531,0.00255848397500813,0.00017181520524900407,0.00017939112149178982,0.00018470906070433557,0.00017602024308871478,0.0018465474713593721,,239399
,,,,,,,0.001,239400
532,0.002534631872549653,0.0001324451295658946,0.00013516173930838704,0.00013859386672265828,0.00013414034037850797,0.001994290854781866,,239849
,,,,,,,0.001,239850
533,0.0028298161923885345,0.00016334581596311182,0.0001679428096394986,0.0001713374222163111,0.00016885910008568317,0.0021583300549536943,,240299
,,,,,,,0.001,240300
534,0.002406188752502203,0.00019259713008068502,0.0002024478162638843,0.00020567957835737616,0.0001995889178942889,0.0016058761393651366,,240749
,,,,,,,0.001,240750
535,0.0030137691646814346,0.0001697492552921176,0.00017777389439288527,0.00018167687812820077,0.00017532230413053185,0.0023092476185411215,,241199
,,,,,,,0.001,241200
536,0.0029524527490139008,0.00014176976401358843,0.00014817496412433684,0.00015165520017035306,0.00014593687956221402,0.0023649167269468307,,241649
,,,,,,,0.001,241650
537,0.0028112432919442654,0.00016796552517917007,0.00017549277981743217,0.00017965167353395373,0.00017355612362734973,0.002114580012857914,,242099
,,,,,,,0.001,242100
538,0.0037366575561463833,0.00021909463976044208,0.00023662766034249216,0.00023821971262805164,0.00022733666992280632,0.0028153795283287764,,242549
,,,,,,,0.001,242550
539,0.003248252673074603,0.00021354685304686427,0.00022297595569398254,0.00023050882737152278,0.0002222575421910733,0.0023589618504047394,,242999
,,,,,,,0.001,243000
540,0.002932101022452116,0.00016624976706225425,0.00017178118287120014,0.00016832747496664524,0.00016147404676303267,0.0022642691619694233,,243449
,,,,,,,0.001,243450
541,0.0023957218509167433,0.00015616448945365846,0.00015973809058777988,0.00016300163406413049,0.000159502582391724,0.0017573167569935322,,243899
,,,,,,,0.001,243900
542,0.0023085116408765316,0.0001575061323819682,0.0001617303496459499,0.0001653913495829329,0.00016179516387637705,0.0016620897222310305,,244349
,,,,,,,0.001,244350
543,0.002418238902464509,0.00018724502297118306,0.00019410817185416818,0.00019858271116390824,0.00019067942048422992,0.0016476232558488846,,244799
,,,,,,,0.001,244800
544,0.003789836773648858,0.00018626212840899825,0.00019345276814419776,0.0001982260582735762,0.00018992096011061221,0.003021974116563797,,245249
,,,,,,,0.001,245250
545,0.002538916887715459,0.0001440553314751014,0.00014820824435446411,0.0001505765540059656,0.00014950914192013443,0.001946568489074707,,245699
,,,,,,,0.001,245700
546,0.002672243397682905,0.00014738993195351213,0.00015538654406554997,0.00015784379502292722,0.00015248531417455524,0.002059138147160411,,246149
,,,,,,,0.001,246150
547,0.002791906241327524,0.00013909600966144353,0.00014596962137147784,0.00014686776557937264,0.00014296849258244038,0.0022170059382915497,,246599
,,,,,,,0.001,246600
548,0.002319264691323042,0.0001793568953871727,0.0001867884275270626,0.0001916670153150335,0.00018239054770674556,0.0015790617326274514,,247049
,,,,,,,0.001,247050
549,0.002880212152376771,0.00016361544840037823,0.00016679354303050786,0.00017279251187574118,0.00017165295139420778,0.002205357188358903,,247499
,,,,,,,0.001,247500
550,0.003526735119521618,0.00020059388771187514,0.00020473269978538156,0.00021237701002974063,0.00020488182781264186,0.0027041505090892315,,247949
,,,,,,,0.001,247950
551,0.004251565784215927,0.00029199212440289557,0.000303269102005288,0.0003127632662653923,0.0003036402340512723,0.0030399004463106394,,248399
,,,,,,,0.001,248400
552,0.0037356787361204624,0.00015718514623586088,0.00016190894530154765,0.00016646944277454168,0.00016340831643901765,0.003086706856265664,,248849
,,,,,,,0.001,248850
553,0.0022203009575605392,0.0001618903042981401,0.00016593493637628853,0.00017134426161646843,0.00016645414871163666,0.0015546769136562943,,249299
,,,,,,,0.001,249300
554,0.0023678794968873262,0.00015606866509187967,0.00016080669593065977,0.00016378099098801613,0.00016076164320111275,0.0017264592461287975,,249749
,,,,,,,0.001,249750
555,0.0030050650238990784,0.00014858529902994633,0.00015349914610851556,0.00015645883104298264,0.00015113440167624503,0.002395386341959238,,250199
,,,,,,,0.001,250200
556,0.003157783765345812,0.00015634309966117144,0.0001636101515032351,0.00016579710063524544,0.00016213957860600203,0.0025098933838307858,,250649
,,,,,,,0.001,250650
557,0.0025136105250567198,0.0001615894871065393,0.00016736297402530909,0.000171287203556858,0.00016802834579721093,0.0018453426891937852,,251099
,,,,,,,0.001,251100
558,0.002897077240049839,0.00016159247024916112,0.00016824346676003188,0.0001714364334475249,0.000166133395396173,0.0022296709939837456,,251549
,,,,,,,0.001,251550
559,0.0030359739903360605,0.00016660444089211524,0.00016882440831977874,0.00017406443657819182,0.0001711851655272767,0.002355295931920409,,251999
,,,,,,,0.001,252000
560,0.0027374501805752516,0.00012973783304914832,0.00013526274415198714,0.00013961918011773378,0.00013534296886064112,0.0021974879782646894,,252449
,,,,,,,0.001,252450
561,0.0031923209317028522,0.00014521081175189465,0.00014959287364035845,0.0001535913470434025,0.00014986927271820605,0.0025940563064068556,,252899
,,,,,,,0.001,252900
562,0.0029216466937214136,0.00015698430070187896,0.00016412594413850456,0.0001695593964541331,0.0001621202245587483,0.0022688580211251974,,253349
,,,,,,,0.001,253350
563,0.003193560289219022,0.00019749054627027363,0.00020884738478343934,0.00021113120601512492,0.00020389219571370631,0.002372197574004531,,253799
,,,,,,,0.001,253800
564,0.002841674257069826,0.0001264840830117464,0.0001300282310694456,0.00013310117356013507,0.00013006565859541297,0.0023219946306198835,,254249
,,,,,,,0.001,254250
565,0.0026842947117984295,0.00020390380814205855,0.00021269133139867336,0.00021692209702450782,0.00021150037355255336,0.0018392759375274181,,254699
,,,,,,,0.001,254700
566,0.003033636137843132,0.00016263549332506955,0.00016555858019273728,0.00016717742255423218,0.00017114919319283217,0.0023671172093600035,,255149
,,,,,,,0.001,255150
567,0.00341401225887239,0.0001574131747474894,0.00016588547441642731,0.00017018511425703764,0.00016386785137001425,0.0027566608041524887,,255599
,,,,,,,0.001,255600
568,0.003320557065308094,0.00016286979371216148,0.00016891291306819767,0.0001709276402834803,0.0001704017777228728,0.0026474439073354006,,256049
,,,,,,,0.001,256050
569,0.004332206677645445,0.0003786226734519005,0.0004041062493342906,0.0004103718092665076,0.00039301178185269237,0.0027460928540676832,,256499
,,,,,,,0.001,256500
570,0.0031546810641884804,0.0002059192629531026,0.0002116670220857486,0.00022117998742032796,0.0002118885749951005,0.0023040268570184708,,256949
,,,,,,,0.001,256950
571,0.003553340444341302,0.0002093079237965867,0.00021407582971733063,0.0002184315089834854,0.00021733163157477975,0.0026941935066133738,,257399
,,,,,,,0.001,257400
572,0.0025193688925355673,0.00014049973106011748,0.00014387517876457423,0.00014913882478140295,0.00014535302761942148,0.0019405005732551217,,257849
,,,,,,,0.001,257850
573,0.0029265638440847397,0.00017560497508384287,0.0001830602705013007,0.0001892775035230443,0.0001809245441108942,0.0021976984571665525,,258299
,,,,,,,0.001,258300
