epoch,loss,loss/bc_bottom,loss/bc_left,loss/bc_right,loss/bc_top,loss/pde_residual,lr,step
,,,,,,,0.00025,429750
955,0.00012834348308388144,6.9962839006620925e-06,7.424802788591478e-06,7.303705388039816e-06,7.269833531609038e-06,9.93488501990214e-05,,430199
,,,,,,,0.00025,430200
956,0.0001683234004303813,1.0575771739240736e-05,1.089495617634384e-05,1.0714792551880237e-05,1.0898299478867557e-05,0.00012523958866950125,,430649
,,,,,,,0.00025,430650
957,0.00012042147136526182,4.603056822816143e-06,4.797221663466189e-06,4.593038738676114e-06,4.8416668505524285e-06,0.00010158648365177214,,431099
,,,,,,,0.00025,431100
958,0.00014733766147401184,1.072126269718865e-05,1.1250579518673476e-05,1.109485856432002e-05,1.1037718650186434e-05,0.0001032331638270989,,431549
,,,,,,,0.00025,431550
959,0.00010931003635050729,4.243922376190312e-06,4.464857283892343e-06,4.390947196952766e-06,4.438716587173985e-06,9.177160245599225e-05,,431999
,,,,,,,0.00025,432000
960,0.00015345228894148022,1.0634997124725487e-05,1.107057869376149e-05,1.0819166163855698e-05,1.100841927836882e-05,0.0001099191140383482,,432449
,,,,,,,0.00025,432450
961,0.0001371876714983955,2.7976191177003784e-06,3.0043654533074005e-06,2.8867486889794236e-06,2.9966722649987787e-06,0.00012550227984320372,,432899
,,,,,,,0.00025,432900
962,0.00020842916273977607,1.1580799764487892e-05,1.2201122444821522e-05,1.2180700650787912e-05,1.1932497727684677e-05,0.00016053403669502586,,433349
,,,,,,,0.00025,433350
963,4.7521578380838037e-05,1.5262388615155942e-06,1.684532890067203e-06,1.4773808061363525e-06,1.6299557046295376e-06,4.120348967262544e-05,,433799
,,,,,,,0.00025,433800
964,0.00018278302741236985,5.753448476752965e-06,6.194660727487644e-06,6.070293238735758e-06,6.055141057004221e-06,0.00015870948845986277,,434249
,,,,,,,0.00025,434250
965,6.827728066127747e-05,3.35246500071662e-06,3.5827943065669388e-06,3.4235820294270525e-06,3.4912357023131335e-06,5.442718611448072e-05,,434699
,,,,,,,0.00025,434700
966,0.00014841079246252775,1.2692917152890004e-05,1.3146975106792524e-05,1.3118120477884077e-05,1.3171951650292613e-05,9.62808117037639e-05,,435149
,,,,,,,0.00025,435150
967,0.00011907696898560971,5.0023163566947915e-06,5.392728780861944e-06,5.190924639464356e-06,5.229008820606396e-06,9.826199675444514e-05,,435599
,,,,,,,0.00025,435600
968,0.0001435061130905524,8.9489076344762e-06,9.321899597125594e-06,9.278517609345727e-06,9.260258593712933e-06,0.00010669665789464489,,436049
,,,,,,,0.00025,436050
969,0.00012296433851588517,7.5787775131175295e-06,7.900353011791594e-06,7.787571121298242e-06,7.77866443968378e-06,9.191903518512845e-05,,436499
,,,,,,,0.00025,436500
970,0.0001328098587691784,6.746759481757181e-06,7.085310699039837e-06,7.124001058400609e-06,7.0216806307144e-06,0.00010483209189260378,,436949
,,,,,,,0.00025,436950
971,0.00014128150360193104,1.1256457582931034e-05,1.1875375093950424e-05,1.1895855095644947e-05,1.1588937923079357e-05,9.466485789744183e-05,,437399
,,,,,,,0.00025,437400
972,9.878342825686559e-05,4.9173595471074805e-06,5.121684807818383e-06,4.923425876768306e-06,5.093379513709806e-06,7.872757851146162e-05,,437849
,,,,,,,0.00025,437850
973,0.00020661244343500584,1.3451670383801684e-05,1.4539722542394884e-05,1.4629658835474402e-05,1.4141534848022275e-05,0.00014984987501520663,,438299
,,,,,,,0.00025,438300
974,0.00016261637210845947,1.0457474672875833e-05,1.098696156986989e-05,1.0964369721477851e-05,1.0851244041987229e-05,0.00011935626389458776,,438749
,,,,,,,0.00025,438750
975,0.0002350232971366495,1.638774665480014e-05,1.7240507077076472e-05,1.740835614327807e-05,1.708783565845806e-05,0.00016689875337760895,,439199
,,,,,,,0.00025,439200
976,0.00012117051664972678,9.467316886002664e-06,9.842387044045608e-06,9.692562343843747e-06,9.837757716013584e-06,8.233044354710728e-05,,439649
,,,,,,,0.00025,439650
977,0.00018208392430096865,1.5745887139928527e-05,1.650996637181379e-05,1.6635252904961817e-05,1.6020760085666552e-05,0.00011717199231497943,,440099
,,,,,,,0.00025,440100
978,6.79816075717099e-05,3.1755955660628388e-06,3.385295713087544e-06,3.2422308322566096e-06,3.3539322430442553e-06,5.482457345351577e-05,,440549
,,,,,,,0.00025,440550
979,0.0002111662906827405,1.2717973731923848e-05,1.3481583664542995e-05,1.3619948731502518e-05,1.3126308658684138e-05,0.00015822029672563076,,440999
,,,,,,,0.00025,441000
980,0.00017832456796895713,9.644497367844451e-06,1.0177532203670125e-05,1.0153138646273874e-05,1.0044622285931837e-05,0.00013830473471898586,,441449
,,,,,,,0.00025,441450
981,0.00018137329607270658,9.277658136852551e-06,9.576437150826678e-06,9.424275958735961e-06,9.536724974168465e-06,0.00014355816529132426,,441899
,,,,,,,0.00025,441900
982,0.00010692047362681478,1.039511971612228e-05,1.0860399015655275e-05,1.0809400919242762e-05,1.0687823305488564e-05,6.416774704121053e-05,,442349
,,,,,,,0.00025,442350
983,0.00020512676564976573,1.4360310160554945e-05,1.506222179159522e-05,1.5320898455684073e-05,1.47084529089625e-05,0.0001456749887438491,,442799
,,,,,,,0.00025,442800
984,0.00014969972835388035,1.071147016773466e-05,1.120615161198657e-05,1.1151130820508115e-05,1.1086627637268975e-05,0.0001055443353834562,,443249
,,,,,,,0.00025,443250
985,0.00011900284880539402,7.061130418151151e-06,7.354509307333501e-06,7.298568561964203e-06,7.343871402554214e-06,8.994481322588399e-05,,443699
,,,,,,,0.00025,443700
986,0.0001242360594915226,7.888954314694274e-06,8.306171366712078e-06,8.168462045432534e-06,8.121098289848305e-06,9.175132436212152e-05,,444149
,,,,,,,0.00025,444150
987,9.050826338352636e-05,4.446850198291941e-06,4.758438990393188e-06,4.5276538003236055e-06,4.7390785766765475e-06,7.203622226370499e-05,,444599
,,,,,,,0.00025,444600
988,9.236296318704262e-05,3.7292302295099944e-06,3.952452516386984e-06,3.803040044658701e-06,3.8695320654369425e-06,7.700872083660215e-05,,445049
,,,,,,,0.00025,445050
989,0.00013749129720963538,8.481970326101873e-06,8.893390258890577e-06,8.701468686922453e-06,8.772605724516325e-06,0.00010264192678732798,,445499
,,,,,,,0.00025,445500
990,0.00012785420403815806,5.9167223298572935e-06,6.298135303950403e-06,6.242896233743522e-06,6.115701125963824e-06,0.00010328071948606521,,445949
,,,,,,,0.00025,445950
991,0.00016748736379668117,1.0898979780904483e-05,1.1612625712587032e-05,1.169635470432695e-05,1.1264153727097437e-05,0.00012201515346532688,,446399
,,,,,,,0.00025,446400
992,7.976027700351551e-05,5.401611360866809e-06,5.710370714950841e-06,5.5146001614048146e-06,5.67409142604447e-06,5.7459576055407524e-05,,446849
,,,,,,,0.00025,446850
993,0.00017642050806898624,9.808702998270746e-06,1.0176537216466386e-05,1.0121569175680634e-05,1.0126744200533722e-05,0.00013618695084005594,,447299
,,,,,,,0.00025,447300
994,0.00012049229553667828,4.914566943625687e-06,5.316027454682626e-06,5.2359741857799236e-06,5.2286686695879325e-06,9.97969982563518e-05,,447749
,,,,,,,0.00025,447750
995,0.00015582336345687509,1.1356169125065207e-05,1.1811769581981935e-05,1.178357342723757e-05,1.1764478585973848e-05,0.00010910734999924898,,448199
,,,,,,,0.00025,448200
996,0.00019670701294671744,1.5983599951141514e-05,1.6801654055598192e-05,1.7084055798477493e-05,1.6456317098345608e-05,0.00013038163888268173,,448649
,,,,,,,0.00025,448650
997,0.00013439563917927444,9.122935807681642e-06,9.330388820671942e-06,9.297213182435371e-06,9.35354910325259e-06,9.729155135573819e-05,,449099
,,,,,,,0.00025,449100
998,0.00014421141531784087,1.0771419511002023e-05,1.1236558748350944e-05,1.1218014151381794e-05,1.1175586223544087e-05,9.980983304558322e-05,,449549
,,,,,,,0.00025,449550
999,0.00017170363571494818,1.1238464139751159e-05,1.1833021744678263e-05,1.1951540727750398e-05,1.1668414117593784e-05,0.0001250122586498037,,449999
,,,,,,,0.00025,450000
1000,6.308341107796878e-05,3.7869851894356543e-06,4.0228637772088405e-06,3.947640379919903e-06,3.917613867088221e-06,4.7408284444827586e-05,,450449
,,,,,,,0.00025,450450
1001,0.00011253817501710728,6.801406016165856e-06,7.182401532190852e-06,7.171505330916261e-06,7.026799266895978e-06,8.43560992507264e-05,,450899
,,,,,,,0.00025,450900
1002,0.0001153190532932058,5.764996330981376e-06,6.006376224831911e-06,5.848365162819391e-06,6.000728262733901e-06,9.169866098091006e-05,,451349
,,,,,,,0.00025,451350
1003,0.0001454852317692712,8.217938557208981e-06,8.634729965706356e-06,8.684885870025028e-06,8.411818271270022e-06,0.00011153607192682102,,451799
,,,,,,,0.00025,451800
1004,0.0001739400759106502,1.3353327631193679e-05,1.3978756214783061e-05,1.4063936760067008e-05,1.3746411241299938e-05,0.00011879770318046212,,452249
,,,,,,,0.00025,452250
1005,0.00014701618056278676,1.1494976206449792e-05,1.210748541780049e-05,1.2093451005057432e-05,1.1828745300590526e-05,9.949152445187792e-05,,452699
,,,,,,,0.00025,452700
1006,0.00016235868679359555,8.244357559306081e-06,8.587488082412165e-06,8.53533038025489e-06,8.514533874404151e-06,0.00012847698235418648,,453149
,,,,,,,0.00025,453150
1007,0.0001324206532444805,8.938261089497246e-06,9.44010571402032e-06,9.364996913063806e-06,9.339897587778978e-06,9.533744741929695e-05,,453599
,,,,,,,0.00025,453600
1008,0.00013356254203245044,6.243913958314806e-06,6.542423761857208e-06,6.5132385316246655e-06,6.499062692455482e-06,0.0001077638880815357,,454049
,,,,,,,0.00025,454050
1009,8.306968811666593e-05,2.8431204555090517e-06,3.092379984082072e-06,2.981717670991202e-06,3.0129708648019005e-06,7.113942410796881e-05,,454499
,,,,,,,0.00025,454500
1010,0.00019858796440530568,3.825770363619085e-06,4.166359303781064e-06,4.1269781831942964e-06,4.104814252059441e-06,0.00018236377218272537,,454949
,,,,,,,0.00025,454950
1011,0.0001859672920545563,1.3718387890548911e-05,1.4125379493634682e-05,1.416294981027022e-05,1.4199325050867628e-05,0.00012976098514627665,,455399
,,,,,,,0.00025,455400
1012,0.00012194804003229365,4.1755984057090245e-06,4.354331395006739e-06,4.289704520488158e-06,4.370547230791999e-06,0.0001047578698489815,,455849
,,,,,,,0.00025,455850
1013,0.000171922700246796,3.872534762194846e-06,4.01793886339874e-06,3.925908004021039e-06,3.972077138314489e-06,0.00015613436698913574,,456299
,,,,,,,0.00025,456300
1014,0.00013790105003863573,8.155213436111808e-06,8.5660121840192e-06,8.553466614102945e-06,8.49383923196001e-06,0.00010413254494778812,,456749
,,,,,,,0.00025,456750
1015,0.00017478797235526145,1.3642904377775267e-05,1.435170452168677e-05,1.4429043403652031e-05,1.4186586668074597e-05,0.0001181776897283271,,457199
,,,,,,,0.00025,457200
1016,0.00012082807370461524,1.001648161036428e-05,1.0533636668697e-05,1.0509679668757599e-05,1.0407546142232604e-05,7.936068868730217e-05,,457649
,,,,,,,0.00025,457650
1017,0.00013848864182364196,1.1538239959918428e-05,1.20744543892215e-05,1.2109889212297276e-05,1.1973629625572357e-05,9.079236042452976e-05,,458099
,,,,,,,0.00025,458100
1018,0.00017796338943298906,1.038831214827951e-05,1.0715521966631059e-05,1.0754610229923856e-05,1.0657311577233486e-05,0.00013544766989070922,,458549
,,,,,,,0.00025,458550
1019,0.00018066364282276481,1.1428181096562184e-05,1.1956793059653137e-05,1.1969815204793122e-05,1.178376805910375e-05,0.0001335251290583983,,458999
,,,,,,,0.00025,459000
1020,7.469585398212075e-05,4.502797310124151e-06,4.805510343430797e-06,4.715770046459511e-06,4.629101113096112e-06,5.604263787972741e-05,,459449
,,,,,,,0.00025,459450
1021,0.00011160380381625146,5.5649111345701385e-06,5.83105111218174e-06,5.712367965315934e-06,5.821056674903957e-06,8.86745037860237e-05,,459899
,,,,,,,0.00025,459900
1022,0.00018391720368526876,9.8789587354986e-06,1.0348222531320062e-05,1.0059404303319752e-05,1.0301051588612609e-05,0.00014332958380691707,,460349
,,,,,,,0.00025,460350
1023,7.748916686978191e-05,4.54225073553971e-06,4.786698809766676e-06,4.725253347714897e-06,4.718433046946302e-06,5.871655230293982e-05,,460799
,,,,,,,0.00025,460800
1024,0.0001647289318498224,1.0212431334366556e-05,1.0935267710010521e-05,1.106630497815786e-05,1.0625474715197925e-05,0.00012188949040137231,,461249
,,,,,,,0.00025,461250
1025,0.00013577740173786879,9.311528629041277e-06,9.76716273726197e-06,9.704817784950137e-06,9.661132025939878e-06,9.733284241519868e-05,,461699
,,,,,,,0.00025,461700
1026,0.0001558856456540525,1.0625851246004459e-05,1.11040817500907e-05,1.1053466550947633e-05,1.098926986742299e-05,0.00011211285891477019,,462149
,,,,,,,0.00025,462150
1027,9.326537110609934e-05,3.951129656343255e-06,4.180309133516857e-06,4.036587142763892e-06,4.146771516388981e-06,7.695062959101051e-05,,462599
,,,,,,,0.00025,462600
1028,0.00032472843304276466,2.2769570932723582e-05,2.416189636278432e-05,2.4664008378749713e-05,2.3380738639389165e-05,0.00022975221509113908,,463049
,,,,,,,0.00025,463050
1029,0.00014086451847106218,1.0279000889568124e-05,1.064359094016254e-05,1.0855293112399522e-05,1.0582353752397466e-05,9.850432252278551e-05,,463499
,,,,,,,0.00025,463500
1030,0.00011922290286747739,6.110783033363987e-06,6.462913006544113e-06,6.407603905245196e-06,6.399482572305715e-06,9.384211443830281e-05,,463949
,,,,,,,0.00025,463950
1031,9.548939851811156e-05,6.8176309468981344e-06,7.102434210537467e-06,7.117042514437344e-06,6.9954385253367946e-06,6.74568727845326e-05,,464399
,,,,,,,0.00025,464400
1032,0.00015947512292768806,1.0639907486620359e-05,1.099707696994301e-05,1.095706920750672e-05,1.0977672900480684e-05,0.00011590332724153996,,464849
,,,,,,,0.00025,464850
1033,0.0001416482264176011,1.0699560334614944e-05,1.1267566151218489e-05,1.1411108062020503e-05,1.1104624718427658e-05,9.716537169879302e-05,,465299
,,,,,,,0.00025,465300
1034,0.00011083927529398352,6.180711807246553e-06,6.533684427267872e-06,6.3899669839884154e-06,6.576961368409684e-06,8.51579025038518e-05,,465749
,,,,,,,0.00025,465750
1035,0.0001282358425669372,5.785030225524679e-06,5.939036782365292e-06,5.907772901991848e-06,5.949812930339249e-06,0.00010465420928085223,,466199
,,,,,,,0.00025,466200
1036,0.0001135912534664385,7.536396424256964e-06,8.00665748101892e-06,8.050276846915949e-06,7.86656528362073e-06,8.213135151891038e-05,,466649
,,,,,,,0.00025,466650
1037,0.00011875430209329352,7.082539923430886e-06,7.4315598794783e-06,7.4210038292221725e-06,7.248510428325972e-06,8.957077079685405e-05,,467099
,,,,,,,0.00025,467100
1038,0.00021734451001975685,1.4772896975046024e-05,1.562822399137076e-05,1.5629966583219357e-05,1.519442957942374e-05,0.00015611902927048504,,467549
,,,,,,,0.00025,467550
1039,6.08615082455799e-05,3.084544005105272e-06,3.2608788842480863e-06,3.2231369004875887e-06,3.2468810786667746e-06,4.804606214747764e-05,,467999
,,,,,,,0.00025,468000
1040,0.00017018061771523207,9.774761565495282e-06,1.0471742825757246e-05,1.049590173352044e-05,1.0171935173275415e-05,0.00012926624913234264,,468449
,,,,,,,0.00025,468450
1041,0.0001434355363016948,8.745862942305394e-06,9.210823009198066e-06,9.372296517540235e-06,9.026295629155356e-06,0.00010708028275985271,,468899
,,,,,,,0.00025,468900
1042,0.00015535498096141964,1.1075133443227969e-05,1.1466471733001526e-05,1.1550276212801691e-05,1.1360538337612525e-05,0.00010990248119924217,,469349
,,,,,,,0.00025,469350
1043,9.344011050416157e-05,6.2100116338115185e-06,6.483865035988856e-06,6.450331966334488e-06,6.4206633396679536e-06,6.787530583096668e-05,,469799
,,,,,,,0.00025,469800
1044,0.00013831054093316197,5.84217286814237e-06,6.114034931670176e-06,6.022772595315473e-06,6.10550068813609e-06,0.00011422603711253032,,470249
,,,,,,,0.00025,470250
1045,0.00013638605014421046,1.3911344467487652e-05,1.4428918802877888e-05,1.4553787877957802e-05,1.4270872270572e-05,7.922116492409259e-05,,470699
,,,,,,,0.00025,470700
1046,0.00011654769332380965,7.4623108048399445e-06,7.8292550824699e-06,7.806184839864727e-06,7.678621841478162e-06,8.577126573072746e-05,,471149
,,,,,,,0.00025,471150
1047,0.00017211787053383887,8.37074730952736e-06,8.727415661269333e-06,8.8073738879757e-06,8.712124326848425e-06,0.00013750024663750082,,471599
,,,,,,,0.00025,471600
1048,0.00010135013144463301,4.318111223255983e-06,4.547874141280772e-06,4.564733444567537e-06,4.427822204888798e-06,8.349158451892436e-05,,472049
,,,,,,,0.00025,472050
1049,0.00010438829485792667,6.457005838456098e-06,6.711760306643555e-06,6.657292033196427e-06,6.787948223063722e-06,7.777431892463937e-05,,472499
,,,,,,,0.00025,472500
1050,0.00018217590695712715,1.0252004358335398e-05,1.073111252480885e-05,1.0805401871039066e-05,1.0465810191817582e-05,0.00013992158346809447,,472949
,,,,,,,0.00025,472950
1051,0.00014624831965193152,8.051741133385804e-06,8.472855370200705e-06,8.498906026943587e-06,8.328812327818014e-06,0.00011289595568086952,,473399
,,,,,,,0.00025,473400
1052,7.675655069760978e-05,4.507034191192361e-06,4.6581872084061615e-06,4.601061846187804e-06,4.652642928704154e-06,5.833762770635076e-05,,473849
,,,,,,,0.00025,473850
1053,0.0001536337804282084,1.1879769772349391e-05,1.229700501426123e-05,1.2379959116515238e-05,1.222233368025627e-05,0.0001048546691890806,,474299
,,,,,,,0.00025,474300
1054,0.00015294263721443713,9.49607874645153e-06,1.0040404049505014e-05,9.99054464045912e-06,9.869788300420623e-06,0.00011354568414390087,,474749
,,,,,,,0.00025,474750
1055,0.00011910632019862533,7.5005091275670566e-06,7.833747076801956e-06,7.800967068760656e-06,7.741517038084567e-06,8.822967356536537e-05,,475199
,,,,,,,0.00025,475200
1056,0.00015543591871391982,7.502517291868571e-06,7.585275852761697e-06,7.510300747526344e-06,7.719328095845412e-06,0.00012511848763097078,,475649
,,,,,,,0.00025,475650
1057,0.00010923048102995381,2.567537649156293e-06,2.7881912956218002e-06,2.667286025825888e-06,2.748594397417037e-06,9.845883323578164e-05,,476099
,,,,,,,0.00025,476100
1058,9.603561920812353e-05,4.4734938455803785e-06,4.733566129289102e-06,4.675212949223351e-06,4.68552889287821e-06,7.746775372652337e-05,,476549
,,,,,,,0.00025,476550
1059,0.00014434792683459818,6.509641025331803e-06,6.857753305666847e-06,6.849519650131697e-06,6.7460873651725706e-06,0.00011738487228285521,,476999
,,,,,,,0.00025,477000
1060,0.00012378602696117014,5.732043064199388e-06,6.025964012223994e-06,6.060965006327024e-06,5.937608875683509e-06,0.00010002947237808257,,477449
,,,,,,,0.00025,477450
1061,0.00019302073633298278,1.642373354115989e-05,1.722063279885333e-05,1.7426789781893604e-05,1.7026657587848604e-05,0.0001249229972017929,,477899
,,,,,,,0.00025,477900
1062,0.00021419781842269003,1.414499001839431e-05,1.491884631832363e-05,1.5266608897945844e-05,1.4518095667881425e-05,0.00015534929116256535,,478349
,,,,,,,0.00025,478350
1063,8.118572441162542e-05,4.1945877455873415e-06,4.384170551929856e-06,4.323917892179452e-06,4.361791980045382e-06,6.392119394149631e-05,,478799
,,,,,,,0.00025,478800
1064,0.00016079720808193088,1.269446966034593e-05,1.3453778592520393e-05,1.355317363049835e-05,1.3011193004786037e-05,0.00010808467777678743,,479249
,,,,,,,0.000125,479250
1065,1.0573477084108163e-05,4.096418706467375e-07,5.040625978836033e-07,4.0834834180714097e-07,4.7217096721396956e-07,8.779252311796881e-06,,479699
,,,,,,,0.000125,479700
1066,9.664871868153568e-06,2.4140084065038536e-07,3.147814595649834e-07,1.8461525996826822e-07,2.825230751568597e-07,8.641556632937863e-06,,480149
,,,,,,,0.000125,480150
1067,1.3810215023113415e-05,4.3197158561270044e-07,5.218525984673761e-07,3.854243288969883e-07,4.791530159309332e-07,1.1991808605671395e-05,,480599
,,,,,,,0.000125,480600
1068,1.6901858543860726e-05,5.496119115377951e-07,6.374202712322585e-07,5.063320713816211e-07,6.0048768091292e-07,1.4608000128646381e-05,,481049
,,,,,,,0.000125,481050
1069,2.1834908693563193e-05,8.11931670341437e-07,9.043858426593943e-07,7.746357368887402e-07,8.782910185800574e-07,1.8465647372067906e-05,,481499
,,,,,,,0.000125,481500
1070,2.407402644166723e-05,8.193376856979739e-07,9.292418212680786e-07,7.963741950334224e-07,8.813441354504903e-07,2.064773070742376e-05,,481949
,,,,,,,0.000125,481950
1071,2.4157368898158893e-05,9.597739563105279e-07,1.0527089671086287e-06,9.300786700805475e-07,1.0269517360939062e-06,2.0187857444398105e-05,,482399
,,,,,,,0.000125,482400
1072,2.282347486470826e-05,8.609962947048189e-07,9.626243127058842e-07,8.334820904565277e-07,9.224973496202438e-07,1.924387652252335e-05,,482849
,,,,,,,0.000125,482850
1073,4.539099973044358e-05,3.5838083931594156e-06,3.8069933907536324e-06,3.716951596288709e-06,3.712343414008501e-06,3.057092544622719e-05,,483299
,,,,,,,0.000125,483300
1074,1.6138195860548876e-05,4.578554353429354e-07,5.287976136969519e-07,4.031701337225968e-07,5.001792828807083e-07,1.4248206753109116e-05,,483749
,,,,,,,0.000125,483750
1075,2.1368519810494035e-05,7.904333187980228e-07,8.847082995089295e-07,7.573088396384264e-07,8.583933777117636e-07,1.807766420824919e-05,,484199
,,,,,,,0.000125,484200
1076,2.620571103761904e-05,1.0929547897831071e-06,1.1942058790737065e-06,1.0727358130679931e-06,1.1737529348465614e-06,2.1672070943168364e-05,,484649
,,,,,,,0.000125,484650
1077,2.175318695663009e-05,8.547060019736819e-07,9.483199505666562e-07,8.214374815906922e-07,9.135432605944516e-07,1.821518162614666e-05,,485099
,,,,,,,0.000125,485100
1078,8.526469900971279e-05,5.7548672884877305e-06,6.1279265537450556e-06,6.1180617194622755e-06,5.929676717641996e-06,6.133419083198532e-05,,485549
,,,,,,,0.000125,485550
1079,1.4980310879764147e-05,4.741621353332448e-07,5.556266842177138e-07,4.291983657367382e-07,5.165153993402782e-07,1.300480289501138e-05,,485999
,,,,,,,0.000125,486000
1080,1.7714097339194268e-05,6.152658329483529e-07,7.018289807092515e-07,5.863576006959192e-07,6.724545187353215e-07,1.5138200978981331e-05,,486449
,,,,,,,0.000125,486450
1081,2.560528264439199e-05,9.697548648546217e-07,1.0495887181605212e-06,9.269120937460684e-07,1.0296154187017237e-06,2.1629415641655214e-05,,486899
,,,,,,,0.000125,486900
1082,2.307769682374783e-05,7.306581437660498e-07,8.175394441423123e-07,6.948403665774094e-07,7.868313787184888e-07,2.0047817088197917e-05,,487349
,,,,,,,0.000125,487350
1083,2.4970551748992875e-05,8.81075948200305e-07,9.638248457122245e-07,8.516288971804897e-07,9.412842132405785e-07,2.1332760297809727e-05,,487799
,,,,,,,0.000125,487800
1084,2.1017511244281195e-05,8.061208518483909e-07,8.995150437840493e-07,7.791086318320595e-07,8.655437113702646e-07,1.7667232896201313e-05,,488249
,,,,,,,0.000125,488250
1085,2.4479213607264683e-05,9.81628431873105e-07,1.0716909173424938e-06,9.664904609962832e-07,1.051471485880029e-06,2.040794242930133e-05,,488699
,,,,,,,0.000125,488700
1086,2.2931339117349125e-05,1.0213788073087926e-06,1.1143688425363507e-06,9.995439995691413e-07,1.0846613349713152e-06,1.8711391021497548e-05,,489149
,,,,,,,0.000125,489150
1087,2.3891483579063788e-05,1.1793249541369732e-06,1.267047423425538e-06,1.1635335113169276e-06,1.2501956234700629e-06,1.903138581837993e-05,,489599
,,,,,,,0.000125,489600
1088,2.31761241593631e-05,9.446097237741924e-07,1.02925184819469e-06,9.18580894904153e-07,9.978275556932203e-07,1.9285860616946593e-05,,490049
,,,,,,,0.000125,490050
1089,2.262016096210573e-05,7.834394182282267e-07,8.765213124206639e-07,7.661253675905755e-07,8.43096074731875e-07,1.935097861860413e-05,,490499
,,,,,,,0.000125,490500
1090,3.117726737400517e-05,1.1458048447821056e-06,1.250491209248139e-06,1.1585896118049277e-06,1.2192151643830584e-06,2.6403175070299767e-05,,490949
,,,,,,,0.000125,490950
1091,1.8353004634263925e-05,7.672099968658586e-07,8.556849593333027e-07,7.455182071680611e-07,8.280081829070696e-07,1.515658641437767e-05,,491399
,,,,,,,0.000125,491400
1092,9.956567373592407e-05,4.789864306076197e-06,5.21998754265951e-06,5.227677775110351e-06,4.9907848733710125e-06,7.933728920761496e-05,,491849
,,,,,,,0.000125,491850
1093,1.3450101505441125e-05,5.281517587718554e-07,5.97393807311164e-07,4.91204843910964e-07,5.699398002434464e-07,1.1263419764873106e-05,,492299
,,,,,,,0.000125,492300
1094,1.8789814930642024e-05,7.674257744838542e-07,8.515802392139449e-07,7.3792477905954e-07,8.151228598762827e-07,1.5617752069374546e-05,,492749
,,,,,,,0.000125,492750
1095,2.0738807506859303e-05,8.165350777744607e-07,9.017513775688712e-07,7.919132372080639e-07,8.788215382082853e-07,1.7349773770547472e-05,,493199
,,,,,,,0.000125,493200
1096,2.312546166649554e-05,9.851936511040549e-07,1.0894757451751502e-06,9.827913345361594e-07,1.06247694020567e-06,1.9005532521987334e-05,,493649
,,,,,,,0.000125,493650
1097,2.1591697077383287e-05,8.051807753872708e-07,8.993981737148715e-07,7.817304208401765e-07,8.643146429676563e-07,1.824106220738031e-05,,494099
,,,,,,,0.000125,494100
1098,2.020519968937151e-05,8.11593110938702e-07,8.973001968115568e-07,7.916992785794719e-07,8.654053544887574e-07,1.6839196177897975e-05,,494549
,,,,,,,0.000125,494550
1099,2.2056568923289888e-05,8.473714956380718e-07,9.425380653738102e-07,8.413983323407592e-07,9.153125688499131e-07,1.8509957953938283e-05,,494999
,,,,,,,0.000125,495000
1100,2.1938052668701857e-05,8.911750910556293e-07,9.737116215546848e-07,8.785401632849243e-07,9.483331950832508e-07,1.8246291801915504e-05,,495449
,,,,,,,0.000125,495450
1101,1.840602999436669e-05,6.739288096468954e-07,7.656901743757771e-07,6.57859970942809e-07,7.40444079383451e-07,1.5568108210572973e-05,,495899
,,,,,,,0.000125,495900
1102,2.6241108571412042e-05,1.0088165254273918e-06,1.106650302062917e-06,1.001961322799616e-06,1.0879970204769052e-06,2.2035672373021953e-05,,496349
,,,,,,,0.000125,496350
1103,2.189372571592685e-05,6.41936765077844e-07,7.297263096006645e-07,6.188271868268203e-07,6.979051363487088e-07,1.920533031807281e-05,,496799
,,,,,,,0.000125,496800
1104,2.294945988978725e-05,7.750687700536218e-07,8.722746542844106e-07,7.627690479239391e-07,8.446637025372183e-07,1.9694673028425314e-05,,497249
,,,,,,,0.000125,497250
1105,2.2773154341848567e-05,8.554363830626244e-07,9.368397968501085e-07,8.357820320270548e-07,9.144565638052882e-07,1.9230639736633748e-05,,497699
,,,,,,,0.000125,497700
1106,2.3271657482837327e-05,7.976861411407299e-07,8.818831247481285e-07,7.825415764273203e-07,8.584885335949366e-07,1.995103775698226e-05,,498149
,,,,,,,0.000125,498150
1107,2.490906263119541e-05,1.098664029086649e-06,1.1906467989319935e-06,1.094637354981387e-06,1.168942389995209e-06,2.0356175809865817e-05,,498599
,,,,,,,0.000125,498600
1108,2.02966093638679e-05,7.886362141107384e-07,8.682567909090722e-07,7.671060302527621e-07,8.45560236939491e-07,1.702706140349619e-05,,499049
,,,,,,,0.000125,499050
1109,2.2945747332414612e-05,1.0158925078940229e-06,1.1084240441050497e-06,1.0187675343331648e-06,1.0815737141456339e-06,1.8721095329965465e-05,,499499
,,,,,,,0.000125,499500
1110,2.2722106223227456e-05,8.324890927724482e-07,9.167674761556555e-07,8.180386430467479e-07,8.950491974246688e-07,1.9259759937995113e-05,,499949
,,,,,,,0.000125,499950
1111,2.2110381905804388e-05,7.612218269059667e-07,8.459725790999073e-07,7.384332434412499e-07,8.176551773431129e-07,1.8947099306387827e-05,,500399
,,,,,,,0.000125,500400
