epoch,loss,loss/beta,loss/data,loss/ic,loss/res,loss/rho,loss/sigma,lr,step
18,0.48916497826576233,103.8535385131836,0.433981329202652,0.03906156122684479,0.01612221822142601,135.24716186523438,11.703784942626953,,2849
,,,,,,,,0.001,2850
19,0.48644593358039856,101.38040161132812,0.41251230239868164,0.05800018087029457,0.015933291986584663,132.54086303710938,11.256564140319824,,2999
,,,,,,,,0.001,3000
20,0.4889100193977356,98.6957015991211,0.40040749311447144,0.07256394624710083,0.015938615426421165,129.54405212402344,10.735594749450684,,3149
,,,,,,,,0.001,3150
21,0.428749680519104,95.97969055175781,0.3403986394405365,0.0722232535481453,0.016127686947584152,126.58798217773438,10.16833209991455,,3299
,,,,,,,,0.001,3300
22,0.4282357692718506,93.08011627197266,0.3246992826461792,0.08762901276350021,0.015907585620880127,123.330078125,9.436923027038574,,3449
,,,,,,,,0.001,3450
23,0.5047537684440613,90.49261474609375,0.36028698086738586,0.12572097778320312,0.018745718523859978,120.41658020019531,8.492413520812988,,3599
,,,,,,,,0.001,3600
24,0.49607136845588684,88.64132690429688,0.40696027874946594,0.07194249331951141,0.0171685628592968,118.58609771728516,7.745941162109375,,3749
,,,,,,,,0.001,3750
25,0.49744001030921936,86.76278686523438,0.3837086260318756,0.09738484025001526,0.01634642668068409,116.32074737548828,7.126981258392334,,3899
,,,,,,,,0.001,3900
26,0.5162867307662964,85.14156341552734,0.4617008864879608,0.037683747708797455,0.016902253031730652,114.66476440429688,6.61448860168457,,4049
,,,,,,,,0.001,4050
27,0.49607038497924805,83.66944885253906,0.4374706745147705,0.04174891486763954,0.01685073971748352,113.00081634521484,6.182530879974365,,4199
,,,,,,,,0.001,4200
28,0.4963359236717224,82.05123901367188,0.4385583996772766,0.04100976511836052,0.016767775639891624,111.45848083496094,5.71735143661499,,4349
,,,,,,,,0.001,4350
29,0.4912993311882019,80.33073425292969,0.4297502934932709,0.04535510763525963,0.01619412936270237,110.00358581542969,5.2559709548950195,,4499
,,,,,,,,0.001,4500
30,0.4495179057121277,78.46615600585938,0.392367959022522,0.04077963903546333,0.016370167955756187,107.88278198242188,4.725800514221191,,4649
,,,,,,,,0.001,4650
31,0.538250744342804,76.22762298583984,0.40815359354019165,0.11228034645318985,0.01781669445335865,106.28506469726562,4.0679216384887695,,4799
,,,,,,,,0.001,4800
32,0.5831518769264221,74.26573944091797,0.4408523142337799,0.12544949352741241,0.016850152984261513,105.385498046875,3.511274576187134,,4949
,,,,,,,,0.001,4950
33,0.5441813468933105,72.33045959472656,0.4428766071796417,0.08444192260503769,0.016862882301211357,104.49764251708984,3.008929491043091,,5099
,,,,,,,,0.001,5100
34,0.5066972374916077,70.29808807373047,0.42180031538009644,0.06960354000329971,0.015293410047888756,102.69595336914062,2.602090358734131,,5249
,,,,,,,,0.001,5250
35,0.4875109791755676,68.48810577392578,0.39317479729652405,0.07970502227544785,0.014631077647209167,100.5309829711914,2.3145675659179688,,5399
,,,,,,,,0.001,5400
36,0.4816065728664398,66.83523559570312,0.4149136245250702,0.0509316511452198,0.015761397778987885,98.85952758789062,2.038357734680176,,5549
,,,,,,,,0.001,5550
37,0.463337242603302,65.11619567871094,0.36231663823127747,0.08513951301574707,0.015880923718214035,96.80403900146484,1.7662910223007202,,5699
,,,,,,,,0.001,5700
38,0.47768786549568176,63.11821365356445,0.3898630738258362,0.07117654383182526,0.01664816401898861,96.06914520263672,1.3717461824417114,,5849
,,,,,,,,0.001,5850
39,0.44637006521224976,61.27617263793945,0.38257908821105957,0.04856119677424431,0.015229702927172184,94.26944732666016,1.143495798110962,,5999
,,,,,,,,0.001,6000
40,0.4644099473953247,59.115081787109375,0.39159223437309265,0.05741291865706444,0.015404725447297096,92.34516143798828,0.8973904848098755,,6149
,,,,,,,,0.001,6150
41,0.38118794560432434,56.9370002746582,0.30645090341567993,0.05988198518753052,0.014854996465146542,89.90275573730469,0.67751544713974,,6299
,,,,,,,,0.001,6300
42,0.379328191280365,54.82544708251953,0.30132487416267395,0.06339140981435776,0.014611913822591305,87.52892303466797,0.4886581599712372,,6449
,,,,,,,,0.001,6450
43,0.3833467960357666,52.77025604248047,0.2849331796169281,0.08342686295509338,0.014986583031713963,85.56884765625,0.33252862095832825,,6599
,,,,,,,,0.001,6600
44,0.4190850555896759,50.8134880065918,0.3156660795211792,0.08906447887420654,0.014354340732097626,83.55249786376953,0.20156612992286682,,6749
,,,,,,,,0.001,6750
45,0.43355390429496765,49.13004684448242,0.33958080410957336,0.08007846027612686,0.013894591480493546,81.56968688964844,0.12642614543437958,,6899
,,,,,,,,0.001,6900
46,0.5217267870903015,47.52732849121094,0.43484294414520264,0.07359705120325089,0.013286825269460678,79.56429290771484,0.07270334661006927,,7049
,,,,,,,,0.001,7050
47,0.45923781394958496,46.24686813354492,0.33580002188682556,0.10968948900699615,0.013748334720730782,78.4322509765625,0.032903917133808136,,7199
,,,,,,,,0.001,7200
48,0.49415284395217896,45.039520263671875,0.34818291664123535,0.13284707069396973,0.013122906908392906,77.18544006347656,0.011736767366528511,,7349
,,,,,,,,0.001,7350
49,0.49787020683288574,43.98066711425781,0.3447774350643158,0.13978157937526703,0.013311229646205902,76.32099914550781,0.0019624698907136917,,7499
,,,,,,,,0.001,7500
50,0.4904228448867798,42.87805938720703,0.34179654717445374,0.13587704300880432,0.012749229557812214,75.41313171386719,0.001229539280757308,,7649
,,,,,,,,0.001,7650
51,0.490507036447525,41.66911315917969,0.3442242741584778,0.13357718288898468,0.01270551048219204,74.20000457763672,0.011280994862318039,,7799
,,,,,,,,0.001,7800
52,0.4985293745994568,40.42650604248047,0.35514652729034424,0.1307854950428009,0.012597551569342613,72.9062271118164,0.03662029281258583,,7949
,,,,,,,,0.001,7950
53,0.5031282305717468,39.202354431152344,0.3555227518081665,0.13527970016002655,0.012325751595199108,71.63806915283203,0.08039453625679016,,8099
,,,,,,,,0.001,8100
54,0.49092912673950195,37.94309616088867,0.34944093227386475,0.12930850684642792,0.012179633602499962,70.27989196777344,0.14082111418247223,,8249
,,,,,,,,0.001,8250
55,0.49447858333587646,36.64689636230469,0.3490065932273865,0.1338525414466858,0.01161945890635252,68.86201477050781,0.21984732151031494,,8399
,,,,,,,,0.001,8400
56,0.4895187318325043,35.360069274902344,0.3452378213405609,0.13267694413661957,0.011603886261582375,67.43574523925781,0.3092188835144043,,8549
,,,,,,,,0.001,8550
57,0.491515189409256,34.03281021118164,0.34487906098365784,0.13519854843616486,0.011437719687819481,66.00247192382812,0.4291441738605499,,8699
,,,,,,,,0.0005,8700
58,0.5092236995697021,33.17209243774414,0.3855731189250946,0.11252263188362122,0.011127925477921963,65.16496276855469,0.5233141779899597,,8849
,,,,,,,,0.0005,8850
59,0.5011975765228271,32.63916015625,0.3853442966938019,0.10505528002977371,0.010798148810863495,64.69084930419922,0.5746244192123413,,8999
,,,,,,,,0.0005,9000
60,0.4974838197231293,32.089599609375,0.3826887011528015,0.10402491688728333,0.010770403780043125,64.23053741455078,0.6300671696662903,,9149
,,,,,,,,0.0005,9150
61,0.4927254319190979,31.522125244140625,0.3825911581516266,0.09951623529195786,0.010617793537676334,63.77024841308594,0.6937545537948608,,9299
,,,,,,,,0.0005,9300
62,0.4898870885372162,30.94466781616211,0.3827288746833801,0.09671822935342789,0.010440042242407799,63.28703308105469,0.7650842070579529,,9449
,,,,,,,,0.0005,9450
63,0.48501256108283997,30.367258071899414,0.3816564977169037,0.09310955554246902,0.010246452875435352,62.78264236450195,0.8428225517272949,,9599
,,,,,,,,0.0005,9600
64,0.4820631444454193,29.789108276367188,0.38057565689086914,0.09128990769386292,0.010197422467172146,62.2586784362793,0.9278695583343506,,9749
,,,,,,,,0.0005,9750
65,0.479631245136261,29.204397201538086,0.3782512843608856,0.0912143737077713,0.010165457613766193,61.730934143066406,1.022268533706665,,9899
,,,,,,,,0.0005,9900
66,0.47622883319854736,28.61310577392578,0.3774551451206207,0.08862544596195221,0.010148274712264538,61.14512252807617,1.1210014820098877,,10049
,,,,,,,,0.0005,10050
67,0.48245519399642944,28.011367797851562,0.3837502598762512,0.08864495903253555,0.010059944353997707,60.57952880859375,1.2313538789749146,,10199
,,,,,,,,0.0005,10200
68,0.48247432708740234,27.40534210205078,0.38298743963241577,0.08941025286912918,0.010076465085148811,59.95735168457031,1.3463839292526245,,10349
,,,,,,,,0.0005,10350
69,0.4804646074771881,26.789926528930664,0.38513487577438354,0.08558930456638336,0.009740414097905159,59.317317962646484,1.4719669818878174,,10499
,,,,,,,,0.0005,10500
70,0.4782312512397766,26.169090270996094,0.383433073759079,0.0851164236664772,0.009681759402155876,58.56448745727539,1.6009547710418701,,10649
,,,,,,,,0.0005,10650
71,0.4764932096004486,25.53793716430664,0.3837040364742279,0.08329837024211884,0.009490727446973324,57.836116790771484,1.7429088354110718,,10799
,,,,,,,,0.0005,10800
72,0.471824586391449,24.90675926208496,0.37753066420555115,0.08495640009641647,0.00933738611638546,57.00371170043945,1.8904715776443481,,10949
,,,,,,,,0.0005,10950
73,0.4662892818450928,24.260801315307617,0.37563636898994446,0.08135334402322769,0.00929961446672678,56.15888214111328,2.0527868270874023,,11099
,,,,,,,,0.0005,11100
74,0.4674511253833771,23.618200302124023,0.37766969203948975,0.08053256571292877,0.00924879964441061,55.27866744995117,2.2256407737731934,,11249
,,,,,,,,0.0005,11250
75,0.4713608920574188,22.974031448364258,0.38310617208480835,0.07929331809282303,0.0089612677693367,54.39887619018555,2.4121620655059814,,11399
,,,,,,,,0.0005,11400
76,0.4606087803840637,22.348974227905273,0.3708082437515259,0.08087431639432907,0.008926335722208023,53.48109817504883,2.6023828983306885,,11549
,,,,,,,,0.0005,11550
77,0.45699062943458557,21.71150016784668,0.3681386113166809,0.0801984891295433,0.008653380908071995,52.53026580810547,2.805332899093628,,11699
,,,,,,,,0.0005,11700
78,0.45070308446884155,21.094444274902344,0.3607652485370636,0.08132743835449219,0.008610289543867111,51.536895751953125,3.020289421081543,,11849
,,,,,,,,0.0005,11850
79,0.4465050995349884,20.47198486328125,0.36325398087501526,0.07462886720895767,0.008622389286756516,50.64641571044922,3.2566423416137695,,11999
,,,,,,,,0.0005,12000
80,0.4589100182056427,19.88147735595703,0.37090685963630676,0.07939226925373077,0.008610880933701992,49.774871826171875,3.49454665184021,,12149
,,,,,,,,0.0005,12150
81,0.447792112827301,19.30864715576172,0.3671918511390686,0.07229344546794891,0.008306857198476791,48.93561935424805,3.7354421615600586,,12299
,,,,,,,,0.0005,12300
82,0.44470447301864624,18.741777420043945,0.363597571849823,0.07298952341079712,0.008117531426250935,48.03182601928711,3.980464220046997,,12449
,,,,,,,,0.0005,12450
83,0.4430549740791321,18.18091583251953,0.36449575424194336,0.07030688971281052,0.00825232919305563,47.136932373046875,4.239192008972168,,12599
,,,,,,,,0.0005,12600
84,0.44570544362068176,17.638233184814453,0.3606419861316681,0.07675106078386307,0.008312330581247807,46.334781646728516,4.506588935852051,,12749
,,,,,,,,0.0005,12750
85,0.45117178559303284,17.08625030517578,0.3677872121334076,0.07503662258386612,0.00834791548550129,45.584041595458984,4.7961955070495605,,12899
,,,,,,,,0.0005,12900
86,0.4486227333545685,16.576404571533203,0.3696209490299225,0.07085852324962616,0.008143276907503605,44.814998626708984,5.066760063171387,,13049
,,,,,,,,0.0005,13050
87,0.43680134415626526,16.067121505737305,0.3610009253025055,0.06760646402835846,0.008193857036530972,43.99449920654297,5.339204788208008,,13199
,,,,,,,,0.0005,13200
88,0.44393056631088257,15.55978012084961,0.3672967255115509,0.06832145154476166,0.008312509395182133,43.264991760253906,5.636305809020996,,13349
,,,,,,,,0.0005,13350
89,0.4435935914516449,15.070854187011719,0.36441731452941895,0.07099021226167679,0.008186106570065022,42.497703552246094,5.9413862228393555,,13499
,,,,,,,,0.0005,13500
90,0.4544863700866699,14.572476387023926,0.37565362453460693,0.07048773020505905,0.008345101028680801,41.75905990600586,6.251934051513672,,13649
,,,,,,,,0.0005,13650
91,0.4377789795398712,14.107645988464355,0.36050549149513245,0.0692012757062912,0.008072122931480408,41.081642150878906,6.560207366943359,,13799
,,,,,,,,0.0005,13800
92,0.44364097714424133,13.62382698059082,0.36067426204681396,0.07481314986944199,0.00815341342240572,40.418914794921875,6.89190149307251,,13949
,,,,,,,,0.0005,13950
93,0.4426265060901642,13.163399696350098,0.36441168189048767,0.07015640288591385,0.008058587089180946,39.741390228271484,7.235037803649902,,14099
,,,,,,,,0.0005,14100
94,0.45009729266166687,12.7112398147583,0.3713587820529938,0.07049684226512909,0.008241782896220684,39.03678894042969,7.604074001312256,,14249
,,,,,,,,0.0005,14250
95,0.4393760859966278,12.264473915100098,0.36454007029533386,0.06739269196987152,0.007443108595907688,38.35981750488281,8.003029823303223,,14399
,,,,,,,,0.0005,14400
96,0.4475475549697876,11.843047142028809,0.3706190288066864,0.06921843439340591,0.007709980476647615,37.692222595214844,8.359167098999023,,14549
,,,,,,,,0.0005,14550
97,0.4495779871940613,11.41724967956543,0.3732035160064697,0.06867361068725586,0.0077006760984659195,37.07686233520508,8.728179931640625,,14699
,,,,,,,,0.0005,14700
98,0.4398690462112427,11.006786346435547,0.3641047477722168,0.06834615021944046,0.00741806672886014,36.419559478759766,9.131484031677246,,14849
,,,,,,,,0.0005,14850
99,0.44813960790634155,10.605694770812988,0.36950811743736267,0.07104410231113434,0.007587482687085867,35.77029037475586,9.545022010803223,,14999
,,,,,,,,0.0005,15000
100,0.43854570388793945,10.212067604064941,0.36305928230285645,0.06820643693208694,0.0072801075875759125,35.20275115966797,9.952568054199219,,15149
,,,,,,,,0.0005,15150
101,0.4502509832382202,9.816810607910156,0.37429913878440857,0.06878627091646194,0.007165518123656511,34.58860778808594,10.375415802001953,,15299
,,,,,,,,0.0005,15300
102,0.44529810547828674,9.437389373779297,0.36954888701438904,0.06860300898551941,0.0071463026106357574,33.952484130859375,10.753454208374023,,15449
,,,,,,,,0.0005,15450
103,0.4330648183822632,9.069150924682617,0.3560468554496765,0.06960982084274292,0.007408135570585728,33.4029541015625,11.187100410461426,,15599
,,,,,,,,0.0005,15600
104,0.4432300925254822,8.687893867492676,0.36265841126441956,0.07343949377536774,0.0071321576833724976,32.79471969604492,11.647835731506348,,15749
,,,,,,,,0.0005,15750
105,0.4223625361919403,8.31679916381836,0.34502193331718445,0.07013565301895142,0.007205053232610226,32.04609680175781,12.051877975463867,,15899
,,,,,,,,0.0005,15900
106,0.4304597079753876,7.939595699310303,0.3537850081920624,0.06952092796564102,0.007153985556215048,31.473464965820312,12.577898025512695,,16049
,,,,,,,,0.0005,16050
107,0.45633047819137573,7.6097612380981445,0.3690362870693207,0.0799657478928566,0.0073284306563436985,30.904708862304688,13.085564613342285,,16199
,,,,,,,,0.0005,16200
108,0.451724648475647,7.277286052703857,0.37308406829833984,0.07147862762212753,0.0071619185619056225,30.454023361206055,13.524885177612305,,16349
,,,,,,,,0.0005,16350
109,0.42800912261009216,6.940196990966797,0.35278135538101196,0.06870271265506744,0.006525062024593353,29.85334014892578,13.995189666748047,,16499
,,,,,,,,0.0005,16500
110,0.4450736939907074,6.634628772735596,0.3729134202003479,0.0653013363480568,0.006858858745545149,29.272735595703125,14.443113327026367,,16649
,,,,,,,,0.0005,16650
111,0.4407446086406708,6.343373775482178,0.35948821902275085,0.07448830455541611,0.006768053863197565,28.680749893188477,14.870091438293457,,16799
,,,,,,,,0.0005,16800
112,0.44840043783187866,6.04757022857666,0.3721678853034973,0.0690830796957016,0.007149447221308947,28.225168228149414,15.341504096984863,,16949
,,,,,,,,0.0005,16950
113,0.4259544909000397,5.758573055267334,0.35425013303756714,0.06485921889543533,0.006844925228506327,27.853742599487305,15.935184478759766,,17099
,,,,,,,,0.00025,17100
114,0.41053012013435364,5.5132527351379395,0.35533279180526733,0.04841313883662224,0.006784319411963224,27.530080795288086,16.408252716064453,,17249
,,,,,,,,0.00025,17250
115,0.40711748600006104,5.368870258331299,0.3500697612762451,0.050517190247774124,0.006530518177896738,27.29157066345215,16.64967155456543,,17399
,,,,,,,,0.00025,17400
116,0.39815038442611694,5.224669933319092,0.34246644377708435,0.04897485673427582,0.006709066219627857,27.070762634277344,16.895626068115234,,17549
,,,,,,,,0.00025,17550
117,0.40048113465309143,5.080752372741699,0.3452010452747345,0.04867763817310333,0.006602638401091099,26.88443374633789,17.146984100341797,,17699
,,,,,,,,0.00025,17700
118,0.39373064041137695,4.9391584396362305,0.3400658071041107,0.047349344938993454,0.006315506994724274,26.612743377685547,17.38148307800293,,17849
,,,,,,,,0.00025,17850
119,0.39745286107063293,4.799098968505859,0.3435121178627014,0.04752357676625252,0.006417028605937958,26.356849670410156,17.62199592590332,,17999
,,,,,,,,0.00025,18000
120,0.39006057381629944,4.660714149475098,0.33484604954719543,0.04853144288063049,0.006683047395199537,26.10943031311035,17.8673095703125,,18149
,,,,,,,,0.00025,18150
121,0.40158867835998535,4.528214931488037,0.3428516089916229,0.05208361893892288,0.0066534108482301235,25.951635360717773,18.135385513305664,,18299
,,,,,,,,0.00025,18300
122,0.3909173309803009,4.391848564147949,0.3367566466331482,0.04773179069161415,0.006429041735827923,25.690292358398438,18.392993927001953,,18449
,,,,,,,,0.00025,18450
123,0.3888818025588989,4.2551751136779785,0.3357516825199127,0.04681076109409332,0.006319331470876932,25.445695877075195,18.659400939941406,,18599
,,,,,,,,0.00025,18600
124,0.38911572098731995,4.125676155090332,0.3346995413303375,0.047949668020009995,0.006466624327003956,25.165132522583008,18.929550170898438,,18749
,,,,,,,,0.00025,18750
125,0.39284616708755493,3.995769500732422,0.33933213353157043,0.04699390009045601,0.006520341150462627,24.986618041992188,19.214189529418945,,18899
,,,,,,,,0.00025,18900
126,0.3950381577014923,3.8760781288146973,0.3401775658130646,0.04866991937160492,0.006190657615661621,24.730104446411133,19.48518943786621,,19049
,,,,,,,,0.00025,19050
127,0.3869180381298065,3.746615409851074,0.3339869976043701,0.04666691645979881,0.006264107301831245,24.4677734375,19.76673126220703,,19199
,,,,,,,,0.00025,19200
128,0.3870629370212555,3.621837854385376,0.33368024230003357,0.046872902661561966,0.006509637925773859,24.217042922973633,20.05668067932129,,19349
,,,,,,,,0.00025,19350
129,0.3914130628108978,3.498544692993164,0.33780181407928467,0.04709663242101669,0.006514444947242737,24.04692840576172,20.369686126708984,,19499
,,,,,,,,0.00025,19500
130,0.39338332414627075,3.3838050365448,0.33990201354026794,0.047371335327625275,0.006109876092523336,23.743003845214844,20.643634796142578,,19649
,,,,,,,,0.00025,19650
131,0.3890184760093689,3.2650961875915527,0.33870211243629456,0.044267214834690094,0.006048945710062981,23.480915069580078,20.91905975341797,,19799
,,,,,,,,0.00025,19800
132,0.3863866627216339,3.1493425369262695,0.33347266912460327,0.04672800377011299,0.0061860778369009495,23.190589904785156,21.198589324951172,,19949
,,,,,,,,0.00025,19950
133,0.3917251527309418,3.0348522663116455,0.33993810415267944,0.04562417045235634,0.0061628795228898525,22.99789047241211,21.509553909301758,,20099
,,,,,,,,0.00025,20100
134,0.384696364402771,2.9251022338867188,0.3331863582134247,0.04534657299518585,0.006163330748677254,22.727031707763672,21.815109252929688,,20249
,,,,,,,,0.00025,20250
135,0.3861539661884308,2.812095880508423,0.3357575535774231,0.044261008501052856,0.006135288160294294,22.54798126220703,22.139122009277344,,20399
,,,,,,,,0.00025,20400
136,0.3876151442527771,2.7094883918762207,0.3367155194282532,0.04510366544127464,0.005796067416667938,22.25503158569336,22.44051742553711,,20549
,,,,,,,,0.00025,20550
137,0.38177305459976196,2.600811004638672,0.3325771391391754,0.043455325067043304,0.005740439519286156,21.967058181762695,22.720516204833984,,20699
,,,,,,,,0.00025,20700
138,0.3820190131664276,2.4983303546905518,0.3300231993198395,0.04601604864001274,0.005979870446026325,21.690109252929688,23.01875877380371,,20849
,,,,,,,,0.00025,20850
139,0.3840896487236023,2.3940744400024414,0.3326576054096222,0.045425280928611755,0.006006733980029821,21.500404357910156,23.350797653198242,,20999
,,,,,,,,0.00025,21000
140,0.385604590177536,2.2987167835235596,0.33427584171295166,0.04556654766201973,0.005762231070548296,21.247743606567383,23.66510581970215,,21149
,,,,,,,,0.00025,21150
141,0.38376539945602417,2.199171543121338,0.33240407705307007,0.04559716954827309,0.005764189176261425,21.000755310058594,23.976451873779297,,21299
,,,,,,,,0.00025,21300
142,0.38216954469680786,2.1049838066101074,0.3293003439903259,0.04698287695646286,0.005886274389922619,20.75604820251465,24.292253494262695,,21449
,,,,,,,,0.00025,21450
143,0.38374993205070496,2.011258125305176,0.33160150051116943,0.04638274759054184,0.0057657575234770775,20.55617332458496,24.625600814819336,,21599
,,,,,,,,0.00025,21600
144,0.3839414417743683,1.9242744445800781,0.33143100142478943,0.04679536074399948,0.0057151587679982185,20.299928665161133,24.956146240234375,,21749
,,,,,,,,0.00025,21750
145,0.38393428921699524,1.8346319198608398,0.3328448235988617,0.04535948857665062,0.005729911848902702,20.09374237060547,25.290855407714844,,21899
,,,,,,,,0.00025,21900
146,0.38298535346984863,1.7513211965560913,0.3307257890701294,0.04651455953717232,0.005744997877627611,19.871862411499023,25.624326705932617,,22049
,,,,,,,,0.00025,22050
147,0.3840261399745941,1.665357232093811,0.3321126103401184,0.04626322165131569,0.005650406237691641,19.680137634277344,25.966045379638672,,22199
,,,,,,,,0.00025,22200
148,0.38447561860084534,1.5873653888702393,0.33243247866630554,0.04641443118453026,0.0056288279592990875,19.436342239379883,26.305742263793945,,22349
,,,,,,,,0.00025,22350
149,0.38422057032585144,1.5080132484436035,0.3326769471168518,0.046029768884181976,0.005513891577720642,19.235078811645508,26.649293899536133,,22499
,,,,,,,,0.00025,22500
150,0.3872676491737366,1.4340713024139404,0.3346715569496155,0.047085098922252655,0.005511075723916292,18.98099708557129,26.975969314575195,,22649
,,,,,,,,0.00025,22650
151,0.3852686583995819,1.35885751247406,0.33497121930122375,0.0448518805205822,0.005445768125355244,18.78451919555664,27.3021297454834,,22799
,,,,,,,,0.00025,22800
152,0.38328903913497925,1.288878083229065,0.33163198828697205,0.04632753133773804,0.0053296275436878204,18.55296516418457,27.624588012695312,,22949
,,,,,,,,0.00025,22950
153,0.3815440833568573,1.2140027284622192,0.3321096897125244,0.04419313743710518,0.005241197068244219,18.327804565429688,27.96318244934082,,23099
,,,,,,,,0.00025,23100
154,0.3810440003871918,1.145616054534912,0.3299107849597931,0.0458991564810276,0.005233957897871733,18.053041458129883,28.307605743408203,,23249
,,,,,,,,0.00025,23250
155,0.3822891414165497,1.0790636539459229,0.3290078043937683,0.047946080565452576,0.005335172172635794,17.84130859375,28.646522521972656,,23399
,,,,,,,,0.00025,23400
156,0.3814956247806549,1.0150253772735596,0.32887062430381775,0.047217052429914474,0.005407930817455053,17.663637161254883,28.994115829467773,,23549
,,,,,,,,0.00025,23550
157,0.3796359896659851,0.9496697187423706,0.32892829179763794,0.04528345912694931,0.00542411208152771,17.51001739501953,29.367576599121094,,23699
,,,,,,,,0.00025,23700
158,0.38269367814064026,0.8898937702178955,0.3314282298088074,0.04598168656229973,0.005283806938678026,17.31123161315918,29.74701690673828,,23849
,,,,,,,,0.00025,23850
159,0.38544830679893494,0.8323309421539307,0.33481934666633606,0.04540661349892616,0.005222317297011614,17.115018844604492,30.128520965576172,,23999
,,,,,,,,0.00025,24000
160,0.3806740343570709,0.7777050137519836,0.3329543173313141,0.042476192116737366,0.005243456456810236,16.911306381225586,30.49925422668457,,24149
,,,,,,,,0.00025,24150
161,0.37840041518211365,0.7235079407691956,0.3312828242778778,0.042037371546030045,0.005080223549157381,16.720535278320312,30.84873390197754,,24299
,,,,,,,,0.00025,24300
162,0.386091947555542,0.6715071797370911,0.3372527062892914,0.043955642729997635,0.004883395507931709,16.49600601196289,31.1841983795166,,24449
,,,,,,,,0.00025,24450
163,0.3790513575077057,0.6197789907455444,0.331356018781662,0.04293077811598778,0.00476469099521637,16.23256492614746,31.518754959106445,,24599
,,,,,,,,0.00025,24600
164,0.3839462995529175,0.5722754597663879,0.33246049284935,0.04665136709809303,0.004834520630538464,15.995462417602539,31.865379333496094,,24749
,,,,,,,,0.00025,24750
165,0.3779989778995514,0.5275006890296936,0.3277757167816162,0.04520000144839287,0.005023237317800522,15.776531219482422,32.23556900024414,,24899
,,,,,,,,0.00025,24900
166,0.3773975670337677,0.4825189709663391,0.32651811838150024,0.04583986476063728,0.005039698909968138,15.620360374450684,32.62632369995117,,25049
,,,,,,,,0.00025,25050
167,0.3801979422569275,0.4396345615386963,0.3295953571796417,0.04569151625037193,0.0049110762774944305,15.43233585357666,33.0009765625,,25199
,,,,,,,,0.00025,25200
168,0.3796592354774475,0.39738649129867554,0.3301691710948944,0.044598810374736786,0.004891200922429562,15.248259544372559,33.390567779541016,,25349
,,,,,,,,0.00025,25350
