t,v_obs,v_pred,w_pred,epsilon_pred,a_pred,epsilon_true,a_true
4.247491e+01,-1.811307e+00,-1.794480e+00,6.297407e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.264214e+01,-1.786221e+00,-1.787326e+00,6.141396e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.280936e+01,-1.777375e+00,-1.780257e+00,5.989630e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.297659e+01,-1.750174e+00,-1.773225e+00,5.840786e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.314381e+01,-1.780907e+00,-1.766192e+00,5.693750e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.331104e+01,-1.820262e+00,-1.759122e+00,5.547579e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.347826e+01,-1.794030e+00,-1.751989e+00,5.401500e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.364548e+01,-1.822581e+00,-1.744769e+00,5.254897e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.381271e+01,-1.677588e+00,-1.737442e+00,5.107288e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.397993e+01,-1.764518e+00,-1.729991e+00,4.958343e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.414716e+01,-1.698500e+00,-1.722403e+00,4.807850e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.431438e+01,-1.699285e+00,-1.714665e+00,4.655705e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.448161e+01,-1.748489e+00,-1.706768e+00,4.501900e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.464883e+01,-1.694154e+00,-1.698705e+00,4.346531e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.481606e+01,-1.725216e+00,-1.690470e+00,4.189745e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.498328e+01,-1.667576e+00,-1.682060e+00,4.031773e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.515050e+01,-1.783180e+00,-1.673473e+00,3.872863e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.531773e+01,-1.638265e+00,-1.664708e+00,3.713321e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.548495e+01,-1.589696e+00,-1.655768e+00,3.553472e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.565217e+01,-1.583610e+00,-1.646655e+00,3.393664e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.581940e+01,-1.605216e+00,-1.637374e+00,3.234225e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.598662e+01,-1.581269e+00,-1.627932e+00,3.075498e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.615385e+01,-1.652290e+00,-1.618337e+00,2.917826e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.632107e+01,-1.625676e+00,-1.608599e+00,2.761528e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.648829e+01,-1.583531e+00,-1.598729e+00,2.606905e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.665552e+01,-1.556044e+00,-1.588740e+00,2.454222e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.682274e+01,-1.521689e+00,-1.578647e+00,2.303756e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.698997e+01,-1.604770e+00,-1.568465e+00,2.155713e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.715719e+01,-1.562681e+00,-1.558214e+00,2.010325e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.732441e+01,-1.502240e+00,-1.547909e+00,1.867755e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.749164e+01,-1.516072e+00,-1.537573e+00,1.728158e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.765886e+01,-1.561787e+00,-1.527225e+00,1.591663e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.782609e+01,-1.513438e+00,-1.516886e+00,1.458374e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.799331e+01,-1.547879e+00,-1.506579e+00,1.328368e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.816053e+01,-1.404925e+00,-1.496325e+00,1.201714e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.832776e+01,-1.455345e+00,-1.486144e+00,1.078439e-01,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.849498e+01,-1.516576e+00,-1.476056e+00,9.585755e-02,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.866221e+01,-1.460326e+00,-1.466081e+00,8.421241e-02,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.882943e+01,-1.457474e+00,-1.456234e+00,7.290779e-02,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.899665e+01,-1.503957e+00,-1.446532e+00,6.194095e-02,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.916388e+01,-1.396964e+00,-1.436985e+00,5.130915e-02,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.933110e+01,-1.447994e+00,-1.427604e+00,4.100720e-02,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.949833e+01,-1.453546e+00,-1.418395e+00,3.103123e-02,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.966555e+01,-1.424739e+00,-1.409363e+00,2.137409e-02,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
4.983278e+01,-1.440720e+00,-1.400509e+00,1.202951e-02,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
5.000000e+01,-1.448293e+00,-1.391830e+00,2.990346e-03,5.232778e-06,7.847429e-01,8.000000e-02,7.000000e-01
