epoch,loss,loss/bc_periodic,loss/ic,loss/pde_residual,loss/smma,lr,step
47,0.0587875060737133,0.029788726940751076,0.004738915711641312,0.024259889498353004,0.06758390367031097,,59999
,,,,,,0.0009974780329821597,60000
48,0.06502031534910202,0.034148234874010086,0.00501471059396863,0.02585737593472004,0.0674557313323021,,61249
,,,,,,0.000997371949621037,61250
49,0.06370078027248383,0.0334128737449646,0.005720426328480244,0.024567440152168274,0.06726797670125961,,62499
,,,,,,0.0009972636867364528,62500
50,0.07144887000322342,0.04707086458802223,0.0056968992576003075,0.018681110814213753,0.0674770250916481,,63749
,,,,,,0.0009971532448033013,63750
51,0.0683198943734169,0.04153869301080704,0.006731044035404921,0.020050199702382088,0.0675191655755043,,64999
,,,,,,0.0009970406243060346,65000
52,0.06262724846601486,0.04122994467616081,0.005222811829298735,0.01617445796728134,0.06727457046508789,,66249
,,,,,,0.0009969258257386615,66250
53,0.0764014944434166,0.048081450164318085,0.005475921090692282,0.022844161838293076,0.06773091852664948,,67499
,,,,,,0.0009968088496047445,67500
54,0.06347551941871643,0.04099977761507034,0.00699375057592988,0.015481989830732346,0.06751814484596252,,68749
,,,,,,0.0009966896964173982,68750
55,0.06039610505104065,0.04312465339899063,0.006146722473204136,0.011124738492071629,0.06716204434633255,,69999
,,,,,,0.000996568366699287,70000
56,0.06521359086036682,0.04444851726293564,0.006377766840159893,0.014387271367013454,0.06706462055444717,,71249
,,,,,,0.000996444860982622,71250
57,0.06108224019408226,0.041760291904211044,0.007463369518518448,0.011858604848384857,0.06676550209522247,,72499
,,,,,,0.0009963191798091603,72500
58,0.07279418408870697,0.03901427611708641,0.005967962089926004,0.02781200036406517,0.06706693768501282,,73749
,,,,,,0.0009961913237302002,73750
59,0.06548330932855606,0.04284609109163284,0.0052207824774086475,0.01741645112633705,0.06698776036500931,,74999
,,,,,,0.0009960612933065818,75000
60,0.06909381598234177,0.036025334149599075,0.005454733036458492,0.027613775804638863,0.06709305942058563,,76249
,,,,,,0.0009959290891086818,76250
61,0.0687330812215805,0.04304658621549606,0.004137790761888027,0.021548686549067497,0.06717506051063538,,77499
,,,,,,0.0009957947117164125,77500
62,0.060088176280260086,0.034897465258836746,0.005212137009948492,0.01997857727110386,0.06682071834802628,,78749
,,,,,,0.0009956581617192187,78750
63,0.06367097049951553,0.0321648083627224,0.004850262776017189,0.026655899360775948,0.0666632279753685,,79999
,,,,,,0.0009955194397160759,80000
64,0.05221269652247429,0.03499022126197815,0.004375897813588381,0.012846545316278934,0.06594070047140121,,81249
,,,,,,0.0009953785463154862,81250
65,0.059987761080265045,0.040053702890872955,0.006357244681566954,0.013576834462583065,0.0656430572271347,,82499
,,,,,,0.0009952354821354775,82500
66,0.06154625117778778,0.042127031832933426,0.005124734714627266,0.014294421300292015,0.06543821841478348,,83749
,,,,,,0.0009950902478035992,83750
67,0.06468955427408218,0.05126868188381195,0.003913084976375103,0.009507782757282257,0.06540077924728394,,84999
,,,,,,0.0009949428439569197,85000
68,0.07117374241352081,0.05003119260072708,0.0053214444778859615,0.015821073204278946,0.06568942964076996,,86249
,,,,,,0.0009947932712420246,86250
69,0.047061532735824585,0.036469221115112305,0.005320912227034569,0.005271430592983961,0.06475803256034851,,87499
,,,,,,0.0009946415303150131,87500
70,0.05257346108555794,0.03783433511853218,0.006234693340957165,0.008504452183842659,0.06414880603551865,,88749
,,,,,,0.000994487621841495,88750
71,0.05843960493803024,0.03124437853693962,0.004893009085208178,0.02230217680335045,0.0638633444905281,,89999
,,,,,,0.0009943315464965884,90000
72,0.07031382620334625,0.03250111639499664,0.00498754670843482,0.03282516822218895,0.06418587267398834,,91249
,,,,,,0.000994173304964916,91250
73,0.048223309218883514,0.025985268875956535,0.005211696494370699,0.01702634058892727,0.06338774412870407,,92499
,,,,,,0.0009940128979406026,92500
74,0.05409588664770126,0.03038722462952137,0.0046348064206540585,0.019073864445090294,0.06292314827442169,,93749
,,,,,,0.0009938503261272718,93750
75,0.056723400950431824,0.03587481379508972,0.003552254056558013,0.017296314239501953,0.06261315941810608,,94999
,,,,,,0.0009936855902380431,95000
76,0.05848747119307518,0.04374251142144203,0.005396881140768528,0.00934801809489727,0.06240687891840935,,96249
,,,,,,0.0009935186909955287,96250
77,0.06328731775283813,0.04234422743320465,0.009330962784588337,0.011612165719270706,0.06245090067386627,,97499
,,,,,,0.0009933496291318303,97500
78,0.04439665377140045,0.017179207876324654,0.0050881593488156796,0.022129280492663383,0.06154818832874298,,98749
,,,,,,0.0009931784053885363,98750
79,0.046772122383117676,0.01752130128443241,0.0038923704996705055,0.02535843662917614,0.060809385031461716,,99999
,,,,,,0.0009930050205167176,100000
80,0.04181341826915741,0.017503008246421814,0.0032365245278924704,0.021073834970593452,0.059859585016965866,,101249
,,,,,,0.000992829475276925,101250
81,0.05261467397212982,0.02529969997704029,0.003989390097558498,0.023325571790337563,0.05949734151363373,,102499
,,,,,,0.0009926517704391857,102500
82,0.04625885561108589,0.019886964932084084,0.0032720183953642845,0.023099850863218307,0.05883541703224182,,103749
,,,,,,0.0009924719067830002,103750
83,0.05032948777079582,0.024831708520650864,0.0034432606771588326,0.02205449901521206,0.05841011926531792,,104999
,,,,,,0.0009922898850973387,105000
84,0.04514787346124649,0.02432050183415413,0.0033039997797459364,0.017523379996418953,0.0577470064163208,,106249
,,,,,,0.0009921057061806368,106250
85,0.0554281547665596,0.03528290614485741,0.004338596947491169,0.01580665446817875,0.05763106420636177,,107499
,,,,,,0.000991919370840794,107500
86,0.05649964511394501,0.03435675799846649,0.0037703076377511024,0.018372556194663048,0.05757449194788933,,108749
,,,,,,0.000991730879895168,108750
87,0.05074296519160271,0.031004497781395912,0.00632897624745965,0.01340945903211832,0.05723291635513306,,109999
,,,,,,0.000991540234170572,110000
88,0.056340545415878296,0.029373522847890854,0.0037765412125736475,0.023190408945083618,0.05718829855322838,,111249
,,,,,,0.0009913474345032717,111250
89,0.0586182177066803,0.035787537693977356,0.00412530405446887,0.01870531402528286,0.05725979432463646,,112499
,,,,,,0.0009911524817389809,112500
90,0.05206744372844696,0.03384057432413101,0.004552916157990694,0.013673951849341393,0.05700017884373665,,113749
,,,,,,0.0009909553767328575,113750
91,0.051883820444345474,0.03265481814742088,0.0044459630735218525,0.014782983809709549,0.05674435943365097,,114999
,,,,,,0.0009907561203495007,115000
92,0.05200033634901047,0.030783850699663162,0.0035947535652667284,0.017621764913201332,0.056507159024477005,,116249
,,,,,,0.0009905547134629463,116250
93,0.0695500522851944,0.0336366631090641,0.005722847767174244,0.03019055537879467,0.05715930461883545,,117499
,,,,,,0.0009903511569566636,117500
94,0.05755491182208061,0.03029773011803627,0.0038870128337293863,0.023370182141661644,0.057179082185029984,,118749
,,,,,,0.000990145451723551,118750
95,0.04849030077457428,0.031185543164610863,0.003990849480032921,0.01331393700093031,0.056744642555713654,,119999
,,,,,,0.0009899375986659321,120000
96,0.05556248873472214,0.03805989399552345,0.004839887376874685,0.012662632390856743,0.05668553709983826,,121249
,,,,,,0.0009897275986955525,121250
97,0.06204032152891159,0.04003233462572098,0.0036195171996951103,0.018388524651527405,0.05695327743887901,,122499
,,,,,,0.0009895154527335744,122500
98,0.06215113028883934,0.038269706070423126,0.004666792694479227,0.01921459287405014,0.05721316859126091,,123749
,,,,,,0.0009893011617105741,123750
99,0.05764146149158478,0.03569258004426956,0.0035378693137317896,0.01841099001467228,0.05723458155989647,,124999
,,,,,,0.0009890847265665366,125000
100,0.05636507645249367,0.031445007771253586,0.004306007642298937,0.020614057779312134,0.05719110742211342,,126249
,,,,,,0.0009888661482508525,126250
101,0.050603464245796204,0.025591209530830383,0.003182977205142379,0.021829303354024887,0.05686172470450401,,127499
,,,,,,0.0009886454277223133,127500
102,0.051509324461221695,0.024945374578237534,0.0034921641927212477,0.02307175286114216,0.056594107300043106,,128749
,,,,,,0.000988422565949107,128750
103,0.05428512394428253,0.027415649965405464,0.00388358230702579,0.022985918447375298,0.05647865682840347,,129999
,,,,,,0.0009881975639088147,130000
104,0.04683774337172508,0.026910584419965744,0.003626045538112521,0.01630115881562233,0.0559966117143631,,131249
,,,,,,0.000987970422588405,131250
105,0.04417446628212929,0.027361493557691574,0.0032048379071056843,0.013608084060251713,0.05540550500154495,,132499
,,,,,,0.000987741142984231,132500
106,0.057472556829452515,0.028383877128362656,0.00345518602989614,0.025633469223976135,0.05550885573029518,,133749
,,,,,,0.0009875097261020256,133750
107,0.05136451870203018,0.0339214913547039,0.002771764760836959,0.01467121858149767,0.055301640182733536,,134999
,,,,,,0.000987276172956896,135000
108,0.06976326555013657,0.04210817813873291,0.0034039870370179415,0.02425117790699005,0.05602471902966499,,136249
,,,,,,0.0009870404845733207,136250
109,0.050018779933452606,0.03630175441503525,0.0034809825010597706,0.010236014612019062,0.05572442337870598,,137499
,,,,,,0.0009868026619851444,137500
110,0.07248807698488235,0.039461154490709305,0.003888694802299142,0.02913828194141388,0.05656260624527931,,138749
,,,,,,0.000986562706235573,138750
111,0.060609370470047,0.033899612724781036,0.003997100982815027,0.02271261066198349,0.05676494538784027,,139999
,,,,,,0.00098632061837717,140000
112,0.04592697322368622,0.028264842927455902,0.002924456726759672,0.014737709425389767,0.05622304603457451,,141249
,,,,,,0.0009860763994718512,141250
113,0.04693128541111946,0.038577549159526825,0.0024776002392172813,0.005876130890101194,0.055758457630872726,,142499
,,,,,,0.0009858300505908803,142500
114,0.07490167766809464,0.039051663130521774,0.003276547184213996,0.03257341682910919,0.05671561881899834,,143749
,,,,,,0.0009855815728148638,143750
115,0.08007220178842545,0.030106641352176666,0.004128513392060995,0.04583701863884926,0.05788344889879227,,144999
,,,,,,0.0009853309672337468,145000
116,0.04702359437942505,0.028716107830405235,0.004176598507910967,0.014130857773125172,0.05734045431017876,,146249
,,,,,,0.0009850782349468082,146250
117,0.057270653545856476,0.022846778854727745,0.0034421877935528755,0.030981674790382385,0.0573369637131691,,147499
,,,,,,0.0009848233770626553,147500
118,0.055290330201387405,0.0263530146330595,0.0033296116162091494,0.02560771442949772,0.05723463371396065,,148749
,,,,,,0.0009845663946992196,148750
119,0.03573848307132721,0.022165045142173767,0.0032464859541505575,0.010327021591365337,0.05615982413291931,,149999
,,,,,,0.0009843072889837514,150000
120,0.038974568247795105,0.023287666961550713,0.003927010577172041,0.011759895831346512,0.05530056357383728,,151249
,,,,,,0.0009840460610528153,151250
121,0.037214744836091995,0.022123364731669426,0.003622142132371664,0.011469259858131409,0.05439627170562744,,152499
,,,,,,0.0009837827120522844,152500
122,0.05064834654331207,0.02860994264483452,0.0034916438162326813,0.0185466930270195,0.05420887470245361,,153749
,,,,,,0.0009835172431373366,153750
123,0.0641523227095604,0.02921121194958687,0.002816972089931369,0.032124172896146774,0.05470604822039604,,154999
,,,,,,0.0009832496554724483,155000
124,0.05261489376425743,0.03378293290734291,0.0035670807119458914,0.015264909714460373,0.05460149049758911,,156249
,,,,,,0.0009829799502313898,156250
125,0.037104591727256775,0.031016599386930466,0.002501982031390071,0.003586003789678216,0.053726647049188614,,157499
,,,,,,0.0009827081285972207,157500
126,0.05957862734794617,0.022584084421396255,0.0039559295400977135,0.03303859755396843,0.054019246250391006,,158749
,,,,,,0.000982434191762283,158750
127,0.057562462985515594,0.025689804926514626,0.0031451908871531487,0.028727499768137932,0.05419640615582466,,159999
,,,,,,0.0009821581409281983,160000
128,0.05358921363949776,0.025892348960042,0.0028982374351471663,0.024798676371574402,0.0541660450398922,,161249
,,,,,,0.0009818799773058603,161250
129,0.060604341328144073,0.027440279722213745,0.0027596019208431244,0.030404414981603622,0.054487962275743484,,162499
,,,,,,0.0009815997021154308,162500
130,0.055420372635126114,0.03534264117479324,0.0026040514931082726,0.017473731189966202,0.05453458055853844,,163749
,,,,,,0.0009813173165863338,163750
131,0.0462980717420578,0.02625994198024273,0.0028943608049303293,0.017143722623586655,0.05412275716662407,,164999
,,,,,,0.0009810328219572503,165000
132,0.05791141837835312,0.029652751982212067,0.0026012256275862455,0.025657471269369125,0.05431218817830086,,166249
,,,,,,0.0009807462194761133,166250
133,0.04368360713124275,0.027177393436431885,0.0026892118621617556,0.013817030005156994,0.05378076061606407,,167499
,,,,,,0.0009804575104001012,167500
134,0.04930872097611427,0.0303791631013155,0.0026641644071787596,0.016265401616692543,0.05355715751647949,,168749
,,,,,,0.0009801666959956335,168750
135,0.03798781707882881,0.024813678115606308,0.0028489623218774796,0.010325184091925621,0.0527786910533905,,169999
,,,,,,0.0009798737775383642,170000
136,0.043803099542856216,0.027686316519975662,0.002406987827271223,0.013709820806980133,0.05232991278171539,,171249
,,,,,,0.000979578756313177,171250
137,0.05304466560482979,0.03677080199122429,0.0029361769556999207,0.013337637297809124,0.05236564949154854,,172499
,,,,,,0.0009792816336141796,172500
138,0.05039228871464729,0.02951432205736637,0.0030359134543687105,0.01784207485616207,0.052266981452703476,,173749
,,,,,,0.0009789824107446974,173750
139,0.05361112207174301,0.025834597647190094,0.002305195201188326,0.025471387431025505,0.05233418941497803,,174999
,,,,,,0.0009786810890172679,175000
140,0.05907129496335983,0.030804244801402092,0.0029225554317235947,0.025344515219330788,0.05267104506492615,,176249
,,,,,,0.0009783776697536361,176250
141,0.0430765338242054,0.025324715301394463,0.002692354843020439,0.015059406869113445,0.052191317081451416,,177499
,,,,,,0.0009780721542847473,177500
142,0.04294229671359062,0.024975227192044258,0.0028319470584392548,0.015135115012526512,0.05172886699438095,,178749
,,,,,,0.0009777645439507415,178750
143,0.04216036573052406,0.027283092960715294,0.0034209778532385826,0.011456318199634552,0.05125044286251068,,179999
,,,,,,0.0009774548401009487,180000
144,0.052851997315883636,0.025845162570476532,0.0027695056051015854,0.024237334728240967,0.05133051797747612,,181249
,,,,,,0.0009771430440938807,181250
145,0.04400443285703659,0.03018365241587162,0.001976950326934457,0.011843821965157986,0.05096421390771866,,182499
,,,,,,0.0009768291572972278,182500
146,0.052386537194252014,0.02949361316859722,0.002474455861374736,0.020418401807546616,0.051035329699516296,,183749
,,,,,,0.0009765131810878511,183750
147,0.04698985442519188,0.027792425826191902,0.002766892546787858,0.016430553048849106,0.05083305761218071,,184999
,,,,,,0.0009761951168517767,185000
148,0.0387742817401886,0.028025083243846893,0.0030400557443499565,0.007709146942943335,0.05023011937737465,,186249
,,,,,,0.00097587496598419,186250
149,0.058498919010162354,0.03130689635872841,0.0019334937678650022,0.02525852806866169,0.05064355954527855,,187499
,,,,,,0.0009755527298894296,187500
150,0.04797038435935974,0.033210404217243195,0.0034501655027270317,0.011309806257486343,0.050509899854660034,,188749
,,,,,,0.0009752284099809801,188750
151,0.06016284227371216,0.028220852836966515,0.0025410011876374483,0.02940104342997074,0.05099254846572876,,189999
,,,,,,0.0009749020076814677,190000
152,0.052946917712688446,0.03431326895952225,0.003073664614930749,0.015560020692646503,0.051090266555547714,,191249
,,,,,,0.0009745735244226525,191250
153,0.05531998723745346,0.03315608575940132,0.0038663798477500677,0.018297512084245682,0.0513017512857914,,192499
,,,,,,0.0009742429616454227,192500
154,0.03861409053206444,0.025090742856264114,0.0031973491422832012,0.010325964540243149,0.05066736787557602,,193749
,,,,,,0.0009739103207997885,193750
155,0.04796704649925232,0.030592381954193115,0.0029788899701088667,0.014395814388990402,0.050532352179288864,,194999
,,,,,,0.0009735756033448751,195000
156,0.05460968613624573,0.028184158727526665,0.0029424470849335194,0.023483069613575935,0.05073621869087219,,196249
,,,,,,0.0009732388107489173,196250
157,0.06419048458337784,0.02657858282327652,0.0034305297303944826,0.03418142721056938,0.051408931612968445,,197499
,,,,,,0.000972899944489252,197500
158,0.05814273655414581,0.036046430468559265,0.0032797805033624172,0.018816547468304634,0.05174562335014343,,198749
,,,,,,0.0009725590060523127,198750
159,0.051209162920713425,0.02739042602479458,0.0027645486406981945,0.02105414681136608,0.05171880125999451,,199999
,,,,,,0.000972215996933622,200000
160,0.05771348252892494,0.024886304512619972,0.0023658776190131903,0.03046131506562233,0.052018534392118454,,201249
,,,,,,0.0009718709186377856,201250
161,0.052768275141716,0.03093254752457142,0.001954831648617983,0.019880929961800575,0.052056021988391876,,202499
,,,,,,0.0009715237726784859,202500
162,0.05405815318226814,0.03529617190361023,0.003254625713452697,0.015507370233535767,0.052156127989292145,,203749
,,,,,,0.0009711745605784748,203750
163,0.0650068148970604,0.034179311245679855,0.0032536815851926804,0.027573809027671814,0.05279866233468056,,204999
,,,,,,0.0009708232838695676,205000
164,0.07699348032474518,0.033822547644376755,0.0020351805724203587,0.04113568738102913,0.054008401930332184,,206249
,,,,,,0.0009704699440926357,206250
165,0.06643402576446533,0.03659864515066147,0.0023654841352254152,0.027469869703054428,0.05462968349456787,,207499
,,,,,,0.0009701145427976002,207500
166,0.06423412263393402,0.03499189019203186,0.002335607772693038,0.026906589046120644,0.0551099069416523,,208749
,,,,,,0.000969757081543425,208750
167,0.05797801539301872,0.037387117743492126,0.003146513132378459,0.017444387078285217,0.05525331199169159,,209999
,,,,,,0.0009693975618981103,210000
168,0.07344967126846313,0.029641220346093178,0.0023841029033064842,0.041424330323934555,0.05616312846541405,,211249
,,,,,,0.0009690359854386848,211250
169,0.04771396517753601,0.04088965430855751,0.0028385089244693518,0.003985745832324028,0.05574066936969757,,212499
,,,,,,0.0009686723537512,212500
170,0.06396490335464478,0.03680052235722542,0.0028137785848230124,0.024350622668862343,0.05615188181400299,,213749
,,,,,,0.0009683066684307223,213750
171,0.04939038306474686,0.03194286674261093,0.0034518290776759386,0.01399562694132328,0.055813807994127274,,214999
,,,,,,0.0009679389310813263,215000
172,0.034964051097631454,0.028597958385944366,0.001961578382179141,0.004404513631016016,0.05477131903171539,,216249
,,,,,,0.000967569143316088,216250
173,0.05162921920418739,0.03590037301182747,0.003574610920622945,0.012154271826148033,0.05461421608924866,,217499
,,,,,,0.0009671973067570778,217500
174,0.07619612663984299,0.03798964247107506,0.0022706305608153343,0.03593580052256584,0.055693309754133224,,218749
,,,,,,0.0009668234230353523,218750
175,0.061884794384241104,0.03270868957042694,0.0023738935124129057,0.026802286505699158,0.05600288510322571,,219999
,,,,,,0.0009664474937909487,220000
176,0.04969272017478943,0.028907589614391327,0.002838215557858348,0.017946917563676834,0.055687375366687775,,221249
,,,,,,0.0009660695206728764,221250
177,0.06598302721977234,0.036345142871141434,0.003192741423845291,0.02644508332014084,0.05620215833187103,,222499
,,,,,,0.0009656895053391108,222500
178,0.04715525358915329,0.03919016569852829,0.0027356247883290052,0.0052294605411589146,0.055749814957380295,,223749
,,,,,,0.0009653074494565844,223750
179,0.05283656716346741,0.038887202739715576,0.0019871063996106386,0.011962276883423328,0.055604152381420135,,224999
,,,,,,0.0009649233547011816,225000
180,0.06271485984325409,0.037265926599502563,0.003304211888462305,0.022144757211208344,0.055959686636924744,,226249
,,,,,,0.0009645372227577301,226250
181,0.053801752626895905,0.028945568948984146,0.0029631899669766426,0.021892936900258064,0.05585179105401039,,227499
,,,,,,0.0009641490553199932,227500
182,0.05345577374100685,0.025503868237137794,0.0024247169494628906,0.025527216494083405,0.055731989443302155,,228749
,,,,,,0.0009637588540906635,228750
183,0.03747265785932541,0.0233287513256073,0.002002441557124257,0.012141485698521137,0.0548190213739872,,229999
,,,,,,0.0009633666207813541,230000
184,0.08451615273952484,0.02234003320336342,0.00239506084471941,0.05978108569979668,0.056303877383470535,,231249
,,,,,,0.0009629723571125925,231250
185,0.041969530284404755,0.026111219078302383,0.002306461799889803,0.013551820069551468,0.05558716133236885,,232499
,,,,,,0.0009625760648138118,232500
186,0.06672614067792892,0.034985437989234924,0.002732278313487768,0.02900851145386696,0.0561441108584404,,233749
,,,,,,0.0009621777456233442,233750
187,0.04674713313579559,0.02737840823829174,0.002003803150728345,0.017364945262670517,0.05567426234483719,,234999
,,,,,,0.0009617774012884124,235000
188,0.04354018345475197,0.03456536680459976,0.0027171627152711153,0.006257697939872742,0.05506755784153938,,236249
,,,,,,0.0009613750335651225,236250
189,0.06847992539405823,0.037015657871961594,0.0017508387099951506,0.029713422060012817,0.0557381771504879,,237499
,,,,,,0.0009609706442184562,237500
190,0.04917309433221817,0.03894670680165291,0.0018366617150604725,0.008389684371650219,0.05540992319583893,,238749
,,,,,,0.000960564235022263,238750
191,0.06557752937078476,0.037785109132528305,0.005616425536572933,0.022176075726747513,0.05591830238699913,,239999
,,,,,,0.0009601558077592525,240000
192,0.054590221494436264,0.03045051544904709,0.002304953057318926,0.021834729239344597,0.05585189908742905,,241249
,,,,,,0.0009597453642209864,241250
193,0.07292568683624268,0.04166727513074875,0.0021055841352790594,0.02915291115641594,0.05670558661222458,,242499
,,,,,,0.0009593329062078709,242500
194,0.06698217988014221,0.029435809701681137,0.0025185025297105312,0.035027846693992615,0.05721941590309143,,243749
,,,,,,0.0009589184355291488,243750
195,0.0362120196223259,0.030482152476906776,0.0022618314251303673,0.003467999631538987,0.0561690479516983,,244999
,,,,,,0.0009585019540028912,245000
196,0.03767699748277664,0.028837546706199646,0.003389816265553236,0.005449635908007622,0.05524444580078125,,246249
,,,,,,0.0009580834634559896,246250
197,0.0402061752974987,0.031193582341074944,0.002585209906101227,0.00642738863825798,0.0544925332069397,,247499
,,,,,,0.0009576629657241486,247500
198,0.05705779418349266,0.037081602960824966,0.002527242060750723,0.01744898594915867,0.05462079495191574,,248749
,,,,,,0.0009572404626518769,248750
199,0.044102754443883896,0.038017552345991135,0.003029617015272379,0.0030555613338947296,0.054094891995191574,,249999
