t,x_obs,y_obs,z_obs,x_pred,y_pred,z_pred,sigma_pred,rho_pred,beta_pred,sigma_true,rho_true,beta_true
8.461538e-01,5.602293e+00,9.359804e+00,1.718067e+01,5.710238e+00,8.990918e+00,1.707196e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.494983e-01,5.426238e+00,8.986374e+00,1.722846e+01,6.061676e+00,9.513173e+00,1.716575e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.528428e-01,6.167378e+00,1.049686e+01,1.741281e+01,6.433155e+00,1.004041e+01,1.731456e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.561873e-01,6.434055e+00,1.085652e+01,1.750943e+01,6.824418e+00,1.057279e+01,1.752119e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.595318e-01,7.287366e+00,1.138815e+01,1.858022e+01,7.234669e+00,1.111035e+01,1.778961e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.628762e-01,7.049929e+00,1.213691e+01,1.818096e+01,7.662408e+00,1.165255e+01,1.812541e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.662207e-01,7.672911e+00,1.263297e+01,1.849067e+01,8.105509e+00,1.219789e+01,1.853607e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.695652e-01,8.229094e+00,1.381826e+01,1.999162e+01,8.561043e+00,1.274310e+01,1.903103e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.729097e-01,8.380323e+00,1.374291e+01,2.022026e+01,9.025360e+00,1.328234e+01,1.962123e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.762541e-01,8.986519e+00,1.407517e+01,2.107038e+01,9.494131e+00,1.380640e+01,2.031822e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.795987e-01,9.613091e+00,1.550947e+01,2.163771e+01,9.962420e+00,1.430187e+01,2.113226e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.829432e-01,1.025810e+01,1.480007e+01,2.254380e+01,1.042484e+01,1.475035e+01,2.206950e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.862876e-01,1.149269e+01,1.499704e+01,2.394146e+01,1.087572e+01,1.512824e+01,2.312898e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.896322e-01,1.143218e+01,1.574195e+01,2.467607e+01,1.130930e+01,1.540794e+01,2.429961e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.929766e-01,1.230978e+01,1.652066e+01,2.603175e+01,1.171984e+01,1.556284e+01,2.555869e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.963211e-01,1.204293e+01,1.683478e+01,2.700161e+01,1.210172e+01,1.557939e+01,2.687303e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
8.996656e-01,1.203452e+01,1.594676e+01,2.866486e+01,1.244932e+01,1.547226e+01,2.820229e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.030101e-01,1.191661e+01,1.623917e+01,2.886695e+01,1.275675e+01,1.528268e+01,2.950434e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.063545e-01,1.263093e+01,1.504584e+01,3.069418e+01,1.301740e+01,1.504092e+01,3.074077e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.096990e-01,1.276781e+01,1.395905e+01,3.121032e+01,1.322327e+01,1.471365e+01,3.188064e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.130435e-01,1.407837e+01,1.419514e+01,3.264462e+01,1.336419e+01,1.417790e+01,3.290198e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.163880e-01,1.349692e+01,1.329325e+01,3.385997e+01,1.342764e+01,1.327282e+01,3.379094e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.197324e-01,1.448399e+01,1.274572e+01,3.546353e+01,1.339939e+01,1.201555e+01,3.453972e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.230769e-01,1.345110e+01,1.157081e+01,3.442825e+01,1.326632e+01,1.075954e+01,3.514400e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.264214e-01,1.283955e+01,9.852390e+00,3.599397e+01,1.302130e+01,9.795631e+00,3.560051e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.297659e-01,1.291598e+01,8.696187e+00,3.621243e+01,1.266886e+01,9.023829e+00,3.590591e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.331104e-01,1.337078e+01,8.206914e+00,3.566373e+01,1.222749e+01,8.200596e+00,3.605649e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.364548e-01,1.274425e+01,6.711894e+00,3.602328e+01,1.172539e+01,7.180776e+00,3.604933e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.397993e-01,1.048677e+01,5.597848e+00,3.552924e+01,1.119045e+01,6.012534e+00,3.588437e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.431438e-01,1.009975e+01,5.266973e+00,3.543491e+01,1.064139e+01,4.899059e+00,3.556713e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.464883e-01,9.609982e+00,5.016639e+00,3.500590e+01,1.008541e+01,4.005579e+00,3.511083e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.498327e-01,9.512428e+00,4.241965e+00,3.356702e+01,9.522219e+00,3.349564e+00,3.453717e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.531773e-01,8.941845e+00,3.094024e+00,3.445439e+01,8.950327e+00,2.866380e+00,3.387469e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.565217e-01,8.311226e+00,2.558365e+00,3.357018e+01,8.371854e+00,2.490459e+00,3.315500e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.598662e-01,7.618911e+00,1.926551e+00,3.258712e+01,7.793730e+00,2.182524e+00,3.240790e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.632108e-01,7.130365e+00,1.914185e+00,3.127345e+01,7.226331e+00,1.926314e+00,3.165713e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.665552e-01,7.002348e+00,2.537860e+00,3.093123e+01,6.680818e+00,1.717487e+00,3.091808e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.698997e-01,6.143004e+00,5.140475e-01,3.073627e+01,6.166523e+00,1.553985e+00,3.019762e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.732441e-01,5.440607e+00,2.365602e-01,2.947164e+01,5.689623e+00,1.431173e+00,2.949599e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.765887e-01,5.314641e+00,4.523551e-01,2.856963e+01,5.252802e+00,1.341403e+00,2.880931e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.799331e-01,4.114544e+00,6.501957e-01,2.773270e+01,4.855818e+00,1.276025e+00,2.813232e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.832776e-01,4.978166e+00,8.202573e-01,2.701912e+01,4.496262e+00,1.227457e+00,2.746039e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.866221e-01,4.178971e+00,1.172601e+00,2.668842e+01,4.170531e+00,1.190179e+00,2.679100e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.899666e-01,3.967729e+00,2.269416e+00,2.645927e+01,3.874493e+00,1.160710e+00,2.612436e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.933110e-01,2.231424e+00,7.599058e-01,2.579216e+01,3.603927e+00,1.137085e+00,2.546324e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
9.966555e-01,3.110798e+00,1.657682e+00,2.413389e+01,3.354820e+00,1.118261e+00,2.481250e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
1.000000e+00,2.920715e+00,1.077537e+00,2.433949e+01,3.123572e+00,1.103714e+00,2.417836e+01,9.851724e+00,2.080567e+01,2.654599e+00,1.000000e+01,2.800000e+01,2.666667e+00
