epoch,loss,loss/D_u,loss/D_v,loss/F,loss/bc_bottom_u,loss/bc_bottom_v,loss/bc_left_u,loss/bc_left_v,loss/bc_right_u,loss/bc_right_v,loss/bc_top_u,loss/bc_top_v,loss/data,loss/ic_u,loss/ic_v,loss/k,loss/pde_u,loss/pde_v,loss/smma,lr,step
,,,,,,,,,,,,,,,,,,,,0.000999259607346497,3276
52,0.1320050209760666,0.8554202914237976,0.05505670607089996,2.3521065711975098,6.547162774950266e-05,1.4482108781521674e-05,5.0270660722162575e-05,1.846780469350051e-05,9.991726983571425e-05,1.2480307304940652e-05,0.0001263814338017255,1.7524460417916998e-05,0.006190705578774214,0.09748992323875427,0.026082906872034073,1.6096769571304321,0.001422456349246204,0.0004140331002417952,0.5580248832702637,,3338
,,,,,,,,,,,,,,,,,,,,0.000999230864272736,3339
53,0.12322095781564713,0.8732568025588989,0.057983849197626114,2.439976692199707,7.141752575989813e-05,1.6032674466259778e-05,4.678706682170741e-05,1.3592267350759357e-05,6.686033884761855e-05,9.777718332770746e-06,7.584390550618991e-05,1.836177943914663e-05,0.00532645545899868,0.0871681421995163,0.027606625109910965,1.6706293821334839,0.0020085698924958706,0.0007925059180706739,0.5362846851348877,,3401
,,,,,,,,,,,,,,,,,,,,0.0009992015742794327,3402
54,0.11265397816896439,0.9118596315383911,0.06413585692644119,2.506234884262085,9.004185267258435e-05,1.3420929462881759e-05,4.636411904357374e-05,1.1702958545356523e-05,6.025253242114559e-05,8.31128636491485e-06,4.979902587365359e-05,1.78712944034487e-05,0.004627032671123743,0.07926308363676071,0.023935120552778244,1.7181719541549683,0.004014299716800451,0.0005166522460058331,0.5151031613349915,,3464
,,,,,,,,,,,,,,,,,,,,0.0009991717373987069,3465
55,0.11636390537023544,0.9360786080360413,0.07271404564380646,2.5625622272491455,0.00012054695980623364,5.671337476087501e-06,6.155427399789914e-05,3.5266975828562863e-06,9.536690049571916e-05,5.147707724972861e-06,4.2899915570160374e-05,5.91144680583966e-06,0.004996733274310827,0.08146628737449646,0.024615362286567688,1.755749225616455,0.004016311373561621,0.0009285781998187304,0.49516618251800537,,3527
,,,,,,,,,,,,,,,,,,,,0.0009991413536632782,3528
56,0.13188908994197845,0.9803746342658997,0.07687680423259735,2.642568588256836,3.3364111004630104e-05,2.6523414362600306e-06,2.380249679845292e-05,2.3320214950217633e-06,2.3875747501733713e-05,1.4507379546557786e-06,4.4929849536856636e-05,2.3134282400860684e-06,0.006326877512037754,0.08995570987462997,0.025857241824269295,1.8072062730789185,0.009334936738014221,0.00027963085449300706,0.4770023226737976,,3590
,,,,,,,,,,,,,,,,,,,,0.0009991104231064664,3591
57,0.11423066258430481,1.0129902362823486,0.07722821831703186,2.7061614990234375,1.2115458048356231e-05,5.813278221467044e-06,4.1183189750881866e-05,5.418052751338109e-06,1.3284432498039678e-05,2.862781002477277e-06,3.903629840351641e-05,5.954517291684169e-06,0.004811408929526806,0.07437514513731003,0.02906099520623684,1.8710148334503174,0.005492081865668297,0.00036539367283694446,0.4588637351989746,,3653
,,,,,,,,,,,,,,,,,,,,0.0009990789457621906,3654
