epoch,loss,loss/bc_left,loss/bc_right,loss/data,loss/ic,loss/nu,loss/pde_residual,lr,step
158,0.038668617606163025,0.001159026171080768,0.0009982334449887276,0.010137065313756466,0.007730822078883648,3.053232285310514e-05,0.018643463030457497,,198749
,,,,,,,,0.001,198750
159,0.034886181354522705,0.000939366698730737,0.0010977957863360643,0.010376832447946072,0.007035974878817797,2.9168775654397905e-05,0.015436193905770779,,199999
,,,,,,,,0.001,200000
160,0.03660353273153305,0.0009452025406062603,0.0009681201190687716,0.009263357147574425,0.007095733657479286,2.7365085770725273e-05,0.01833108440041542,,201249
,,,,,,,,0.001,201250
161,0.03649526089429855,0.0012167877284809947,0.0010625215945765376,0.011495769955217838,0.0066116079688072205,3.030907828360796e-05,0.016108516603708267,,202499
,,,,,,,,0.001,202500
162,0.03485449030995369,0.0012405376182869077,0.0011248199734836817,0.00865944754332304,0.006558058317750692,3.2146021112566814e-05,0.01727157272398472,,203749
,,,,,,,,0.001,203750
163,0.03862694278359413,0.0012257695198059082,0.0009037561248987913,0.008367864415049553,0.0061188493855297565,3.298212686786428e-05,0.022010695189237595,,204999
,,,,,,,,0.001,205000
164,0.03635933995246887,0.0010712535586208105,0.0011175115359947085,0.010975505225360394,0.007540781516581774,3.3799173252191395e-05,0.015654273331165314,,206249
,,,,,,,,0.001,206250
165,0.030756963416934013,0.001037866692058742,0.0007431433768942952,0.007867665961384773,0.005323212593793869,3.26728550135158e-05,0.015785111114382744,,207499
,,,,,,,,0.001,207500
166,0.03557514026761055,0.0009608077234588563,0.0008799233473837376,0.010779344476759434,0.006356751546263695,3.050708255614154e-05,0.016598328948020935,,208749
,,,,,,,,0.001,208750
167,0.03227277100086212,0.0008716146694496274,0.0007120388327166438,0.010506292805075645,0.0062090326100587845,2.987056905112695e-05,0.013973805122077465,,209999
,,,,,,,,0.001,210000
168,0.04070615395903587,0.0017901918618008494,0.0013843915658071637,0.010249585844576359,0.006494159810245037,3.088505400228314e-05,0.020787807181477547,,211249
,,,,,,,,0.001,211250
169,0.03439301252365112,0.0009865951724350452,0.0007354299305006862,0.009546284563839436,0.006540230475366116,2.8246613510418683e-05,0.016584500670433044,,212499
,,,,,,,,0.001,212500
170,0.03716849535703659,0.0009294095798395574,0.001024033292196691,0.00873303972184658,0.00684761069715023,2.8591450245585293e-05,0.01963438093662262,,213749
,,,,,,,,0.001,213750
171,0.04144202172756195,0.0010399562306702137,0.0008554866653867066,0.009436906315386295,0.010461363010108471,3.0626561056124046e-05,0.019648335874080658,,214999
,,,,,,,,0.001,215000
172,0.02909376472234726,0.0008083777502179146,0.0007842294289730489,0.006545362062752247,0.00533145759254694,3.085039134020917e-05,0.01562435645610094,,216249
,,,,,,,,0.001,216250
173,0.03369837999343872,0.0009909456130117178,0.0012984537752345204,0.009423766285181046,0.006479872856289148,3.0432382118306123e-05,0.015505350194871426,,217499
,,,,,,,,0.001,217500
174,0.03267349675297737,0.000783038791269064,0.0008741855854168534,0.010157670825719833,0.005590359680354595,3.0099299692665227e-05,0.015268281102180481,,218749
,,,,,,,,0.001,218750
175,0.03642905503511429,0.0010713409865275025,0.0008850410231389105,0.008978520520031452,0.007535665761679411,2.9074799385853112e-05,0.01795846037566662,,219999
,,,,,,,,0.001,220000
176,0.034667860716581345,0.0011176997795701027,0.0010169586166739464,0.010079151019454002,0.006887932773679495,2.8910499167977832e-05,0.015566102229058743,,221249
,,,,,,,,0.001,221250
177,0.033174119889736176,0.0008554880041629076,0.0010133774485439062,0.012226585298776627,0.005778815597295761,2.7501568183652125e-05,0.013299885205924511,,222499
,,,,,,,,0.001,222500
178,0.03634339198470116,0.0014364029048010707,0.000943948864005506,0.012544982135295868,0.0070465500466525555,2.6925175916403532e-05,0.014371506869792938,,223749
,,,,,,,,0.001,223750
179,0.035042814910411835,0.0009370373445563018,0.0008584557799622416,0.009001863189041615,0.006027941592037678,2.5969558919314295e-05,0.018217522650957108,,224999
,,,,,,,,0.001,225000
180,0.039011258631944656,0.0010845160577446222,0.0016615838976576924,0.010621163994073868,0.007191658951342106,2.8425720302038826e-05,0.01845231093466282,,226249
,,,,,,,,0.001,226250
181,0.03477257117629051,0.0007501263753511012,0.0009009221103042364,0.010398542508482933,0.006455722730606794,2.8573625968419947e-05,0.016267284750938416,,227499
,,,,,,,,0.001,227500
182,0.03850887715816498,0.0008996676187962294,0.0008703943458385766,0.01288941316306591,0.007262491621077061,2.8902883059345186e-05,0.016586922109127045,,228749
,,,,,,,,0.001,228750
183,0.035753656178712845,0.0010748483473435044,0.0009468323551118374,0.010492702946066856,0.006831842940300703,2.8110509447287768e-05,0.016407407820224762,,229999
,,,,,,,,0.001,230000
184,0.053423527628183365,0.001881705247797072,0.0019905362278223038,0.01550680585205555,0.011259099468588829,3.185067907907069e-05,0.022785436362028122,,231249
,,,,,,,,0.001,231250
185,0.03760499507188797,0.0009618595358915627,0.0009351309854537249,0.011853610165417194,0.007211070973426104,2.8470713004935533e-05,0.016643274575471878,,232499
,,,,,,,,0.001,232500
186,0.045988041907548904,0.0013284037122502923,0.0014387890696525574,0.012315252795815468,0.00788890291005373,2.627208777994383e-05,0.023016702383756638,,233749
,,,,,,,,0.001,233750
187,0.038971997797489166,0.0009834561496973038,0.0009088017395697534,0.011678550392389297,0.007819633930921555,2.7927409973926842e-05,0.01758159138262272,,234999
,,,,,,,,0.001,235000
188,0.03845520317554474,0.000834719161503017,0.000745104334782809,0.013495122082531452,0.006229008082300425,2.703749487409368e-05,0.017151309177279472,,236249
,,,,,,,,0.001,236250
189,0.03616189584136009,0.0009820566046983004,0.0008529306505806744,0.011701042763888836,0.006192952860146761,2.7717220291378908e-05,0.016432899981737137,,237499
,,,,,,,,0.001,237500
190,0.030635088682174683,0.0009324725833721459,0.0008403588435612619,0.006987310014665127,0.005119812674820423,2.7728021450457163e-05,0.01675517112016678,,238749
,,,,,,,,0.001,238750
191,0.035439204424619675,0.000908177113160491,0.0007438732427544892,0.010419008322060108,0.006334212142974138,2.7153608243679628e-05,0.017033910378813744,,239999
,,,,,,,,0.001,240000
192,0.03515351936221123,0.0008520891424268484,0.000923979445360601,0.010743970051407814,0.0066838860511779785,2.7347841751179658e-05,0.015949619933962822,,241249
,,,,,,,,0.001,241250
193,0.03683808073401451,0.0009211357100866735,0.0008632059907540679,0.012113239616155624,0.006086241453886032,2.617059726617299e-05,0.016854261979460716,,242499
,,,,,,,,0.001,242500
194,0.030985074117779732,0.0007402511546388268,0.0006688229041174054,0.010210842825472355,0.005597893614321947,2.7570042220759206e-05,0.013767247088253498,,243749
,,,,,,,,0.001,243750
195,0.03565432131290436,0.0010806166101247072,0.0009012363152578473,0.010803240351378918,0.005959044676274061,2.7056214094045572e-05,0.01691018044948578,,244999
,,,,,,,,0.001,245000
196,0.029622893780469894,0.0008054167847149074,0.0008805861580185592,0.006912275683134794,0.004980814177542925,2.6272469767718576e-05,0.016043759882450104,,246249
,,,,,,,,0.001,246250
197,0.027873190119862556,0.0011156171094626188,0.00087672786321491,0.008638606406748295,0.0045760516077280045,2.587862400105223e-05,0.012666208669543266,,247499
,,,,,,,,0.001,247500
198,0.036274708807468414,0.0013261983403936028,0.0009872225346043706,0.007919037714600563,0.006051491945981979,2.6493666155147366e-05,0.019990814849734306,,248749
,,,,,,,,0.001,248750
199,0.037374962121248245,0.0009328307351097465,0.0011348710395395756,0.012562328949570656,0.006527690216898918,2.7781605240306817e-05,0.0162173043936491,,249999
,,,,,,,,0.001,250000
200,0.03621140122413635,0.0011478507658466697,0.0008911563782021403,0.012526084668934345,0.0050868806429207325,2.7650263291434385e-05,0.016559477895498276,,251249
,,,,,,,,0.001,251250
201,0.03834919631481171,0.0010209858883172274,0.0007736129336990416,0.012426711618900299,0.007301710546016693,2.8688231395790353e-05,0.01682615838944912,,252499
,,,,,,,,0.001,252500
202,0.03237731754779816,0.0008870224701240659,0.0006462784949690104,0.009925921447575092,0.006055597681552172,2.6701211027102545e-05,0.01486251875758171,,253749
,,,,,,,,0.001,253750
203,0.033260226249694824,0.00090167042799294,0.0007496682228520513,0.010043283924460411,0.0058852434158325195,2.6468112992006354e-05,0.015680363401770592,,254999
,,,,,,,,0.001,255000
204,0.03780445083975792,0.0009973698761314154,0.0011989024933427572,0.010639011859893799,0.006674621719866991,2.8543743610498495e-05,0.01829458586871624,,256249
,,,,,,,,0.001,256250
205,0.04563403129577637,0.0010218981187790632,0.0010492748115211725,0.010835320688784122,0.0077674840576946735,2.8058266252628528e-05,0.024960096925497055,,257499
,,,,,,,,0.001,257500
206,0.04069242253899574,0.0011403224198147655,0.0008293067803606391,0.01007128693163395,0.006955671589821577,2.885912726924289e-05,0.02169583924114704,,258749
,,,,,,,,0.001,258750
207,0.039142459630966187,0.0008097590180113912,0.0009302980615757406,0.01054487656801939,0.006737526506185532,2.7218637114856392e-05,0.02011997438967228,,259999
,,,,,,,,0.001,260000
208,0.04389679431915283,0.0011855654884129763,0.0006554689025506377,0.012469902634620667,0.0068428535014390945,2.699048309295904e-05,0.02274300344288349,,261249
,,,,,,,,0.001,261250
209,0.05171336606144905,0.0008862866670824587,0.0006393804214894772,0.01679522544145584,0.009777323342859745,2.656249125720933e-05,0.023615093901753426,,262499
,,,,,,,,0.001,262500
210,0.03562117740511894,0.000959868892095983,0.0010230678599327803,0.009859372861683369,0.006480945739895105,2.5826162527664565e-05,0.01729796826839447,,263749
,,,,,,,,0.001,263750
211,0.037763599306344986,0.0008564398740418255,0.0009279908263124526,0.0119243785738945,0.0076050651259720325,2.6698788133217022e-05,0.016449738293886185,,264999
,,,,,,,,0.001,265000
212,0.039628226310014725,0.0008433646289631724,0.0008832393796183169,0.01183302327990532,0.007605498656630516,2.7217773094889708e-05,0.018463091924786568,,266249
,,,,,,,,0.001,266250
213,0.04562151059508324,0.001251734676770866,0.001110378885641694,0.013627833686769009,0.00800094474107027,2.8614067559828982e-05,0.02163062058389187,,267499
,,,,,,,,0.001,267500
214,0.0440400205552578,0.0009605195955373347,0.000799677218310535,0.009765256196260452,0.009394892491400242,3.0362718462129124e-05,0.02311970293521881,,268749
,,,,,,,,0.001,268750
215,0.039257243275642395,0.0008817950147204101,0.0008620410226285458,0.012684681452810764,0.007194691337645054,2.843514084815979e-05,0.017634009942412376,,269999
,,,,,,,,0.001,270000
216,0.03521506488323212,0.0007776300190016627,0.000677306205034256,0.011259684339165688,0.006388840731233358,2.974158269353211e-05,0.01611161418259144,,271249
,,,,,,,,0.001,271250
217,0.0362541489303112,0.0008923493442125618,0.0008781265350989997,0.01002468355000019,0.006099679972976446,2.9926517527201213e-05,0.01835932955145836,,272499
,,,,,,,,0.001,272500
218,0.034070082008838654,0.0008350220741704106,0.0008640821324661374,0.011107027530670166,0.006441439036279917,2.9965296562295407e-05,0.014822503551840782,,273749
,,,,,,,,0.001,273750
219,0.04046287760138512,0.001092424150556326,0.000961483980063349,0.012436902150511742,0.006659012753516436,3.059255323023535e-05,0.019313063472509384,,274999
,,,,,,,,0.001,275000
220,0.03688162937760353,0.0007998491637408733,0.0007493236917071044,0.009374105371534824,0.006914549972862005,3.087807635893114e-05,0.019043803215026855,,276249
,,,,,,,,0.001,276250
221,0.04239942878484726,0.0013016409939154983,0.0010066304821521044,0.015236373990774155,0.006622017826884985,3.0275383323896676e-05,0.018232744187116623,,277499
,,,,,,,,0.001,277500
222,0.03231947124004364,0.0008062784909270704,0.0008154324605129659,0.008441640995442867,0.0055819228291511536,2.8724663934553973e-05,0.016674181446433067,,278749
,,,,,,,,0.001,278750
223,0.032875221222639084,0.0009847654728218913,0.0009790260810405016,0.007538678124547005,0.006078856065869331,3.317967275506817e-05,0.01729389652609825,,279999
,,,,,,,,0.001,280000
224,0.03720584511756897,0.0007922817021608353,0.0006513868574984372,0.009085935540497303,0.0069012632593512535,2.8596477932296693e-05,0.019774964079260826,,281249
,,,,,,,,0.001,281250
225,0.030448760837316513,0.000851825054269284,0.0008010156452655792,0.007702841889113188,0.005211744457483292,3.0600331228924915e-05,0.015881365165114403,,282499
,,,,,,,,0.001,282500
226,0.04766406491398811,0.001384396106004715,0.0007642818382009864,0.010703626088798046,0.01025384571403265,3.128257958451286e-05,0.024557944387197495,,283749
,,,,,,,,0.001,283750
227,0.03437304496765137,0.0009012931841425598,0.0006865889299660921,0.008634044788777828,0.006812593899667263,3.093154737143777e-05,0.017338547855615616,,284999
,,,,,,,,0.001,285000
228,0.033295050263404846,0.0009155244915746152,0.0007622101693414152,0.009730122052133083,0.005522545892745256,3.037282294826582e-05,0.016364682465791702,,286249
,,,,,,,,0.001,286250
229,0.0374276228249073,0.0009305602288804948,0.0007390256505459547,0.011738314293324947,0.007519709877669811,3.240964360884391e-05,0.016499986872076988,,287499
,,,,,,,,0.001,287500
230,0.03940838202834129,0.0007784889894537628,0.0009346323204226792,0.011697004549205303,0.006160352844744921,3.2679028663551435e-05,0.019837917760014534,,288749
,,,,,,,,0.001,288750
231,0.03984900936484337,0.0012995295692235231,0.0009931651875376701,0.01125724334269762,0.00673955213278532,3.170782292727381e-05,0.01955954171717167,,289999
,,,,,,,,0.001,290000
232,0.043845027685165405,0.0014255049172788858,0.0010157364886254072,0.013945125974714756,0.006833802908658981,2.9083130357321352e-05,0.020624857395887375,,291249
,,,,,,,,0.001,291250
233,0.038914699107408524,0.0009179512271657586,0.0007377552683465183,0.013053655624389648,0.007184171117842197,2.779429269139655e-05,0.017021166160702705,,292499
,,,,,,,,0.001,292500
234,0.045395176857709885,0.0010018378961831331,0.00100445665884763,0.014061191119253635,0.00855300109833479,2.5836929125944152e-05,0.02077472396194935,,293749
,,,,,,,,0.001,293750
235,0.03855019062757492,0.0007657990208826959,0.0006954741547815502,0.011863536201417446,0.006536054890602827,2.5316769097116776e-05,0.01868930272758007,,294999
,,,,,,,,0.001,295000
236,0.043776292353868484,0.0011220024898648262,0.0011119622504338622,0.01348149124532938,0.008607647381722927,2.5410616217413917e-05,0.019453195855021477,,296249
,,,,,,,,0.001,296250
237,0.037971656769514084,0.001067514531314373,0.0009565293439663947,0.012221760116517544,0.006859203334897757,2.568668787716888e-05,0.016866587102413177,,297499
,,,,,,,,0.001,297500
238,0.03952135145664215,0.001121176523156464,0.0009794485522434115,0.008879807777702808,0.00668834475800395,2.7276882974547334e-05,0.021852584555745125,,298749
,,,,,,,,0.001,298750
239,0.047693632543087006,0.0011344095692038536,0.000859746360220015,0.014663749374449253,0.008897855877876282,2.8009766538161784e-05,0.022137852385640144,,299999
,,,,,,,,0.001,300000
240,0.03760746121406555,0.0008843675605021417,0.0007899182382971048,0.009318343363702297,0.007527462672442198,2.5985786123783328e-05,0.019087374210357666,,301249
,,,,,,,,0.001,301250
241,0.044500984251499176,0.0012501142919063568,0.0009199747000820935,0.015911193564534187,0.007480132393538952,2.7990472517558374e-05,0.01893957145512104,,302499
,,,,,,,,0.001,302500
242,0.03914397209882736,0.0010465956293046474,0.0007040159543976188,0.010920346714556217,0.006350293289870024,2.7245087039773352e-05,0.02012273482978344,,303749
,,,,,,,,0.001,303750
243,0.037445858120918274,0.0009165162919089198,0.0008528870530426502,0.007962947711348534,0.007071331609040499,2.7976770070381463e-05,0.020642155781388283,,304999
,,,,,,,,0.001,305000
244,0.0449601449072361,0.0011771804420277476,0.0010060518980026245,0.014123780652880669,0.00908821914345026,2.6118132154806517e-05,0.01956494338810444,,306249
,,,,,,,,0.001,306250
245,0.04080759733915329,0.0009163982467725873,0.0010318858548998833,0.01165471039712429,0.008569003082811832,2.4109309379127808e-05,0.01863555982708931,,307499
,,,,,,,,0.001,307500
246,0.033454786986112595,0.0008242648327723145,0.0007759399013593793,0.00754190981388092,0.00528249517083168,2.4181848857551813e-05,0.01903020404279232,,308749
,,,,,,,,0.001,308750
247,0.03365783393383026,0.0008213134715333581,0.0006913075339980423,0.007633020635694265,0.00572022283449769,2.6004159735748544e-05,0.018791986629366875,,309999
,,,,,,,,0.001,310000
248,0.03541649132966995,0.000874818826559931,0.0007061893702484667,0.011574688367545605,0.0054636429995298386,2.5855386411421932e-05,0.016797184944152832,,311249
,,,,,,,,0.001,311250
249,0.0414622463285923,0.0011476960498839617,0.0013215598883107305,0.01092841662466526,0.008090751245617867,2.8064041543984786e-05,0.01997380331158638,,312499
,,,,,,,,0.001,312500
